,ENSHBUT00000002957,ENSSFOT00015011609,ENSNBRT00000007233,ENSMZET00005015142,ENSACLT00000027498,ENSPNYT00000023877,ENSHHUT00000053155,ENSNBRT00000019573,ENSACLT00000041047,ENSECRT00000032473,ENSPNYT00000010254,ENSHHUT00000020316,ENSELUT00000040775
ENSHBUT00000002957,1.0,0.49503105590062113,0.6894409937888198,0.7552795031055901,0.9149068322981366,0.8801242236024844,0.691304347826087,0.737888198757764,0.6720496894409937,0.7751552795031056,0.9521739130434783,0.6751552795031056,0.7366459627329193
ENSSFOT00015011609,0.49503105590062113,1.0,0.5242236024844721,0.47267080745341616,0.5024844720496895,0.4807453416149068,0.49627329192546576,0.3875776397515528,0.3962732919254659,0.4975155279503105,0.5062111801242236,0.484472049689441,0.4086956521739131
ENSNBRT00000007233,0.6894409937888198,0.5242236024844721,1.0,0.7832298136645963,0.7422360248447205,0.7217391304347827,0.8037267080745342,0.7335403726708074,0.7068322981366459,0.8037267080745342,0.7105590062111802,0.7869565217391304,0.7329192546583851
ENSMZET00005015142,0.7552795031055901,0.47267080745341616,0.7832298136645963,1.0,0.7894409937888198,0.7968944099378882,0.8540372670807453,0.8111801242236025,0.9136645962732919,0.8366459627329192,0.760248447204969,0.8198757763975155,0.8149068322981367
ENSACLT00000027498,0.9149068322981366,0.5024844720496895,0.7422360248447205,0.7894409937888198,1.0,0.9006211180124224,0.7267080745341615,0.7577639751552795,0.7118012422360248,0.7975155279503106,0.9583850931677018,0.7142857142857143,0.731055900621118
ENSPNYT00000023877,0.8801242236024844,0.4807453416149068,0.7217391304347827,0.7968944099378882,0.9006211180124224,1.0,0.7204968944099379,0.7546583850931677,0.7111801242236024,0.7900621118012422,0.8919254658385093,0.7062111801242236,0.7273291925465839
ENSHHUT00000053155,0.691304347826087,0.49627329192546576,0.8037267080745342,0.8540372670807453,0.7267080745341615,0.7204968944099379,1.0,0.7670807453416149,0.7732919254658385,0.846583850931677,0.6968944099378882,0.8031055900621118,0.7950310559006211
ENSNBRT00000019573,0.737888198757764,0.3875776397515528,0.7335403726708074,0.8111801242236025,0.7577639751552795,0.7546583850931677,0.7670807453416149,1.0,0.753416149068323,0.7869565217391304,0.7285714285714285,0.7316770186335404,0.7546583850931677
ENSACLT00000041047,0.6720496894409937,0.3962732919254659,0.7068322981366459,0.9136645962732919,0.7118012422360248,0.7111801242236024,0.7732919254658385,0.753416149068323,1.0,0.7515527950310559,0.6826086956521739,0.7944099378881988,0.7291925465838509
ENSECRT00000032473,0.7751552795031056,0.4975155279503105,0.8037267080745342,0.8366459627329192,0.7975155279503106,0.7900621118012422,0.846583850931677,0.7869565217391304,0.7515527950310559,1.0,0.7614906832298136,0.7614906832298136,0.8316770186335404
ENSPNYT00000010254,0.9521739130434783,0.5062111801242236,0.7105590062111802,0.760248447204969,0.9583850931677018,0.8919254658385093,0.6968944099378882,0.7285714285714285,0.6826086956521739,0.7614906832298136,1.0,0.6857142857142857,0.7012422360248447
ENSHHUT00000020316,0.6751552795031056,0.484472049689441,0.7869565217391304,0.8198757763975155,0.7142857142857143,0.7062111801242236,0.8031055900621118,0.7316770186335404,0.7944099378881988,0.7614906832298136,0.6857142857142857,1.0,0.7372670807453416
ENSELUT00000040775,0.7366459627329193,0.4086956521739131,0.7329192546583851,0.8149068322981367,0.731055900621118,0.7273291925465839,0.7950310559006211,0.7546583850931677,0.7291925465838509,0.8316770186335404,0.7012422360248447,0.7372670807453416,1.0
