,ENSCHAT00000067512,ENSCHAT00000067516,ENSCHAT00000067519,ENSCHAT00000067518,ENSCHAT00000067498,ENSDCDT00000065146,ENSDCDT00000065000,ENSCHAT00000067494,ENSDCDT00000065023,ENSDCDT00000065009,ENSAMXT00000005355,ENSDCDT00000065148,ENSDCDT00000064964,ENSDCDT00000065027,ENSDCDT00000065170,ENSDCDT00000064947,ENSCHAT00000067503,ENSCHAT00000067508,ENSCHAT00000067509,ENSDCDT00000064982
ENSCHAT00000067512,1.0,0.7612430897953085,0.7474973853279546,0.7830569251456746,0.9363514119229045,0.6330494546541162,0.7327058120424323,0.9175257731958762,0.6992380098610489,0.7336022710294338,0.6545644703421485,0.6342447333034513,0.7138801733154041,0.7206036157179142,0.6302106678619454,0.6955027640818766,0.9372478709099059,0.8924249215598387,0.9556252801434334,0.7152248617959062
ENSCHAT00000067516,0.7612430897953085,1.0,0.8308680711190797,0.8834603316898252,0.7486926639772897,0.589571193784551,0.61556850440759,0.7298670252502615,0.5883759151352159,0.6164649633945913,0.6445540116539669,0.5901688331092186,0.5967428656805618,0.6034663080830719,0.6051098162259076,0.5783654564470342,0.749589122964291,0.7047661736142238,0.7679665321978186,0.5980875541610639
ENSCHAT00000067519,0.7474973853279546,0.8308680711190797,1.0,0.8075601374570447,0.7349469595099357,0.5903182429403855,0.6187061108620947,0.7161213207829075,0.5852383086807111,0.6196025698490961,0.656506798147318,0.6042133572389063,0.5998804721350665,0.6066039145375766,0.630658897355446,0.581503062901539,0.7358434184969371,0.6910204691468699,0.7542208277304646,0.6012251606155685
ENSCHAT00000067518,0.7830569251456746,0.8834603316898252,0.8075601374570447,1.0,0.8072613177947109,0.5835948005378754,0.6326012251606156,0.7884356790676826,0.599133422979232,0.6334976841476169,0.6684595846406693,0.5974899148363962,0.6137755864335873,0.6204990288360974,0.6130285372777529,0.6276707007321082,0.8081577767817122,0.763334827431645,0.7897803675481847,0.6473927984461377
ENSCHAT00000067498,0.9363514119229045,0.7486926639772897,0.7349469595099357,0.8072613177947109,1.0,0.6176602420439264,0.7518302704317944,0.9811743612729718,0.7183624682504108,0.7176154190945764,0.636037651277454,0.6188555206932617,0.7330046317047662,0.7046167637830569,0.6148214552517556,0.746899746003287,0.9614522635589422,0.9560735096369342,0.9430748543254146,0.7315105333930972
ENSDCDT00000065146,0.6330494546541162,0.589571193784551,0.5903182429403855,0.5835948005378754,0.6176602420439264,1.0,0.8443149559240998,0.5988346033168983,0.8053189899895413,0.8452114149111012,0.5812042432392052,0.9469595099357537,0.8254893171970715,0.8259375466905723,0.9471089197669207,0.807111907963544,0.6185567010309279,0.5770207679665322,0.6369341102644555,0.8268340056775736
ENSDCDT00000065000,0.7327058120424323,0.61556850440759,0.6187061108620947,0.6326012251606156,0.7518302704317944,0.8443149559240998,1.0,0.7330046317047662,0.9610040340654415,0.9614522635589422,0.6509786343941432,0.8396832511579262,0.9811743612729718,0.9421783953384133,0.8323621694307486,0.9627969520394442,0.7176154190945764,0.7111907963544001,0.735992828328104,0.9430748543254146
ENSCHAT00000067494,0.9175257731958762,0.7298670252502615,0.7161213207829075,0.7884356790676826,0.9811743612729718,0.5988346033168983,0.7330046317047662,1.0,0.7327058120424323,0.7319587628865979,0.6172120125504258,0.6000298819662334,0.7473479754967877,0.7189601075750784,0.607350963693411,0.7612430897953085,0.9802779022859704,0.9748991483639623,0.9619004930524429,0.7458538771851188
ENSDCDT00000065023,0.6992380098610489,0.5883759151352159,0.5852383086807111,0.599133422979232,0.7183624682504108,0.8053189899895413,0.9610040340654415,0.7327058120424323,1.0,0.9601075750784401,0.625280143433438,0.8006872852233677,0.9798296727924698,0.9408337068579112,0.8059166293142088,0.9614522635589422,0.7173165994322427,0.7108919766920664,0.7356940086657702,0.9417301658449126
ENSDCDT00000065009,0.7336022710294338,0.6164649633945913,0.6196025698490961,0.6334976841476169,0.7176154190945764,0.8452114149111012,0.9614522635589422,0.7319587628865979,0.9601075750784401,1.0,0.6518750933811445,0.8405797101449275,0.9802779022859704,0.9807261317794711,0.8458090542357687,0.9619004930524429,0.7516808606006276,0.7101449275362319,0.770058269834155,0.9816225907664724
ENSAMXT00000005355,0.6545644703421485,0.6445540116539669,0.656506798147318,0.6684595846406693,0.636037651277454,0.5812042432392052,0.6509786343941432,0.6172120125504258,0.625280143433438,0.6518750933811445,1.0,0.599133422979232,0.6321529956671149,0.6403705363812939,0.6058568653817421,0.6137755864335873,0.6369341102644555,0.5974899148363962,0.6553115194979829,0.6334976841476169
ENSDCDT00000065148,0.6342447333034513,0.5901688331092186,0.6042133572389063,0.5974899148363962,0.6188555206932617,0.9469595099357537,0.8396832511579262,0.6000298819662334,0.8006872852233677,0.8405797101449275,0.599133422979232,1.0,0.8208576124308979,0.8213058419243986,0.917974002689377,0.8024802031973703,0.619751979680263,0.5782160466158673,0.6381293889137906,0.8222023009114
ENSDCDT00000064964,0.7138801733154041,0.5967428656805618,0.5998804721350665,0.6137755864335873,0.7330046317047662,0.8254893171970715,0.9811743612729718,0.7473479754967877,0.9798296727924698,0.9802779022859704,0.6321529956671149,0.8208576124308979,1.0,0.9610040340654415,0.8260869565217391,0.9816225907664724,0.7319587628865979,0.7255341401464216,0.7503361721201255,0.9619004930524429
ENSDCDT00000065027,0.7206036157179142,0.6034663080830719,0.6066039145375766,0.6204990288360974,0.7046167637830569,0.8259375466905723,0.9421783953384133,0.7189601075750784,0.9408337068579112,0.9807261317794711,0.6403705363812939,0.8213058419243986,0.9610040340654415,1.0,0.8265351860152398,0.942626624831914,0.738682205289108,0.6971462722247124,0.7570596145226356,0.9623487225459435
ENSDCDT00000065170,0.6302106678619454,0.6051098162259076,0.630658897355446,0.6130285372777529,0.6148214552517556,0.9471089197669207,0.8323621694307486,0.607350963693411,0.8059166293142088,0.8458090542357687,0.6058568653817421,0.917974002689377,0.8260869565217391,0.8265351860152398,1.0,0.8077095472882115,0.6270730614074406,0.5855371283430449,0.6454504706409682,0.8274316450022412
ENSDCDT00000064947,0.6955027640818766,0.5783654564470342,0.581503062901539,0.6276707007321082,0.746899746003287,0.807111907963544,0.9627969520394442,0.7612430897953085,0.9614522635589422,0.9619004930524429,0.6137755864335873,0.8024802031973703,0.9816225907664724,0.942626624831914,0.8077095472882115,1.0,0.7458538771851188,0.7394292544449425,0.7319587628865979,0.9802779022859704
ENSCHAT00000067503,0.9372478709099059,0.749589122964291,0.7358434184969371,0.8081577767817122,0.9614522635589422,0.6185567010309279,0.7176154190945764,0.9802779022859704,0.7173165994322427,0.7516808606006276,0.6369341102644555,0.619751979680263,0.7319587628865979,0.738682205289108,0.6270730614074406,0.7458538771851188,1.0,0.9551770506499327,0.9816225907664724,0.7655759748991484
