	ENSJHYT00000021084	ENSNSUT00000002881	ENSCCET00000013806	ENSMUNT00000012773	ENSSMRT00000033784	ENSLCOT00000007402	ENSPVIT00000006751	ENSPMJT00000016788	H20J04.8.2	H20J04.8.1	ENSGALT00000089609	ENSGALT00000011612	ENSCJPT00005036055	ENSCJPT00005036072	ENSPVIT00000006750	FBtr0088941	ENSACAT00000003179	ENSNMET00000040040	ENSJHYT00000021090	ENSMVIT00005016662	ENSPMJT00000016790	ENSCPGT00000021985	ENSSPUT00000015072	ENSFALT00000010683	ENSSCAT00000014450	ENSNPET00000011076	ENSNPET00000011079
ENSJHYT00000021084	1.0	0.8595791001451378	0.9016690856313496	0.8211175616835994	0.8603047895500726	0.8944121915820029	0.8613933236574746	0.8447024673439768	0.5061683599419449	0.5061683599419449	0.8033381712626996	0.8809869375907112	0.7558055152394775	0.8769956458635704	0.8624818577648766	0.5007256894049347	0.8577648766328012	0.8820754716981132	0.9150943396226416	0.8940493468795355	0.7645137880986937	0.8857039187227866	0.8911465892597968	0.9005805515239478	0.9082002902757621	0.8523222060957909	0.7801161103047896
ENSNSUT00000002881	0.8595791001451378	1.0	0.9455732946298984	0.8857039187227866	0.9615384615384616	0.9466618287373004	0.903846153846154	0.8915094339622641	0.5322931785195936	0.5322931785195936	0.8737300435413643	0.9462989840348331	0.8301886792452831	0.9415820029027576	0.9611756168359942	0.521044992743106	0.960087082728592	0.9466618287373004	0.7910014513788098	0.9470246734397678	0.8229317851959361	0.9517416545718432	0.927068214804064	0.9470246734397678	0.9430333817126271	0.9172714078374457	0.8468795355587808
ENSCCET00000013806	0.9016690856313496	0.9455732946298984	1.0	0.9074746008708272	0.9430333817126271	0.9793178519593614	0.8875181422351234	0.9415820029027576	0.5312046444121916	0.5312046444121916	0.8867924528301887	0.9655297532656024	0.8388969521044993	0.9604499274310596	0.9452104499274312	0.5228592162554426	0.9426705370101596	0.9669811320754716	0.8207547169811321	0.9782293178519592	0.8574020319303338	0.9727866473149492	0.9183599419448476	0.993468795355588	0.9887518142235124	0.9343251088534108	0.861756168359942
ENSMUNT00000012773	0.8211175616835994	0.8857039187227866	0.9074746008708272	1.0	0.8835268505079826	0.9082002902757621	0.8272859216255443	0.8530478955007257	0.5076197387518142	0.5076197387518142	0.8621190130624092	0.9042089985486212	0.8189404934687954	0.9009433962264152	0.8842525399129173	0.4985486211901306	0.8831640058055152	0.9045718432510884	0.7862844702467344	0.9067489114658926	0.8160377358490566	0.9140058055152396	0.8595791001451378	0.9074746008708272	0.9052975326560232	0.8704644412191582	0.8345428156748912
ENSSMRT00000033784	0.8603047895500726	0.9615384615384616	0.9430333817126271	0.8835268505079826	1.0	0.9437590711175616	0.9034833091436864	0.8889695210449927	0.5297532656023222	0.5297532656023222	0.8759071117561683	0.9455732946298984	0.8309143686502177	0.9412191582002902	0.9615384615384616	0.5217706821480407	0.9629898403483308	0.9466618287373004	0.7924528301886793	0.9430333817126271	0.8222060957910015	0.9506531204644412	0.9248911465892596	0.9441219158200291	0.9408563134978231	0.9161828737300436	0.8479680696661829
ENSLCOT00000007402	0.8944121915820029	0.9466618287373004	0.9793178519593614	0.9082002902757621	0.9437590711175616	1.0	0.8904208998548622	0.9248911465892596	0.5319303338171263	0.5319303338171263	0.8871552975326559	0.9658925979680696	0.8388969521044993	0.9604499274310596	0.9477503628447024	0.5246734397677794	0.9441219158200291	0.9680696661828736	0.8189404934687954	0.9970972423802612	0.8468795355587808	0.9753265602322206	0.9230769230769232	0.9785921625544268	0.9814949201741656	0.9365021770682148	0.8632075471698113
ENSPVIT00000006751	0.8613933236574746	0.903846153846154	0.8875181422351234	0.8272859216255443	0.9034833091436864	0.8904208998548622	1.0	0.8341799709724238	0.5653120464441219	0.5653120464441219	0.8142235123367199	0.8896952104499274	0.7695936139332366	0.8831640058055152	0.9394049346879536	0.5533381712626996	0.9063860667634251	0.8900580551523948	0.7906386066763426	0.8886066763425254	0.7634252539912917	0.8907837445573294	0.9216255442670536	0.888243831640058	0.8867924528301887	0.8592162554426706	0.7880986937590712
ENSPMJT00000016788	0.8447024673439768	0.8915094339622641	0.9415820029027576	0.8530478955007257	0.8889695210449927	0.9248911465892596	0.8341799709724238	1.0	0.475689404934688	0.475689404934688	0.8320029027576198	0.9111030478955008	0.783744557329463	0.9052975326560232	0.8918722786647315	0.4677068214804063	0.888243831640058	0.91255442670537	0.7645137880986937	0.9238026124818578	0.9150943396226416	0.9176342525399128	0.863933236574746	0.9365021770682148	0.9328737300435412	0.8784470246734397	0.8062409288824384
H20J04.8.2	0.5061683599419449	0.5322931785195936	0.5312046444121916	0.5076197387518142	0.5297532656023222	0.5319303338171263	0.5653120464441219	0.475689404934688	1.0	1.0	0.6219158200290276	0.5315674891146589	0.6182873730043541	0.5322931785195936	0.5319303338171263	0.8457910014513788	0.5304789550072571	0.5315674891146589	0.5910740203193033	0.5304789550072571	0.5605950653120464	0.5315674891146589	0.5573294629898403	0.5319303338171263	0.5322931785195936	0.5366473149492017	0.6215529753265603
H20J04.8.1	0.5061683599419449	0.5322931785195936	0.5312046444121916	0.5076197387518142	0.5297532656023222	0.5319303338171263	0.5653120464441219	0.475689404934688	1.0	1.0	0.6219158200290276	0.5315674891146589	0.6182873730043541	0.5322931785195936	0.5319303338171263	0.8457910014513788	0.5304789550072571	0.5315674891146589	0.5910740203193033	0.5304789550072571	0.5605950653120464	0.5315674891146589	0.5573294629898403	0.5319303338171263	0.5322931785195936	0.5366473149492017	0.6215529753265603
