	ENSPPAT00000036334	ENSPTRT00000098435	ENSPPAT00000036337	ENST00000555042	ENST00000358377	ENSPTRT00000046440	ENST00000353777	ENST00000509153	ENSPPAT00000036316	ENST00000394234	ENSPPAT00000036328	ENSPTRT00000079437
ENSPPAT00000036334	1.0	0.999329309188464	0.7786720321931591	0.8578135479543929	0.8698859825620389	0.7780013413816228	0.7746478873239436	0.9946344735077131	0.8752515090543259	0.6713615023474179	0.8772635814889336	0.8745808182427901
ENSPTRT00000098435	0.999329309188464	1.0	0.7780013413816228	0.8584842387659289	0.8705566733735748	0.7786720321931591	0.7753185781354796	0.9953051643192488	0.8745808182427901	0.6713615023474179	0.8765928906773978	0.8752515090543259
ENSPPAT00000036337	0.7786720321931591	0.7780013413816228	1.0	0.6659959758551308	0.6539235412474849	0.999329309188464	0.9959758551307848	0.7746478873239436	0.6579476861167002	0.4553990610328639	0.6559356136820925	0.6572769953051644
ENST00000555042	0.8578135479543929	0.8584842387659289	0.6659959758551308	1.0	0.9839034205231388	0.6666666666666666	0.670020120724346	0.8631790744466801	0.977867203219316	0.7826961770623743	0.9798792756539236	0.9792085848423876
ENST00000358377	0.8698859825620389	0.8705566733735748	0.6539235412474849	0.9839034205231388	1.0	0.6545942320590208	0.6579476861167002	0.8752515090543259	0.993963782696177	0.7987927565392354	0.9919517102615694	0.9953051643192488
ENSPTRT00000046440	0.7780013413816228	0.7786720321931591	0.999329309188464	0.6666666666666666	0.6545942320590208	1.0	0.9966465459423206	0.7753185781354796	0.6572769953051644	0.4553990610328639	0.6552649228705567	0.6579476861167002
ENST00000353777	0.7746478873239436	0.7753185781354796	0.9959758551307848	0.670020120724346	0.6579476861167002	0.9966465459423206	1.0	0.7786720321931591	0.6539235412474849	0.4567404426559356	0.6519114688128773	0.6545942320590208
ENST00000509153	0.9946344735077131	0.9953051643192488	0.7746478873239436	0.8631790744466801	0.8752515090543259	0.7753185781354796	0.7786720321931591	1.0	0.8698859825620389	0.6740442655935613	0.8718980549966465	0.8705566733735748
ENSPPAT00000036316	0.8752515090543259	0.8745808182427901	0.6579476861167002	0.977867203219316	0.993963782696177	0.6572769953051644	0.6539235412474849	0.8698859825620389	1.0	0.7954393024815559	0.9979879275653925	0.9986586183769284
ENST00000394234	0.6713615023474179	0.6713615023474179	0.4553990610328639	0.7826961770623743	0.7987927565392354	0.4553990610328639	0.4567404426559356	0.6740442655935613	0.7954393024815559	1.0	0.7934272300469484	0.7961099932930918
ENSPPAT00000036328	0.8772635814889336	0.8765928906773978	0.6559356136820925	0.9798792756539236	0.9919517102615694	0.6552649228705567	0.6519114688128773	0.8718980549966465	0.9979879275653925	0.7934272300469484	1.0	0.9966465459423206
ENSPTRT00000079437	0.8745808182427901	0.8752515090543259	0.6572769953051644	0.9792085848423876	0.9953051643192488	0.6579476861167002	0.6545942320590208	0.8705566733735748	0.9986586183769284	0.7961099932930918	0.9966465459423206	1.0
