	ENSNLET00000008369	ENSPANT00000020705	ENST00000505696	ENSMMUT00000005148	ENSNLET00000060326	ENSCATT00000067858	ENSTGET00000030855	ENSMMUT00000055171	ENSCSAT00000001179	ENSPPAT00000016096	ENSMNET00000034501	ENST00000511577	ENSMFAT00000002182	ENST00000514748	ENSGGOT00000022102	ENSPTRT00000087250	ENSPPYT00000017653	ENSGGOT00000014849	ENSRROT00000056419	ENSPTRT00000030817	ENSGGOT00000050998	ENSMLET00000030250	ENST00000260184	ENST00000512371	ENSTGET00000030849	ENSPTRT00000107134	ENST00000505890	ENSPTRT00000090711
ENSNLET00000008369	1.0	0.9398496240601504	0.9524640209332752	0.939274819962892	1.0	0.9374332222990384	0.9400234818341922	0.939274819962892	0.9340918376968288	0.9640364665199622	0.937959876737312	0.9614561701592096	0.93949114696355	0.9597989949748744	0.9606866180205086	0.9642751987437432	0.9600512163892444	0.9615674690465716	0.9404675749661748	0.9634499245093106	0.95751350905416	0.934876261752775	0.9614840433894042	0.9592857142857144	0.9399578762063436	0.9593284659489336	0.9572773053743912	0.9634694583294036
ENSPANT00000020705	0.9398496240601504	1.0	0.9236807675534234	0.98695270355037	0.9405450041288193	0.9888700777526964	0.9931306159656206	0.98695270355037	0.97807333981618	0.9412559718380688	0.9863391402431384	0.9389185790631877	0.9871095220173128	0.9201117318435754	0.9398701632600592	0.9422555014223588	0.9389423076923076	0.9402117565741932	0.9730958577655138	0.9406883545497406	0.9401237113402062	0.9853314527503526	0.9388743826092428	0.9278571428571428	0.9933824682452564	0.9404511526248504	0.9380983823043908	0.9406883545497406
ENST00000505696	0.9524640209332752	0.9236807675534234	1.0	0.9376362843436546	0.9524640209332752	0.9358918447448756	0.9376362843436546	0.9376362843436546	0.9293501962494548	0.9864805931094636	0.9376362843436546	1.0	0.9411251635412125	1.0	0.9869167030091583	0.9864805931094636	0.971652856519843	0.9869167030091583	0.948102921936328	0.9864805931094636	0.9869167030091583	0.9293501962494548	1.0	1.0	0.9376362843436546	0.9864805931094636	1.0	0.9864805931094636
ENSMMUT00000005148	0.939274819962892	0.98695270355037	0.9376362843436546	1.0	0.9384221184444352	0.9847739590839312	0.9859003581895148	1.0	0.977098280021304	0.9403642311200578	0.9964888080757416	0.9385815870618588	0.9977739457595234	0.9379888268156424	0.9380567973498858	0.94206408955517	0.9363610159177528	0.9384392881846192	0.972051442910916	0.9397961751383996	0.9381268832294548	0.9821843046232984	0.938626002200912	0.9428571428571428	0.9857791699295224	0.9392388343102452	0.9368829774050972	0.9397961751383996
ENSNLET00000060326	1.0	0.9405450041288193	0.9524640209332752	0.9384221184444352	1.0	0.9380161876445324	0.9415280665280664	0.9384221184444352	0.9322677900301491	0.9608457321848082	0.937396694214876	0.9572878837900296	0.9386287556308632	0.9597989949748744	0.9575537789499712	0.9602154273801252	0.9582508250825084	0.9575537789499712	0.9399256812551612	0.9593385294238936	0.9575537789499712	0.9359191252321024	0.9572473047213846	0.9592857142857144	0.9410257469934288	0.959367015577351	0.9573178275392801	0.959367015577351
ENSCATT00000067858	0.9374332222990384	0.9888700777526964	0.9358918447448756	0.9847739590839312	0.9380161876445324	1.0	0.9882414253607374	0.9847739590839312	0.9766793091558787	0.939274819962892	0.9841587878028928	0.9367590175791692	0.9849306055954132	0.93463687150838	0.9382819284083234	0.9403644214727338	0.9356966727511448	0.9381248820977174	0.971099896561452	0.9386773168967576	0.9387873034218022	0.9862932061978544	0.9368047262899879	0.9385714285714286	0.9883454995457251	0.9391150004127796	0.9364882722167164	0.9386773168967576
ENSTGET00000030855	0.9400234818341922	0.9931306159656206	0.9376362843436546	0.9859003581895148	0.9415280665280664	0.9882414253607374	1.0	0.9823527507042711	0.9782410423452768	0.9393998314861624	0.9850128693838986	0.9406547541411244	0.985827387352165	0.9379888268156424	0.9382007563192464	0.9374150540418096	0.9396307999334774	0.938332415178716	0.9747371162548426	0.9424807617060128	0.9430450965117284	0.9853774506611086	0.940610213737967	0.9428571428571428	1.0	0.9437424268651551	0.9415739096539476	0.938784107848856
ENSMMUT00000055171	0.939274819962892	0.98695270355037	0.9376362843436546	1.0	0.9384221184444352	0.9847739590839312	0.9823527507042711	1.0	0.977098280021304	0.9399693433853662	0.9964888080757416	0.9385815870618588	0.9977739457595234	0.9379888268156424	0.9376659097450988	0.941674261163911	0.9363610159177528	0.9380550343964978	0.972051442910916	0.9397961751383996	0.9381268832294548	0.9821843046232984	0.938626002200912	0.9428571428571428	0.9823665025858308	0.9392388343102452	0.9368829774050972	0.9394043671400863
ENSCSAT00000001179	0.9340918376968288	0.97807333981618	0.9293501962494548	0.977098280021304	0.9322677900301491	0.9766793091558787	0.9782410423452768	0.977098280021304	1.0	0.9349248285840096	0.9764591561657576	0.9328175127382524	0.977242806093662	0.9329608938547486	0.9334898530215804	0.9366881523410658	0.930916311693303	0.933628875055021	0.9663594181088536	0.9343272315531232	0.9324720353324802	0.9740605984568096	0.9328660778828928	0.9321428571428572	0.9779128418810114	0.9327994716420376	0.93028538388469	0.9343272315531232
ENSPPAT00000016096	0.9640364665199622	0.9412559718380688	0.9864805931094636	0.9403642311200578	0.9608457321848082	0.939274819962892	0.9393998314861624	0.9399693433853662	0.9349248285840096	1.0	0.9405529519076526	0.989030676389238	0.9411191142704368	0.9927374301675976	0.9875742669136908	0.9977246871444824	0.968991254765032	0.987632343296168	0.9431103847120944	0.9977998491325121	0.9874721833017389	0.9358031674208144	0.9890227408549052	0.995	0.9376857384177432	0.9977334542157752	0.9891604500680048	0.9978129784109726
