,ENSHCOT00000026282,ENSXMAT00000035096,ENSLCRT00005029663,ENSPRET00000025867,ENSGAFT00000023691,ENSPLAT00000007315,ENSCSET00000015486,ENSKMAT00000015078,ENSPMET00000013133,ENSPMET00000013123,ENSTRUT00000028306,ENSXCOT00000016813,ENSLCRT00005029649,ENSKMAT00000015089,ENSBSLT00000044196,ENSBSLT00000044206,ENSLCRT00005029657,ENSFHET00000026289,ENSCVAT00000022802,ENSGACT00000001377,ENSGAFT00000023684,ENSFHET00000026284,ENSPFOT00000015956,ENSCVAT00000031294,ENSTNIT00000022300,ENSGWIT00000024405
ENSHCOT00000026282,1.0,0.9219629927594529,0.4529364440868866,0.7980691874497184,0.7272727272727273,0.9243765084473049,0.917135961383749,0.9243765084473049,0.9251810136765889,0.8696701528559936,0.9082864038616251,0.8857602574416734,0.8447304907481898,0.7337087691069992,0.917135961383749,0.4320193081255028,0.9356395816572808,0.7272727272727273,0.7232502011263073,0.9267900241351569,0.9203539823008849,0.919549477071601,0.9259855189058729,0.917940466613033,0.8704746580852776,0.9267900241351569
ENSXMAT00000035096,0.9219629927594529,1.0,0.4545454545454546,0.8584070796460177,0.7795655671761866,0.9871279163314561,0.912308930008045,0.9420756234915527,0.9879324215607401,0.9324215607401448,0.913113435237329,0.9573612228479486,0.8527755430410298,0.7425583266291231,0.917135961383749,0.42960579243765085,0.9420756234915527,0.7522123893805309,0.7473853580048271,0.9372485921158488,0.9911504424778761,0.9549477071600966,0.9871279163314561,0.9485116653258246,0.8720836685438456,0.9243765084473049
ENSLCRT00005029663,0.4529364440868866,0.4545454545454546,1.0,0.4698310539018504,0.666934835076428,0.45695897023330656,0.4553499597747386,0.4545454545454546,0.45695897023330656,0.40144810941271114,0.44891391794046664,0.41834271922767496,0.47626709573612236,0.666934835076428,0.44971842316975064,0.9058728881737731,0.47868061142397433,0.6645213193885761,0.6637168141592921,0.45615446500402257,0.4545454545454546,0.4521319388576026,0.45695897023330656,0.4513274336283186,0.4553499597747386,0.45615446500402257
ENSPRET00000025867,0.7980691874497184,0.8584070796460177,0.4698310539018504,1.0,0.6492357200321802,0.8600160901045857,0.7932421560740145,0.8189863234111022,0.8608205953338697,0.8053097345132744,0.7876106194690266,0.8181818181818182,0.7296862429605793,0.6194690265486725,0.7908286403861625,0.4424778761061947,0.8181818181818182,0.6307320997586484,0.6251005631536605,0.8133547868061143,0.8600160901045857,0.833467417538214,0.8600160901045857,0.827031375703942,0.8117457763475463,0.8045052292839904
ENSGAFT00000023691,0.7272727272727273,0.7795655671761866,0.666934835076428,0.6492357200321802,1.0,0.7779565567176187,0.7248592115848753,0.7417538213998391,0.7787610619469026,0.7232502011263073,0.7200321802091714,0.7401448109412712,0.6548672566371682,0.9541432019308126,0.7256637168141593,0.6411906677393403,0.7441673370876911,0.9678197908286403,0.9597747385358005,0.7369267900241352,0.7876106194690266,0.7554304102976669,0.7787610619469026,0.7473853580048271,0.6806114239742558,0.7288817377312953
ENSPLAT00000007315,0.9243765084473049,0.9871279163314561,0.45695897023330656,0.8600160901045857,0.7779565567176187,1.0,0.913113435237329,0.9420756234915527,0.999195494770716,0.9436846339501207,0.913917940466613,0.9469026548672567,0.8543845534995977,0.7417538213998391,0.913917940466613,0.42960579243765085,0.9428801287208367,0.7530168946098149,0.7481898632341111,0.9372485921158488,0.9903459372485921,0.9565567176186646,0.998390989541432,0.9501206757843926,0.8720836685438456,0.9259855189058729
ENSCSET00000015486,0.917135961383749,0.912308930008045,0.4553499597747386,0.7932421560740145,0.7248592115848753,0.913113435237329,1.0,0.9380530973451328,0.913917940466613,0.8584070796460177,0.917135961383749,0.8744971842316975,0.8423169750603379,0.7425583266291231,0.9292035398230089,0.43765084473049076,0.9316170555108608,0.7320997586484312,0.7329042638777152,0.9292035398230089,0.913917940466613,0.9243765084473049,0.913917940466613,0.9259855189058729,0.8736926790024135,0.914722445695897
ENSKMAT00000015078,0.9243765084473049,0.9420756234915527,0.4545454545454546,0.8189863234111022,0.7417538213998391,0.9420756234915527,0.9380530973451328,1.0,0.9428801287208367,0.8873692679002414,0.9316170555108608,0.9042638777152051,0.8576025744167337,0.7876106194690266,0.9348350764279968,0.43925985518905875,0.9469026548672567,0.7489943684633951,0.7506033789219629,0.9444891391794047,0.9420756234915527,0.9557522123893806,0.9428801287208367,0.9525341914722446,0.8921962992759453,0.9324215607401448
ENSPMET00000013133,0.9251810136765889,0.9879324215607401,0.45695897023330656,0.8608205953338697,0.7787610619469026,0.999195494770716,0.913917940466613,0.9428801287208367,1.0,0.9444891391794047,0.913113435237329,0.9477071600965407,0.8551890587288817,0.7425583266291231,0.914722445695897,0.42960579243765085,0.9436846339501207,0.7538213998390989,0.7489943684633951,0.9380530973451328,0.9911504424778761,0.9573612228479486,0.999195494770716,0.9509251810136766,0.8728881737731295,0.9267900241351569
ENSPMET00000013123,0.8696701528559936,0.9324215607401448,0.40144810941271114,0.8053097345132744,0.7232502011263073,0.9436846339501207,0.8584070796460177,0.8873692679002414,0.9444891391794047,1.0,0.8576025744167337,0.8921962992759453,0.7996781979082864,0.6870474658085277,0.8592115848753017,0.37409493161705554,0.8881737731295254,0.6983105390185036,0.6934835076427996,0.8825422365245374,0.9356395816572808,0.9018503620273531,0.9436846339501207,0.8954143201930812,0.8173773129525342,0.8712791633145616
ENSTRUT00000028306,0.9082864038616251,0.913113435237329,0.44891391794046664,0.7876106194690266,0.7200321802091714,0.913917940466613,0.917135961383749,0.9316170555108608,0.913113435237329,0.8576025744167337,1.0,0.8744971842316975,0.833467417538214,0.7320997586484312,0.9412711182622687,0.44086886564762673,0.9243765084473049,0.7240547063555913,0.7272727272727273,0.9283990345937249,0.909895414320193,0.9219629927594529,0.913113435237329,0.9219629927594529,0.915526950925181,0.909895414320193
ENSXCOT00000016813,0.8857602574416734,0.9573612228479486,0.41834271922767496,0.8181818181818182,0.7401448109412712,0.9469026548672567,0.8744971842316975,0.9042638777152051,0.9477071600965407,0.8921962992759453,0.8744971842316975,1.0,0.8165728077232502,0.7047465808527755,0.8785197103781175,0.39259855189058723,0.9058728881737731,0.7144006436041834,0.7095736122284795,0.8994368463395012,0.9517296862429606,0.917135961383749,0.9469026548672567,0.910699919549477,0.835076427996782,0.8881737731295254
ENSLCRT00005029649,0.8447304907481898,0.8527755430410298,0.47626709573612236,0.7296862429605793,0.6548672566371682,0.8543845534995977,0.8423169750603379,0.8576025744167337,0.8551890587288817,0.7996781979082864,0.833467417538214,0.8165728077232502,1.0,0.6556717618664522,0.8423169750603379,0.43041029766693484,0.9074818986323411,0.6532582461786002,0.6540627514078842,0.8632341110217217,0.8527755430410298,0.8567980691874497,0.8551890587288817,0.8551890587288817,0.7996781979082864,0.8584070796460177
