	MGP_CAROLIEiJ_T0031716	ENSMSIT00000017277	ENSNLET00000050075	ENSGGOT00000050215	ENST00000333437	ENSMUST00000155694	ENSPPAT00000007379	ENSPPYT00000010244	ENSMUGT00000026055	MGP_PahariEiJ_T0038438	ENSPTET00000041991	ENSPTRT00000080800	ENSMUST00000039146	ENSMUST00000039088	ENSMMUT00000074668	MGP_SPRETEiJ_T0033178	MGP_SPRETEiJ_T0033177	MGP_SPRETEiJ_T0033176	ENSMUGT00000026044	ENSOGAT00000030662	ENSCSAT00000019137	ENSRNOT00000054927	ENSMSIT00000017285	ENSRNOT00000054928	ENSTGET00000017947	ENSPSMT00000019748
MGP_CAROLIEiJ_T0031716	1.0	0.7299158377964805	0.4751338944146901	0.4690130068859985	0.4736036725325172	0.3083397092578424	0.4736036725325172	0.4743687834736037	0.8033664881407804	0.9655700076511096	0.4751338944146901	0.4743687834736037	0.9885233358837032	0.7314460596786534	0.47666411629686295	0.3083397092578424	0.7352716143840857	0.9885233358837032	0.6228003060443764	0.4674827850038256	0.4758990053557766	0.918133129303749	0.9869931140015302	0.7077276205049732	0.4758990053557766	0.6503442999234889
ENSMSIT00000017277	0.7299158377964805	1.0	0.4200459066564653	0.4162203519510329	0.4215761285386381	0.2280030604437644	0.4208110175975517	0.4215761285386381	0.6694720734506503	0.7322111706197398	0.4223412394797246	0.4215761285386381	0.7322111706197398	0.9885233358837032	0.423106350420811	0.2264728385615914	0.9892884468247896	0.7306809487375671	0.5983167559296098	0.4200459066564653	0.423106350420811	0.7375669472073451	0.7329762815608263	0.8026013771996939	0.423106350420811	0.5592960979342004
ENSNLET00000050075	0.4751338944146901	0.4200459066564653	1.0	0.9854628921193572	0.991583779648049	0.6472838561591431	0.9923488905891354	0.9892884468247896	0.4881407804131599	0.4758990053557766	0.9808722264728386	0.991583779648049	0.4736036725325172	0.4192807957153788	0.9877582249426168	0.6480489671002295	0.423106350420811	0.47666411629686295	0.3542463657230299	0.9326702371843916	0.9869931140015302	0.4896710022953328	0.4736036725325172	0.4162203519510329	0.9877582249426168	0.4934965570007651
ENSGGOT00000050215	0.4690130068859985	0.4162203519510329	0.9854628921193572	1.0	0.9923488905891354	0.6472838561591431	0.993114001530222	0.9839326702371844	0.4843152257077277	0.46824789594491206	0.9747513389441468	0.9923488905891354	0.4674827850038256	0.4154552410099465	0.9824024483550114	0.6480489671002295	0.4192807957153788	0.4705432287681714	0.3542463657230299	0.9265493496557	0.9824024483550114	0.4858454475899006	0.4674827850038256	0.4162203519510329	0.9839326702371844	0.4896710022953328
ENST00000333437	0.4736036725325172	0.4215761285386381	0.991583779648049	0.9923488905891354	1.0	0.6480489671002295	0.9992348890589136	0.991583779648049	0.4889058913542464	0.4743687834736037	0.9793420045906656	0.9984697781178272	0.4720734506503443	0.4208110175975517	0.9869931140015302	0.6488140780413161	0.4246365723029839	0.4751338944146901	0.3557765876052028	0.9319051262433052	0.9869931140015302	0.4889058913542464	0.4720734506503443	0.4177505738332058	0.9869931140015302	0.49502677888293795
ENSMUST00000155694	0.3083397092578424	0.2280030604437644	0.6472838561591431	0.6472838561591431	0.6480489671002295	1.0	0.6480489671002295	0.6480489671002295	0.2769701606732976	0.3083397092578424	0.6488140780413161	0.6480489671002295	0.30604437643458304	0.22876817138485084	0.6488140780413161	0.9984697781178272	0.2295332823259373	0.3083397092578424	0.2096403978576894	0.6503442999234889	0.6480489671002295	0.27773527161438416	0.30604437643458304	0.21576128538638106	0.6480489671002295	0.21193573068094876
ENSPPAT00000007379	0.4736036725325172	0.4208110175975517	0.9923488905891354	0.993114001530222	0.9992348890589136	0.6480489671002295	1.0	0.9908186687069626	0.4889058913542464	0.4743687834736037	0.980107115531752	0.9992348890589136	0.4720734506503443	0.4200459066564653	0.9877582249426168	0.6488140780413161	0.4238714613618975	0.4751338944146901	0.3557765876052028	0.9319051262433052	0.9877582249426168	0.4889058913542464	0.4720734506503443	0.4177505738332058	0.9877582249426168	0.49502677888293795
ENSPPYT00000010244	0.4743687834736037	0.4215761285386381	0.9892884468247896	0.9839326702371844	0.991583779648049	0.6480489671002295	0.9908186687069626	1.0	0.4889058913542464	0.4751338944146901	0.9785768936495792	0.9900535577658759	0.4728385615914308	0.4200459066564653	0.9877582249426168	0.6488140780413161	0.4246365723029839	0.4758990053557766	0.3527161438408569	0.9319051262433052	0.9862280030604438	0.4904361132364192	0.4728385615914308	0.4162203519510329	0.9877582249426168	0.49502677888293795
ENSMUGT00000026055	0.8033664881407804	0.6694720734506503	0.4881407804131599	0.4843152257077277	0.4889058913542464	0.2769701606732976	0.4889058913542464	0.4889058913542464	1.0	0.8102524866105585	0.4858454475899006	0.4896710022953328	0.8041315990818668	0.6710022953328233	0.4896710022953328	0.2769701606732976	0.6732976281560826	0.8087222647283856	0.5952563121652641	0.4820198928844682	0.4889058913542464	0.8393267023718439	0.8064269319051263	0.65876052027544	0.4889058913542464	0.6113236419280795
MGP_PahariEiJ_T0038438	0.9655700076511096	0.7322111706197398	0.4758990053557766	0.46824789594491206	0.4743687834736037	0.3083397092578424	0.4743687834736037	0.4751338944146901	0.8102524866105585	1.0	0.4743687834736037	0.4751338944146901	0.966335118592196	0.7322111706197398	0.4758990053557766	0.3068094873756695	0.7345065034429993	0.9693955623565416	0.6281560826319816	0.469778117827085	0.4751338944146901	0.9211935730680948	0.9678653404743688	0.7115531752104055	0.4751338944146901	0.6557000765110941
