	ENSCINT00000003290	FBtr0078389	Y104H12A.1e.2	Y104H12A.1e.1	Y104H12A.1d.1	Y104H12A.1a.1	ENSCSAVT00000014985	ENSCSAVT00000014986	FBtr0303653	FBtr0303654	FBtr0078392	FBtr0078390	FBtr0078391	Y104H12A.1c.1	Y104H12A.1c.2	Y104H12A.1b.1	Y104H12A.1b.2	Y104H12A.1e.3
ENSCINT00000003290	1.0	0.2801762114537445	0.3594713656387665	0.3594713656387665	0.36431718061674	0.2993392070484582	0.8740088105726872	0.6590308370044052	0.2801762114537445	0.2801762114537445	0.2801762114537445	0.2801762114537445	0.27929515418502204	0.36013215859030834	0.36013215859030834	0.3596916299559472	0.3596916299559472	0.3594713656387665
FBtr0078389	0.2801762114537445	1.0	0.4594713656387666	0.4594713656387666	0.4370044052863435	0.3669603524229075	0.28656387665198235	0.4938325991189427	1.0	1.0	1.0	1.0	0.9986784140969164	0.4488986784140969	0.4488986784140969	0.4361233480176212	0.4361233480176212	0.4594713656387666
Y104H12A.1e.2	0.3594713656387665	0.4594713656387666	1.0	1.0	0.9735682819383259	0.8903083700440528	0.36607929515418497	0.548237885462555	0.4594713656387666	0.4594713656387666	0.4594713656387666	0.4594713656387666	0.4583700440528634	0.9854625550660792	0.9854625550660792	0.9629955947136564	0.9629955947136564	1.0
Y104H12A.1e.1	0.3594713656387665	0.4594713656387666	1.0	1.0	0.9735682819383259	0.8903083700440528	0.36607929515418497	0.548237885462555	0.4594713656387666	0.4594713656387666	0.4594713656387666	0.4594713656387666	0.4583700440528634	0.9854625550660792	0.9854625550660792	0.9629955947136564	0.9629955947136564	1.0
Y104H12A.1d.1	0.36431718061674	0.4370044052863435	0.9735682819383259	0.9735682819383259	1.0	0.871806167400881	0.3696035242290749	0.551762114537445	0.4370044052863435	0.4370044052863435	0.4370044052863435	0.4370044052863435	0.4359030837004405	0.9669603524229076	0.9669603524229076	0.9444933920704844	0.9444933920704844	0.9735682819383259
Y104H12A.1a.1	0.2993392070484582	0.3669603524229075	0.8903083700440528	0.8903083700440528	0.871806167400881	1.0	0.3059471365638766	0.4881057268722466	0.3669603524229075	0.3669603524229075	0.3669603524229075	0.3669603524229075	0.3658590308370045	0.9048458149779736	0.9048458149779736	0.9273127753303964	0.9273127753303964	0.8903083700440528
ENSCSAVT00000014985	0.8740088105726872	0.28656387665198235	0.36607929515418497	0.36607929515418497	0.3696035242290749	0.3059471365638766	1.0	0.7079295154185022	0.28656387665198235	0.28656387665198235	0.28656387665198235	0.28656387665198235	0.2859030837004406	0.3656387665198237	0.3656387665198237	0.3667400881057269	0.3667400881057269	0.36607929515418497
ENSCSAVT00000014986	0.6590308370044052	0.4938325991189427	0.548237885462555	0.548237885462555	0.551762114537445	0.4881057268722466	0.7079295154185022	1.0	0.4938325991189427	0.4938325991189427	0.4938325991189427	0.4938325991189427	0.4951541850220265	0.5477973568281939	0.5477973568281939	0.5488986784140969	0.5488986784140969	0.548237885462555
FBtr0303653	0.2801762114537445	1.0	0.4594713656387666	0.4594713656387666	0.4370044052863435	0.3669603524229075	0.28656387665198235	0.4938325991189427	1.0	1.0	1.0	1.0	0.9986784140969164	0.4488986784140969	0.4488986784140969	0.4361233480176212	0.4361233480176212	0.4594713656387666
FBtr0303654	0.2801762114537445	1.0	0.4594713656387666	0.4594713656387666	0.4370044052863435	0.3669603524229075	0.28656387665198235	0.4938325991189427	1.0	1.0	1.0	1.0	0.9986784140969164	0.4488986784140969	0.4488986784140969	0.4361233480176212	0.4361233480176212	0.4594713656387666
FBtr0078392	0.2801762114537445	1.0	0.4594713656387666	0.4594713656387666	0.4370044052863435	0.3669603524229075	0.28656387665198235	0.4938325991189427	1.0	1.0	1.0	1.0	0.9986784140969164	0.4488986784140969	0.4488986784140969	0.4361233480176212	0.4361233480176212	0.4594713656387666
FBtr0078390	0.2801762114537445	1.0	0.4594713656387666	0.4594713656387666	0.4370044052863435	0.3669603524229075	0.28656387665198235	0.4938325991189427	1.0	1.0	1.0	1.0	0.9986784140969164	0.4488986784140969	0.4488986784140969	0.4361233480176212	0.4361233480176212	0.4594713656387666
FBtr0078391	0.27929515418502204	0.9986784140969164	0.4583700440528634	0.4583700440528634	0.4359030837004405	0.3658590308370045	0.2859030837004406	0.4951541850220265	0.9986784140969164	0.9986784140969164	0.9986784140969164	0.9986784140969164	1.0	0.4477973568281939	0.4477973568281939	0.4350220264317181	0.4350220264317181	0.4583700440528634
Y104H12A.1c.1	0.36013215859030834	0.4488986784140969	0.9854625550660792	0.9854625550660792	0.9669603524229076	0.9048458149779736	0.3656387665198237	0.5477973568281939	0.4488986784140969	0.4488986784140969	0.4488986784140969	0.4488986784140969	0.4477973568281939	1.0	1.0	0.9775330396475772	0.9775330396475772	0.9854625550660792
Y104H12A.1c.2	0.36013215859030834	0.4488986784140969	0.9854625550660792	0.9854625550660792	0.9669603524229076	0.9048458149779736	0.3656387665198237	0.5477973568281939	0.4488986784140969	0.4488986784140969	0.4488986784140969	0.4488986784140969	0.4477973568281939	1.0	1.0	0.9775330396475772	0.9775330396475772	0.9854625550660792
Y104H12A.1b.1	0.3596916299559472	0.4361233480176212	0.9629955947136564	0.9629955947136564	0.9444933920704844	0.9273127753303964	0.3667400881057269	0.5488986784140969	0.4361233480176212	0.4361233480176212	0.4361233480176212	0.4361233480176212	0.4350220264317181	0.9775330396475772	0.9775330396475772	1.0	1.0	0.9629955947136564
Y104H12A.1b.2	0.3596916299559472	0.4361233480176212	0.9629955947136564	0.9629955947136564	0.9444933920704844	0.9273127753303964	0.3667400881057269	0.5488986784140969	0.4361233480176212	0.4361233480176212	0.4361233480176212	0.4361233480176212	0.4350220264317181	0.9775330396475772	0.9775330396475772	1.0	1.0	0.9629955947136564
Y104H12A.1e.3	0.3594713656387665	0.4594713656387666	1.0	1.0	0.9735682819383259	0.8903083700440528	0.36607929515418497	0.548237885462555	0.4594713656387666	0.4594713656387666	0.4594713656387666	0.4594713656387666	0.4583700440528634	0.9854625550660792	0.9854625550660792	0.9629955947136564	0.9629955947136564	1.0
