,ENSCHAT00000026066,ENSCHAT00000026355,ENSCHAT00000025663,ENSCHAT00000026723,ENSCHAT00000025693,ENSAMXT00000030801,ENSDCDT00000066205,ENSDCDT00000066194,ENSCHAT00000026572,ENSDCDT00000066206,ENSDCDT00000066069,ENSAMXT00000047401
ENSCHAT00000026066,1.0,0.8969477183439105,0.9126624357812028,0.5448776065276518,0.9190087639770324,0.4989422786340284,0.7098821396192203,0.7274100936838924,0.5427621637957086,0.5539437896645513,0.7757630704140224,0.7394983378664249
ENSCHAT00000026355,0.8969477183439105,1.0,0.8549410698096102,0.5596857056512542,0.8612873980054397,0.5216077364762768,0.7292233303112723,0.7467512843759444,0.6270776669688728,0.5732849803566032,0.7951042611060744,0.7621637957086733
ENSCHAT00000025663,0.9126624357812028,0.8549410698096102,1.0,0.5077062556663645,0.9549712904200665,0.46267754608643097,0.6820791779993955,0.6996071320640677,0.5321849501359928,0.5176790571169537,0.7394983378664249,0.7050468419462073
ENSCHAT00000026723,0.5448776065276518,0.5596857056512542,0.5077062556663645,1.0,0.5104261106074343,0.7080689029918404,0.48987609549712907,0.5055908129344213,0.8207917799939559,0.7370806890299184,0.5152614082804473,0.5614989422786341
ENSCHAT00000025693,0.9190087639770324,0.8612873980054397,0.9549712904200665,0.5104261106074343,1.0,0.46811725596857057,0.6820791779993955,0.6996071320640677,0.514959202175884,0.5234209731036567,0.7452402538531279,0.710486551828347
ENSAMXT00000030801,0.4989422786340284,0.5216077364762768,0.46267754608643097,0.7080689029918404,0.46811725596857057,1.0,0.5599879117558174,0.576004835297673,0.7555152614082804,0.7379873073436083,0.5291628890903596,0.6681776971894833
ENSDCDT00000066205,0.7098821396192203,0.7292233303112723,0.6820791779993955,0.48987609549712907,0.6820791779993955,0.5599879117558174,1.0,0.9419764279238441,0.5781202780296162,0.6086430945905107,0.8495013599274706,0.7651858567543064
ENSDCDT00000066194,0.7274100936838924,0.7467512843759444,0.6996071320640677,0.5055908129344213,0.6996071320640677,0.576004835297673,0.9419764279238441,1.0,0.5938349954669084,0.6231489876095497,0.8658204895738894,0.7830160169235418
ENSCHAT00000026572,0.5427621637957086,0.6270776669688728,0.5321849501359928,0.8207917799939559,0.514959202175884,0.7555152614082804,0.5781202780296162,0.5938349954669084,1.0,0.7497733454215775,0.5279540646721064,0.543064369900272
ENSDCDT00000066206,0.5539437896645513,0.5732849803566032,0.5176790571169537,0.7370806890299184,0.5234209731036567,0.7379873073436083,0.6086430945905107,0.6231489876095497,0.7497733454215775,1.0,0.7573284980356603,0.5578724690238743
ENSDCDT00000066069,0.7757630704140224,0.7951042611060744,0.7394983378664249,0.5152614082804473,0.7452402538531279,0.5291628890903596,0.8495013599274706,0.8658204895738894,0.5279540646721064,0.7573284980356603,1.0,0.7676035055908129
ENSAMXT00000047401,0.7394983378664249,0.7621637957086733,0.7050468419462073,0.5614989422786341,0.710486551828347,0.6681776971894833,0.7651858567543064,0.7830160169235418,0.543064369900272,0.5578724690238743,0.7676035055908129,1.0
