,ENSSPUT00000012973,ENSAOWT00000023316,ENSABRT00000002588,ENSARWT00000031391,ENSAHAT00000010190,ENSSMRT00000008853,ENSNPET00000015706,ENSDNVT00000019719,ENSSMRT00000008839,ENSPVIT00000028074
ENSSPUT00000012973,1.0,0.8359340169415961,0.8395006687472135,0.8337048595630852,0.8359340169415961,0.7940258582255907,0.7721801159161836,0.8372715113687026,0.7940258582255907,0.8136424431564868
ENSAOWT00000023316,0.8359340169415961,1.0,0.9411502452073116,0.9915292019616585,0.9973250111457869,0.792242532322782,0.85510477039679,0.96121266161391,0.792242532322782,0.8087382969237629
ENSABRT00000002588,0.8395006687472135,0.9411502452073116,1.0,0.9389210878288007,0.9411502452073116,0.7958091841283995,0.8497547926883638,0.9335711101203745,0.7958091841283995,0.809184128399465
ENSARWT00000031391,0.8337048595630852,0.9915292019616585,0.9389210878288007,1.0,0.9915292019616585,0.7895675434685688,0.8519839500668748,0.9580918412839946,0.7895675434685688,0.8051716451181453
ENSAHAT00000010190,0.8359340169415961,0.9973250111457869,0.9411502452073116,0.9915292019616585,1.0,0.7917967008470798,0.85510477039679,0.9603209986625055,0.7917967008470798,0.806954971020954
ENSSMRT00000008853,0.7940258582255907,0.792242532322782,0.7958091841283995,0.7895675434685688,0.7917967008470798,1.0,0.7378510922871154,0.7989300044583147,1.0,0.8002674988854213
ENSNPET00000015706,0.7721801159161836,0.85510477039679,0.8497547926883638,0.8519839500668748,0.85510477039679,0.7378510922871154,1.0,0.8600089166295141,0.7378510922871154,0.7534551939366919
ENSDNVT00000019719,0.8372715113687026,0.96121266161391,0.9335711101203745,0.9580918412839946,0.9603209986625055,0.7989300044583147,0.8600089166295141,1.0,0.7989300044583147,0.8123049487293803
ENSSMRT00000008839,0.7940258582255907,0.792242532322782,0.7958091841283995,0.7895675434685688,0.7917967008470798,1.0,0.7378510922871154,0.7989300044583147,1.0,0.8002674988854213
ENSPVIT00000028074,0.8136424431564868,0.8087382969237629,0.809184128399465,0.8051716451181453,0.806954971020954,0.8002674988854213,0.7534551939366919,0.8123049487293803,0.8002674988854213,1.0
