,ENSDNVT00000004954,ENSAHAT00000006975,ENSOANT00000040039,ENSDNVT00000005019,ENSVURT00010022925,ENSMODT00000010903,ENSDNVT00000004963,ENSAOWT00000014137,ENSAOWT00000014130,ENSARWT00000030186,ENSPCIT00000015704,ENSDNVT00000004981,ENSVURT00010022915
ENSDNVT00000004954,1.0,0.6394030707418568,0.6520304204333477,0.5620605538814751,0.4996412684746736,0.503228583727938,0.8423016214664945,0.6398335485722485,0.5920505093987659,0.640694504233032,0.646147223417994,0.5511551155115512,0.518869278232171
ENSAHAT00000006975,0.6394030707418568,1.0,0.39618309657052664,0.7120103314679294,0.5970727507533362,0.45788491892667527,0.622327450136318,0.9932558473238629,0.9454728081503803,0.9895250394604678,0.48443105180083224,0.6942172478117377,0.6226144353565791
ENSOANT00000040039,0.6520304204333477,0.39618309657052664,1.0,0.5832974601808006,0.41584158415841577,0.6582006026689625,0.6705409671401923,0.3966135744009184,0.3488305352274358,0.3964700817907878,0.634237336777156,0.6013775290572535,0.3792509685751184
ENSDNVT00000005019,0.5620605538814751,0.7120103314679294,0.5832974601808006,1.0,0.46003730807863397,0.6681015927679724,0.542689051513847,0.713158272348974,0.6653752331754914,0.7130147797388434,0.35629215095422584,0.9801980198019802,0.4547280815038026
ENSVURT00010022925,0.4996412684746736,0.5970727507533362,0.41584158415841577,0.46003730807863397,1.0,0.5500071746305065,0.48299612569952655,0.5966422729229445,0.5488592337494619,0.5973597359735974,0.5088247955230306,0.4781173769550868,0.9634093844167025
ENSMODT00000010903,0.503228583727938,0.45788491892667527,0.6582006026689625,0.6681015927679724,0.5500071746305065,1.0,0.4911752044769695,0.4577414263165447,0.4099583871430621,0.4584588893671976,0.3716458602381978,0.6546132874156981,0.5827234897402783
ENSDNVT00000004963,0.8423016214664945,0.622327450136318,0.6705409671401923,0.542689051513847,0.48299612569952655,0.4911752044769695,1.0,0.6234753910173626,0.57569235184388,0.6240493614578849,0.670971444970584,0.5240350121968719,0.5085378103027695
ENSAOWT00000014137,0.6398335485722485,0.9932558473238629,0.3966135744009184,0.713158272348974,0.5966422729229445,0.4577414263165447,0.6234753910173626,1.0,0.9522169608265174,0.9898120246807289,0.48443105180083224,0.6953651886927823,0.6221839575261874
ENSAOWT00000014130,0.5920505093987659,0.9454728081503803,0.3488305352274358,0.6653752331754914,0.5488592337494619,0.4099583871430621,0.57569235184388,0.9522169608265174,1.0,0.9420289855072463,0.4372219830678721,0.6475821495192997,0.5744009183527048
ENSARWT00000030186,0.640694504233032,0.9895250394604678,0.3964700817907878,0.7130147797388434,0.5973597359735974,0.4584588893671976,0.6240493614578849,0.9898120246807289,0.9420289855072463,1.0,0.4847180370210934,0.6945042330319988,0.623331898407232
ENSPCIT00000015704,0.646147223417994,0.48443105180083224,0.634237336777156,0.35629215095422584,0.5088247955230306,0.3716458602381978,0.670971444970584,0.48443105180083224,0.4372219830678721,0.4847180370210934,1.0,0.3430908308222127,0.5438369923948917
ENSDNVT00000004981,0.5511551155115512,0.6942172478117377,0.6013775290572535,0.9801980198019802,0.4781173769550868,0.6546132874156981,0.5240350121968719,0.6953651886927823,0.6475821495192997,0.6945042330319988,0.3430908308222127,1.0,0.44152676137178937
ENSVURT00010022915,0.518869278232171,0.6226144353565791,0.3792509685751184,0.4547280815038026,0.9634093844167025,0.5827234897402783,0.5085378103027695,0.6221839575261874,0.5744009183527048,0.623331898407232,0.5438369923948917,0.44152676137178937,1.0
