	ENSEEET00000043830	ENSEEET00000043835	ENSAMXT00000043362	ENSEEET00000043825	ENSIPUT00000010742	ENSCHAT00000034227	ENSDCDT00000074569	ENSAMXT00000045047	ENSPNAT00000035131	ENSCHAT00000034337	ENSCHAT00000034524
ENSEEET00000043830	1.0	0.6836734693877551	0.7770408163265307	0.5166666666666667	0.4523809523809523	0.4200680272108843	0.4005102040816326	0.7979591836734694	0.4130952380952381	0.4920068027210884	0.5488095238095239
ENSEEET00000043835	0.6836734693877551	1.0	0.5178571428571429	0.6591836734693878	0.6137755102040816	0.5613945578231293	0.5416666666666666	0.5284013605442177	0.5989795918367347	0.6289115646258503	0.6498299319727892
ENSAMXT00000043362	0.7770408163265307	0.5178571428571429	1.0	0.34183673469387754	0.33843537414965985	0.317687074829932	0.2993197278911565	0.9503401360544218	0.2903061224489796	0.3896258503401361	0.5202380952380953
ENSEEET00000043825	0.5166666666666667	0.6591836734693878	0.34183673469387754	1.0	0.6610544217687074	0.5746598639455782	0.6437074829931972	0.3523809523809525	0.7404761904761905	0.6093537414965986	0.5505102040816326
ENSIPUT00000010742	0.4523809523809523	0.6137755102040816	0.33843537414965985	0.6610544217687074	1.0	0.6336734693877552	0.6687074829931973	0.3488095238095238	0.7634353741496599	0.6593537414965986	0.5867346938775511
ENSCHAT00000034227	0.4200680272108843	0.5613945578231293	0.317687074829932	0.5746598639455782	0.6336734693877552	1.0	0.6175170068027211	0.32840136054421776	0.6321428571428571	0.902891156462585	0.6930272108843537
ENSDCDT00000074569	0.4005102040816326	0.5416666666666666	0.2993197278911565	0.6437074829931972	0.6687074829931973	0.6175170068027211	1.0	0.31122448979591844	0.7190476190476189	0.6425170068027211	0.5627551020408164
ENSAMXT00000045047	0.7979591836734694	0.5284013605442177	0.9503401360544218	0.3523809523809525	0.3488095238095238	0.32840136054421776	0.31122448979591844	1.0	0.29829931972789114	0.40034013605442176	0.5309523809523811
ENSPNAT00000035131	0.4130952380952381	0.5989795918367347	0.2903061224489796	0.7404761904761905	0.7634353741496599	0.6321428571428571	0.7190476190476189	0.29829931972789114	1.0	0.6534013605442177	0.5537414965986395
ENSCHAT00000034337	0.4920068027210884	0.6289115646258503	0.3896258503401361	0.6093537414965986	0.6593537414965986	0.902891156462585	0.6425170068027211	0.40034013605442176	0.6534013605442177	1.0	0.7734693877551021
ENSCHAT00000034524	0.5488095238095239	0.6498299319727892	0.5202380952380953	0.5505102040816326	0.5867346938775511	0.6930272108843537	0.5627551020408164	0.5309523809523811	0.5537414965986395	0.7734693877551021	1.0
