	ENSCHAT00000000730	ENSPNAT00000037774	ENSDCDT00000049582	ENSCHAT00000052764	ENSCHAT00000052666	ENSCHAT00000052851	ENSCHAT00000052698	ENSCHAT00000000660	ENSDCDT00000049573	ENSAMXT00000005336	ENSCHAT00000052735	ENSPNAT00000038884	ENSPNAT00000038882	ENSAMXT00000044936	ENSCHAT00000052636	ENSCHAT00000052835
ENSCHAT00000000730	1.0	0.6153559448378679	0.6336190831159151	0.8743943346999627	0.9168840849795006	0.7212076034289974	0.7983600447260529	0.9176295191949312	0.6358553857622065	0.601565411852404	0.873276183376817	0.4968319045844205	0.4968319045844205	0.601565411852404	0.8878121505777116	0.7957510249720462
ENSPNAT00000037774	0.6153559448378679	1.0	0.5676481550503168	0.5870294446515095	0.6049198658218412	0.4800596347372345	0.5575847931420053	0.6216921356690273	0.5829295564666418	0.7704062616474097	0.5642937010808796	0.7499068207230712	0.7499068207230712	0.7704062616474097	0.5751024972046217	0.5661572866194559
ENSDCDT00000049582	0.6336190831159151	0.5676481550503168	1.0	0.5967200894521059	0.6090197540067089	0.5035408125232949	0.5676481550503168	0.6269101751770406	0.9608647036898994	0.5594483786805814	0.5799478196049198	0.4841595229221021	0.4841595229221021	0.5594483786805814	0.5698844576966082	0.5661572866194559
ENSCHAT00000052764	0.8743943346999627	0.5870294446515095	0.5967200894521059	1.0	0.9068207230711891	0.6910175177040626	0.7644427879239657	0.8717853149459559	0.6060380171449871	0.5724934774506151	0.8240775251584048	0.4942228848304138	0.4942228848304138	0.5724934774506151	0.8494222884830414	0.7510249720462169
ENSCHAT00000052666	0.9168840849795006	0.6049198658218412	0.6090197540067089	0.9068207230711891	1.0	0.6846813268729035	0.8017144986954902	0.9090570257174804	0.6235557212076034	0.5970928065598211	0.8527767424524786	0.4819232202758106	0.4819232202758106	0.5970928065598211	0.8792396571002609	0.7767424524785688
ENSCHAT00000052851	0.7212076034289974	0.4800596347372345	0.5035408125232949	0.6910175177040626	0.6846813268729035	1.0	0.6075288855758479	0.7059262020126724	0.5061498322773015	0.4688781215057771	0.729780096906448	0.5970928065598211	0.5970928065598211	0.4688781215057771	0.6578456951174059	0.838240775251584
ENSCHAT00000052698	0.7983600447260529	0.5575847931420053	0.5676481550503168	0.7644427879239657	0.8017144986954902	0.6075288855758479	1.0	0.8009690644800597	0.5758479314200522	0.5337308982482296	0.8128960119269475	0.4703689899366381	0.4703689899366381	0.5337308982482296	0.8304137159895639	0.7096533730898248
ENSCHAT00000000660	0.9176295191949312	0.6216921356690273	0.6269101751770406	0.8717853149459559	0.9090570257174804	0.7059262020126724	0.8009690644800597	1.0	0.6366008199776371	0.6086470368989937	0.8796123742079761	0.4972046216921358	0.4972046216921358	0.6086470368989937	0.8591129332836377	0.7923965710026091
ENSDCDT00000049573	0.6358553857622065	0.5829295564666418	0.9608647036898994	0.6060380171449871	0.6235557212076034	0.5061498322773015	0.5758479314200522	0.6366008199776371	1.0	0.5743570629891912	0.5821841222512113	0.4986954901229966	0.4986954901229966	0.5743570629891912	0.5859112933283638	0.5818114051434959
ENSAMXT00000005336	0.601565411852404	0.7704062616474097	0.5594483786805814	0.5724934774506151	0.5970928065598211	0.4688781215057771	0.5337308982482296	0.6086470368989937	0.5743570629891912	1.0	0.5549757733879985	0.6097651882221394	0.6097651882221394	1.0	0.5628028326500186	0.5534849049571375
ENSCHAT00000052735	0.873276183376817	0.5642937010808796	0.5799478196049198	0.8240775251584048	0.8527767424524786	0.729780096906448	0.8128960119269475	0.8796123742079761	0.5821841222512113	0.5549757733879985	1.0	0.4483786805814387	0.4483786805814387	0.5549757733879985	0.8714125978382408	0.7622064852776742
ENSPNAT00000038884	0.4968319045844205	0.7499068207230712	0.4841595229221021	0.4942228848304138	0.4819232202758106	0.5970928065598211	0.4703689899366381	0.4972046216921358	0.4986954901229966	0.6097651882221394	0.4483786805814387	1.0	1.0	0.6097651882221394	0.4539694371971674	0.5836749906820723
ENSPNAT00000038882	0.4968319045844205	0.7499068207230712	0.4841595229221021	0.4942228848304138	0.4819232202758106	0.5970928065598211	0.4703689899366381	0.4972046216921358	0.4986954901229966	0.6097651882221394	0.4483786805814387	1.0	1.0	0.6097651882221394	0.4539694371971674	0.5836749906820723
ENSAMXT00000044936	0.601565411852404	0.7704062616474097	0.5594483786805814	0.5724934774506151	0.5970928065598211	0.4688781215057771	0.5337308982482296	0.6086470368989937	0.5743570629891912	1.0	0.5549757733879985	0.6097651882221394	0.6097651882221394	1.0	0.5628028326500186	0.5534849049571375
ENSCHAT00000052636	0.8878121505777116	0.5751024972046217	0.5698844576966082	0.8494222884830414	0.8792396571002609	0.6578456951174059	0.8304137159895639	0.8591129332836377	0.5859112933283638	0.5628028326500186	0.8714125978382408	0.4539694371971674	0.4539694371971674	0.5628028326500186	1.0	0.7510249720462169
ENSCHAT00000052835	0.7957510249720462	0.5661572866194559	0.5661572866194559	0.7510249720462169	0.7767424524785688	0.838240775251584	0.7096533730898248	0.7923965710026091	0.5818114051434959	0.5534849049571375	0.7622064852776742	0.5836749906820723	0.5836749906820723	0.5534849049571375	0.7510249720462169	1.0
