,ENSCCNT00000029096,ENSMUST00000072836,ENSMOCT00000020801,ENSMSIT00000027211,MGP_SPRETEiJ_T0082933,MGP_SPRETEiJ_T0082932,MGP_SPRETEiJ_T0082931,ENSMSIT00000027198,ENSMUGT00000005631,MGP_PahariEiJ_T0016460,MGP_PahariEiJ_T0016461,MGP_PahariEiJ_T0016462,ENSDORT00000025774,ENSRNOT00000028549,ENSMUST00000210060,ENSDORT00000010598,MGP_CAROLIEiJ_T0079594,MGP_CAROLIEiJ_T0079595,MGP_CAROLIEiJ_T0079596,ENSMUST00000107737
ENSCCNT00000029096,1.0,0.7913741223671013,0.7893681043129388,0.7908726178535607,0.7908726178535607,0.7908726178535607,0.7908726178535607,0.7908726178535607,0.7938816449348044,0.7843530591775326,0.7843530591775326,0.7843530591775326,0.7577733199598796,0.7873620862587764,0.7913741223671013,0.3806419257773319,0.7923771313941825,0.7923771313941825,0.7923771313941825,0.7913741223671013
ENSMUST00000072836,0.7913741223671013,1.0,0.8981945837512537,0.9954864593781344,0.9924774322968907,0.9924774322968907,0.9924774322968907,0.9954864593781344,0.9077231695085256,0.9578736208625878,0.9578736208625878,0.9578736208625878,0.7191574724172518,0.9433299899699097,1.0,0.37562688064192584,0.977432296890672,0.977432296890672,0.977432296890672,1.0
ENSMOCT00000020801,0.7893681043129388,0.8981945837512537,1.0,0.8976930792377131,0.8981945837512537,0.8981945837512537,0.8981945837512537,0.8976930792377131,0.8961885656970913,0.8931795386158475,0.8931795386158475,0.8931795386158475,0.7156469408224674,0.8921765295887663,0.8981945837512537,0.37412236710130387,0.8976930792377131,0.8976930792377131,0.8976930792377131,0.8981945837512537
ENSMSIT00000027211,0.7908726178535607,0.9954864593781344,0.8976930792377131,1.0,0.9909729187562688,0.9909729187562688,0.9909729187562688,1.0,0.9072216649949849,0.9568706118355065,0.9568706118355065,0.9568706118355065,0.7186559679037111,0.9428284854563691,0.9954864593781344,0.37512537612838515,0.977432296890672,0.977432296890672,0.977432296890672,0.9954864593781344
MGP_SPRETEiJ_T0082933,0.7908726178535607,0.9924774322968907,0.8981945837512537,0.9909729187562688,1.0,1.0,1.0,0.9909729187562688,0.9052156469408225,0.9563691073219659,0.9563691073219659,0.9563691073219659,0.7216649949849548,0.940320962888666,0.9924774322968907,0.3776328986960882,0.9769307923771314,0.9769307923771314,0.9769307923771314,0.9924774322968907
MGP_SPRETEiJ_T0082932,0.7908726178535607,0.9924774322968907,0.8981945837512537,0.9909729187562688,1.0,1.0,1.0,0.9909729187562688,0.9052156469408225,0.9563691073219659,0.9563691073219659,0.9563691073219659,0.7216649949849548,0.940320962888666,0.9924774322968907,0.3776328986960882,0.9769307923771314,0.9769307923771314,0.9769307923771314,0.9924774322968907
MGP_SPRETEiJ_T0082931,0.7908726178535607,0.9924774322968907,0.8981945837512537,0.9909729187562688,1.0,1.0,1.0,0.9909729187562688,0.9052156469408225,0.9563691073219659,0.9563691073219659,0.9563691073219659,0.7216649949849548,0.940320962888666,0.9924774322968907,0.3776328986960882,0.9769307923771314,0.9769307923771314,0.9769307923771314,0.9924774322968907
ENSMSIT00000027198,0.7908726178535607,0.9954864593781344,0.8976930792377131,1.0,0.9909729187562688,0.9909729187562688,0.9909729187562688,1.0,0.9072216649949849,0.9568706118355065,0.9568706118355065,0.9568706118355065,0.7186559679037111,0.9428284854563691,0.9954864593781344,0.37512537612838515,0.977432296890672,0.977432296890672,0.977432296890672,0.9954864593781344
ENSMUGT00000005631,0.7938816449348044,0.9077231695085256,0.8961885656970913,0.9072216649949849,0.9052156469408225,0.9052156469408225,0.9052156469408225,0.9072216649949849,1.0,0.9017051153460381,0.9017051153460381,0.9017051153460381,0.7236710130391174,0.9052156469408225,0.9077231695085256,0.37562688064192584,0.90320962888666,0.90320962888666,0.90320962888666,0.9077231695085256
MGP_PahariEiJ_T0016460,0.7843530591775326,0.9578736208625878,0.8931795386158475,0.9568706118355065,0.9563691073219659,0.9563691073219659,0.9563691073219659,0.9568706118355065,0.9017051153460381,1.0,1.0,1.0,0.7146439317953862,0.9368104312938816,0.9578736208625878,0.3721163490471414,0.9598796389167502,0.9598796389167502,0.9598796389167502,0.9578736208625878
MGP_PahariEiJ_T0016461,0.7843530591775326,0.9578736208625878,0.8931795386158475,0.9568706118355065,0.9563691073219659,0.9563691073219659,0.9563691073219659,0.9568706118355065,0.9017051153460381,1.0,1.0,1.0,0.7146439317953862,0.9368104312938816,0.9578736208625878,0.3721163490471414,0.9598796389167502,0.9598796389167502,0.9598796389167502,0.9578736208625878
MGP_PahariEiJ_T0016462,0.7843530591775326,0.9578736208625878,0.8931795386158475,0.9568706118355065,0.9563691073219659,0.9563691073219659,0.9563691073219659,0.9568706118355065,0.9017051153460381,1.0,1.0,1.0,0.7146439317953862,0.9368104312938816,0.9578736208625878,0.3721163490471414,0.9598796389167502,0.9598796389167502,0.9598796389167502,0.9578736208625878
ENSDORT00000025774,0.7577733199598796,0.7191574724172518,0.7156469408224674,0.7186559679037111,0.7216649949849548,0.7216649949849548,0.7216649949849548,0.7186559679037111,0.7236710130391174,0.7146439317953862,0.7146439317953862,0.7146439317953862,1.0,0.7161484453360081,0.7191574724172518,0.4438314944834503,0.7196589769307924,0.7196589769307924,0.7196589769307924,0.7191574724172518
