,ENSCGOT00000041530,ENSHHUT00000042362,ENSLBET00000012790,ENSDCDT00000017503,ENSHHUT00000024308,ENSMAMT00000031789,ENSHHUT00000024305,ENSLBET00000012723,ENSCSET00000007850,ENSELUT00000042642,ENSLBET00000012737,ENSLBET00000012761,ENSSDUT00000012158,ENSEEET00000050881,ENSATET00000011724,ENSELUT00000034488,ENSBSLT00000002544,ENSMALT00000031329,ENSCSET00000007843,ENSBSLT00000002548,ENSCSET00000007847,ENSLBET00000012818,ENSPNAT00000003820,ENSLCRT00005066357
ENSCGOT00000041530,1.0,0.8152542372881356,0.8135593220338984,0.6977401129943502,0.8144067796610169,0.9194915254237288,0.7915254237288135,0.5711864406779661,0.8508474576271187,0.8050847457627118,0.5824858757062147,0.5725988700564971,0.9423728813559322,0.38050847457627124,0.9163841807909604,0.8161016949152542,0.919774011299435,0.8875706214689265,0.8711864406779661,0.8779661016949153,0.8887005649717514,0.8288135593220339,0.35480225988700564,0.9516949152542373
ENSHHUT00000042362,0.8152542372881356,1.0,0.7415254237288136,0.6974576271186441,0.9638418079096045,0.8166666666666667,0.9409604519774011,0.5457627118644067,0.768361581920904,0.8997175141242938,0.5542372881355933,0.536723163841808,0.822316384180791,0.41158192090395485,0.8096045197740113,0.9107344632768362,0.8189265536723164,0.7692090395480226,0.7887005649717514,0.7909604519774012,0.792090395480226,0.738135593220339,0.38276836158192085,0.8141242937853107
ENSLBET00000012790,0.8135593220338984,0.7415254237288136,1.0,0.6446327683615819,0.7234463276836158,0.8031073446327683,0.7005649717514124,0.6768361581920904,0.7488700564971752,0.7107344632768362,0.6887005649717514,0.6466101694915254,0.8036723163841808,0.4740112994350283,0.8011299435028248,0.7217514124293786,0.7935028248587571,0.7655367231638418,0.7692090395480226,0.7655367231638418,0.7725988700564972,0.7796610169491526,0.4361581920903954,0.8166666666666667
ENSDCDT00000017503,0.6977401129943502,0.6974576271186441,0.6446327683615819,1.0,0.6951977401129944,0.6850282485875706,0.672316384180791,0.47796610169491527,0.65,0.6855932203389831,0.4867231638418079,0.457909604519774,0.6918079096045198,0.3923728813559322,0.6833333333333333,0.6957627118644067,0.6974576271186441,0.6584745762711864,0.6703389830508475,0.6570621468926554,0.6861581920903955,0.63954802259887,0.36440677966101687,0.6971751412429379
ENSHHUT00000024308,0.8144067796610169,0.9638418079096045,0.7234463276836158,0.6951977401129944,1.0,0.8019774011299435,0.9584745762711865,0.5268361581920904,0.7519774011299435,0.9172316384180791,0.5350282485875706,0.5186440677966102,0.8189265536723164,0.39124293785310726,0.7915254237288135,0.9070621468926554,0.8155367231638418,0.7706214689265537,0.772316384180791,0.7740112994350282,0.78954802259887,0.7237288135593221,0.36525423728813555,0.8132768361581921
ENSMAMT00000031789,0.9194915254237288,0.8166666666666667,0.8031073446327683,0.6850282485875706,0.8019774011299435,1.0,0.7790960451977401,0.5584745762711865,0.8525423728813559,0.7929378531073447,0.5697740112994351,0.5652542372881356,0.9149717514124294,0.37627118644067803,0.9169491525423729,0.803954802259887,0.9124293785310734,0.885593220338983,0.8728813559322034,0.8785310734463276,0.8824858757062147,0.8220338983050848,0.351412429378531,0.9265536723163842
ENSHHUT00000024305,0.7915254237288135,0.9409604519774011,0.7005649717514124,0.672316384180791,0.9584745762711865,0.7790960451977401,1.0,0.503954802259887,0.7290960451977401,0.8765536723163841,0.5121468926553673,0.4957627118644068,0.796045197740113,0.36836158192090396,0.7686440677966102,0.884180790960452,0.7926553672316384,0.8022598870056498,0.7494350282485875,0.8053672316384181,0.7666666666666667,0.7008474576271186,0.34237288135593213,0.7903954802259887
ENSLBET00000012723,0.5711864406779661,0.5457627118644067,0.6768361581920904,0.47796610169491527,0.5268361581920904,0.5584745762711865,0.503954802259887,1.0,0.5231638418079096,0.5240112994350282,0.943502824858757,0.8838983050847458,0.5641242937853107,0.6635593220338983,0.557909604519774,0.5350282485875706,0.5550847457627118,0.5211864406779662,0.5435028248587571,0.5271186440677966,0.5468926553672316,0.503954802259887,0.5864406779661017,0.5700564971751413
ENSCSET00000007850,0.8508474576271187,0.768361581920904,0.7488700564971752,0.65,0.7519774011299435,0.8525423728813559,0.7290960451977401,0.5231638418079096,1.0,0.742090395480226,0.5338983050847458,0.5240112994350282,0.8491525423728814,0.35367231638418084,0.8581920903954803,0.7531073446327684,0.8477401129943503,0.8155367231638418,0.9587570621468926,0.8197740112994351,0.9621468926553672,0.7706214689265537,0.3282485875706215,0.8559322033898306
ENSELUT00000042642,0.8050847457627118,0.8997175141242938,0.7107344632768362,0.6855932203389831,0.9172316384180791,0.7929378531073447,0.8765536723163841,0.5240112994350282,0.742090395480226,1.0,0.5330508474576271,0.5161016949152543,0.8169491525423729,0.384180790960452,0.7816384180790961,0.9889830508474576,0.8050847457627118,0.7627118644067796,0.7624293785310734,0.7638418079096045,0.7793785310734463,0.7172316384180791,0.35988700564971754,0.8062146892655367
