	ENSPCIT00000003828	ENSPCIT00000059281	ENSMODT00000062761	ENSMODT00000074297	ENSPCIT00000059505	ENSMEUT00000011835	ENSPCIT00000066196	ENSSHAT00000000893	ENSVURT00010030033	ENSPCIT00000054159	ENSVURT00010030054	ENSMODT00000075490	ENSVURT00010030070	ENSVURT00010030094	ENSPCIT00000003773	ENSMODT00000088724	ENSPCIT00000053294	ENSPCIT00000053529	ENSMODT00000015588
ENSPCIT00000003828	1.0	0.9234214061800268	0.8654276757725033	0.9021495745633676	0.8978952082400359	0.5725481415136587	0.9281236005373936	0.9046126287505598	0.9205105239587998	0.9657411553963278	0.9131213613972234	0.8947604120017913	0.9021495745633676	0.8828929690998657	0.9126735333631886	0.93640841916704	0.9583519928347516	0.9408866995073892	0.8855799373040752
ENSPCIT00000059281	0.9234214061800268	1.0	0.8573667711598746	0.8940886699507389	0.9744738020600091	0.56448723690103	0.9200626959247648	0.8965517241379308	0.912001791312136	0.9576802507836991	0.9046126287505598	0.8866995073891626	0.893640841916704	0.8743842364532021	0.9046126287505598	0.8598298253470668	0.9502910882221228	0.9328257948947604	0.8775190326914465
ENSMODT00000062761	0.8654276757725033	0.8573667711598746	1.0	0.962382445141066	0.8318405732198836	0.5886699507389163	0.9373040752351096	0.929243170622481	0.9339453649798476	0.8996865203761756	0.9265562024182714	0.9549932825794896	0.9160322436184504	0.971562919838782	0.8481862964621585	0.9281236005373936	0.8922973578145992	0.9017017465293328	0.9442454097626513
ENSMODT00000074297	0.9021495745633676	0.8940886699507389	0.962382445141066	1.0	0.8685624720107479	0.5772503358710255	0.8996865203761756	0.9657411553963278	0.970667263770712	0.93640841916704	0.9632781012091356	0.9926108374384236	0.9527541424093148	0.9339453649798476	0.8849081952530229	0.9657411553963278	0.9290192566054636	0.9122257053291536	0.9818629646215852
ENSPCIT00000059505	0.8978952082400359	0.9744738020600091	0.8318405732198836	0.8685624720107479	1.0	0.5394088669950738	0.8945364979847739	0.8714733542319749	0.8864755933721451	0.932154052843708	0.8790864308105687	0.8611733094491715	0.8681146439767129	0.8488580385132111	0.8790864308105687	0.8343036274070756	0.9247648902821316	0.9072995969547694	0.8519928347514555
ENSMEUT00000011835	0.5725481415136587	0.56448723690103	0.5886699507389163	0.5772503358710255	0.5394088669950738	1.0	0.6180026869682043	0.5794894760412002	0.5866547245857591	0.6068069861173311	0.5792655620241827	0.5698611733094492	0.5687416032243618	0.5978504254366324	0.5844155844155844	0.5429914912673534	0.5994178235557546	0.5824003582624272	0.5953873712494402
ENSPCIT00000066196	0.9281236005373936	0.9200626959247648	0.9373040752351096	0.8996865203761756	0.8945364979847739	0.6180026869682043	1.0	0.9014778325123152	0.916703985669503	0.962382445141066	0.9093148231079266	0.8922973578145992	0.8983430362740707	0.9543215405284372	0.9093148231079266	0.8654276757725033	0.9549932825794896	0.963949843260188	0.8831168831168831
ENSSHAT00000000893	0.9046126287505598	0.8965517241379308	0.929243170622481	0.9657411553963278	0.8714733542319749	0.5794894760412002	0.9014778325123152	1.0	0.9751455441110614	0.938871473354232	0.9677563815494851	0.9583519928347516	0.9570085087326466	0.9377519032691446	0.8860277653381101	0.9314823107926556	0.9314823107926556	0.9146887595163458	0.9487236901030004
ENSVURT00010030033	0.9205105239587998	0.912001791312136	0.9339453649798476	0.970667263770712	0.8864755933721451	0.5866547245857591	0.916703985669503	0.9751455441110614	1.0	0.9543215405284372	0.9926108374384236	0.9632781012091356	0.9811912225705328	0.962382445141066	0.9014778325123152	0.9368562472010749	0.9469323779668608	0.9299149126735332	0.9536497984773848
ENSPCIT00000054159	0.9657411553963278	0.9576802507836991	0.8996865203761756	0.93640841916704	0.932154052843708	0.6068069861173311	0.962382445141066	0.938871473354232	0.9543215405284372	1.0	0.9469323779668608	0.9290192566054636	0.9359605911330048	0.916703985669503	0.9469323779668608	0.9021495745633676	0.9926108374384236	0.9751455441110614	0.9198387819077474
