,FBtr0075162,FBtr0075161,FBtr0347063,C45E5.1.1,FBtr0071773,FBtr0073007,ENSCSAVT00000009658,C45E5.1.2,FBtr0346075,FBtr0073008
FBtr0075162,1.0,0.5330598455598455,1.0,0.6322393822393823,0.8291505791505791,0.8233590733590733,0.5593629343629344,0.6322393822393823,0.826496138996139,0.826496138996139
FBtr0075161,0.5330598455598455,1.0,0.5330598455598455,0.6341698841698842,0.5381274131274131,0.5294401544401545,0.7092181467181468,0.6341698841698842,0.5388513513513513,0.5388513513513513
FBtr0347063,1.0,0.5330598455598455,1.0,0.6322393822393823,0.8291505791505791,0.8233590733590733,0.5593629343629344,0.6322393822393823,0.826496138996139,0.826496138996139
C45E5.1.1,0.6322393822393823,0.6341698841698842,0.6322393822393823,1.0,0.6609555984555985,0.6587837837837838,0.7391409266409267,1.0,0.6643339768339769,0.6643339768339769
FBtr0071773,0.8291505791505791,0.5381274131274131,0.8291505791505791,0.6609555984555985,1.0,0.8689671814671814,0.5919401544401545,0.6609555984555985,0.895511583011583,0.895511583011583
FBtr0073007,0.8233590733590733,0.5294401544401545,0.8233590733590733,0.6587837837837838,0.8689671814671814,1.0,0.5844594594594594,0.6587837837837838,0.8704150579150579,0.8704150579150579
ENSCSAVT00000009658,0.5593629343629344,0.7092181467181468,0.5593629343629344,0.7391409266409267,0.5919401544401545,0.5844594594594594,1.0,0.7391409266409267,0.5926640926640927,0.5926640926640927
C45E5.1.2,0.6322393822393823,0.6341698841698842,0.6322393822393823,1.0,0.6609555984555985,0.6587837837837838,0.7391409266409267,1.0,0.6643339768339769,0.6643339768339769
FBtr0346075,0.826496138996139,0.5388513513513513,0.826496138996139,0.6643339768339769,0.895511583011583,0.8704150579150579,0.5926640926640927,0.6643339768339769,1.0,1.0
FBtr0073008,0.826496138996139,0.5388513513513513,0.826496138996139,0.6643339768339769,0.895511583011583,0.8704150579150579,0.5926640926640927,0.6643339768339769,1.0,1.0
