	ENSAMXT00000010873	ENSPLAT00000022559	ENSEEET00000024161	ENSCHAT00000035868	ENSHHUT00000020049	ENSCHAT00000035784	ENSCVAT00000020604	ENSXCOT00000011951	ENSPFOT00000000113	ENSXMAT00000042306	ENSHHUT00000058392	ENSDCDT00000039811	ENSCHAT00000035892	ENSPNAT00000022921	ENSPRET00000027115	ENSEEET00000024158	ENSEEET00000024157	ENSELUT00000034877	ENSIPUT00000014631	ENSDART00000158046	ENSDART00000180030	ENSCVAT00000030617	ENSDCDT00000039808
ENSAMXT00000010873	1.0	0.3651832460732984	0.6426701570680629	0.6710296684118674	0.7137870855148342	0.6614310645724258	0.6540139616055847	0.4803664921465969	0.4842931937172774	0.6649214659685864	0.7534904013961605	0.6505235602094239	0.6793193717277487	0.7722513089005235	0.6623036649214661	0.6976439790575916	0.7225130890052356	0.7020069808027923	0.7351657940663177	0.7102966841186736	0.7102966841186736	0.6631762652705061	0.6958987783595113
ENSPLAT00000022559	0.3651832460732984	1.0	0.5152705061082025	0.4637870855148343	0.4703315881326353	0.5226876090750436	0.481239092495637	0.25130890052356025	0.7430191972076788	0.5196335078534031	0.3856893542757417	0.5405759162303665	0.4712041884816753	0.4659685863874346	0.518760907504363	0.4511343804537522	0.4616055846422338	0.4685863874345551	0.462914485165794	0.4637870855148343	0.4637870855148343	0.4917102966841187	0.4738219895287958
ENSEEET00000024161	0.6426701570680629	0.5152705061082025	1.0	0.6998254799301921	0.7260034904013961	0.7757417102966842	0.6636125654450262	0.3795811518324608	0.6300174520069808	0.6784467713787086	0.6404886561954625	0.6801919720767888	0.7068062827225131	0.7547993019197208	0.6771378708551483	0.8438045375218151	0.8939790575916229	0.7146596858638743	0.7517452006980803	0.7290575916230366	0.7290575916230366	0.6727748691099477	0.7203315881326352
ENSCHAT00000035868	0.6710296684118674	0.4637870855148343	0.6998254799301921	1.0	0.8071553228621291	0.8878708551483421	0.7290575916230366	0.44415357766143104	0.5554101221640488	0.7478184991273996	0.7172774869109948	0.7556719022687609	0.9633507853403142	0.7818499127399651	0.7469458987783595	0.7321116928446771	0.7805410122164049	0.7844677137870855	0.7770506108202443	0.7818499127399651	0.7818499127399651	0.7382198952879581	0.7988656195462478
ENSHHUT00000020049	0.7137870855148342	0.4703315881326353	0.7260034904013961	0.8071553228621291	1.0	0.7975567190226877	0.7766143106457243	0.4838568935427574	0.5981675392670157	0.7940663176265269	0.8739092495636999	0.7883944153577661	0.8136998254799301	0.8224258289703316	0.7940663176265269	0.7626527050610821	0.8062827225130892	0.9057591623036648	0.8145724258289704	0.8342059336823735	0.8342059336823735	0.7857766143106457	0.8337696335078534
ENSCHAT00000035784	0.6614310645724258	0.5226876090750436	0.7757417102966842	0.8878708551483421	0.7975567190226877	1.0	0.7238219895287958	0.43760907504363	0.6457242582897034	0.7417102966841187	0.7081151832460733	0.7473821989528796	0.8931064572425829	0.7713787085514834	0.7408376963350786	0.7111692844677138	0.7552356020942408	0.7731239092495636	0.7648342059336823	0.7735602094240838	0.7735602094240838	0.7329842931937173	0.7931937172774869
ENSCVAT00000020604	0.6540139616055847	0.481239092495637	0.6636125654450262	0.7290575916230366	0.7766143106457243	0.7238219895287958	1.0	0.543630017452007	0.6452879581151832	0.8883071553228621	0.6950261780104712	0.724694589877836	0.7377835951134379	0.7421465968586387	0.8826352530541012	0.6902268760907504	0.7294938917975567	0.7552356020942408	0.7408376963350786	0.7465095986038395	0.7465095986038395	0.9895287958115184	0.7639616055846422
ENSXCOT00000011951	0.4803664921465969	0.25130890052356025	0.3795811518324608	0.44415357766143104	0.4838568935427574	0.43760907504363	0.543630017452007	1.0	0.3821989528795812	0.618237347294939	0.5095986038394416	0.4389179755671901	0.4598603839441535	0.462914485165794	0.6073298429319371	0.455933682373473	0.449389179755672	0.4720767888307156	0.456369982547993	0.4659685863874346	0.4659685863874346	0.5541012216404887	0.4773123909249564
ENSPFOT00000000113	0.4842931937172774	0.7430191972076788	0.6300174520069808	0.5554101221640488	0.5981675392670157	0.6457242582897034	0.6452879581151832	0.3821989528795812	1.0	0.7072425828970331	0.5148342059336823	0.6623036649214661	0.56282722513089	0.5824607329842932	0.7059336823734731	0.5370855148342061	0.5763525305410122	0.587260034904014	0.5759162303664922	0.5890052356020943	0.5890052356020943	0.6557591623036649	0.5972949389179756
ENSXMAT00000042306	0.6649214659685864	0.5196335078534031	0.6784467713787086	0.7478184991273996	0.7940663176265269	0.7417102966841187	0.8883071553228621	0.618237347294939	0.7072425828970331	1.0	0.7081151832460733	0.7486910994764397	0.7552356020942408	0.7630890052356021	0.9847294938917976	0.7081151832460733	0.7478184991273996	0.7761780104712042	0.7534904013961605	0.7661431064572426	0.7661431064572426	0.8987783595113438	0.787085514834206
