,ENSCHAT00000031166,ENSCHAT00000031794,ENSDCDT00000071556,ENSCHAT00000031195,ENSDCDT00000071577,ENSCHAT00000031666,ENSDCDT00000071563,ENSDCDT00000071572,ENSDCDT00000071566,ENSCHAT00000031251,ENSCHAT00000031488,ENSDCDT00000071579
ENSCHAT00000031166,1.0,0.6991799741044454,0.7757876564523091,0.9889943892965041,0.6927060854553302,0.7287440656020716,0.7809667673716012,0.755502805351748,0.7721191195511438,0.9760466119982736,0.8021148036253777,0.5576176089771256
ENSCHAT00000031794,0.6991799741044454,1.0,0.5688390159689254,0.7101855848079413,0.6713422529132499,0.8495899870522227,0.5740181268882175,0.5927924039706517,0.5850237375917134,0.7231333621061717,0.7524816573154942,0.5867501078981442
ENSDCDT00000071556,0.7757876564523091,0.5688390159689254,1.0,0.7669400086318515,0.8718170047475183,0.5895554596460941,0.9948208890807078,0.9760466119982736,0.9838152783772119,0.755502805351748,0.6357358653431161,0.6879585671126457
ENSCHAT00000031195,0.9889943892965041,0.7101855848079413,0.7669400086318515,1.0,0.7037116961588261,0.7397496763055675,0.7721191195511438,0.7466551575312904,0.7831247302546396,0.9650410012947778,0.8131204143288735,0.5686232196806215
ENSDCDT00000071577,0.6927060854553302,0.6713422529132499,0.8718170047475183,0.7037116961588261,1.0,0.6948640483383686,0.8769961156668106,0.8957703927492447,0.8880017263703064,0.7166594734570565,0.7410444540353905,0.7902460077686664
ENSCHAT00000031666,0.7287440656020716,0.8495899870522227,0.5895554596460941,0.7397496763055675,0.6948640483383686,1.0,0.5947345705653863,0.6135088476478204,0.6057401812688822,0.752697453603798,0.778593008200259,0.7028485110056107
ENSDCDT00000071563,0.7809667673716012,0.5740181268882175,0.9948208890807078,0.7721191195511438,0.8769961156668106,0.5947345705653863,1.0,0.9708675010789815,0.9889943892965041,0.7606819162710401,0.6409149762624082,0.6931376780319378
ENSDCDT00000071572,0.755502805351748,0.5927924039706517,0.9760466119982736,0.7466551575312904,0.8957703927492447,0.6135088476478204,0.9708675010789815,1.0,0.9598618903754855,0.7794561933534743,0.6596892533448425,0.711911955114372
ENSDCDT00000071566,0.7721191195511438,0.5850237375917134,0.9838152783772119,0.7831247302546396,0.8880017263703064,0.6057401812688822,0.9889943892965041,0.9598618903754855,1.0,0.7518342684505827,0.6519205869659042,0.7041432887354337
ENSCHAT00000031251,0.9760466119982736,0.7231333621061717,0.755502805351748,0.9650410012947778,0.7166594734570565,0.752697453603798,0.7606819162710401,0.7794561933534743,0.7518342684505827,1.0,0.826068191627104,0.581570996978852
ENSCHAT00000031488,0.8021148036253777,0.7524816573154942,0.6357358653431161,0.8131204143288735,0.7410444540353905,0.778593008200259,0.6409149762624082,0.6596892533448425,0.6519205869659042,0.826068191627104,1.0,0.682132067328442
ENSDCDT00000071579,0.5576176089771256,0.5867501078981442,0.6879585671126457,0.5686232196806215,0.7902460077686664,0.7028485110056107,0.6931376780319378,0.711911955114372,0.7041432887354337,0.581570996978852,0.682132067328442,1.0
