	ENSDCDT00000071951	ENSDCDT00000071946	ENSCHAT00000003605	ENSCHAT00000004111	ENSDCDT00000071968	ENSDCDT00000071976	ENSDCDT00000071974	ENSCHAT00000003692	ENSCHAT00000003659	ENSCHAT00000003954	ENSCHAT00000004058
ENSDCDT00000071951	1.0	0.9163034001743678	0.6909328683522232	0.6163905841325196	0.8156059285091544	0.8661726242371404	0.8544027898866609	0.6974716652136007	0.7807323452484742	0.6290322580645161	0.6922406277244987
ENSDCDT00000071946	0.9163034001743678	1.0	0.6909328683522232	0.6072362685265911	0.8260680034873583	0.7946817785527462	0.9206625980819528	0.6974716652136007	0.6970357454228422	0.6290322580645161	0.6922406277244987
ENSCHAT00000003605	0.6909328683522232	0.6909328683522232	1.0	0.8369659982563208	0.8312990409764603	0.7532693984306887	0.7210113339145597	0.9908456843940716	0.8744551002615518	0.9019180470793374	0.9856146469049696
ENSCHAT00000004111	0.6163905841325196	0.6072362685265911	0.8369659982563208	1.0	0.7367044463818657	0.6673931996512642	0.6329555361813426	0.8435047951176984	0.7367044463818657	0.7946817785527462	0.8435047951176984
ENSDCDT00000071968	0.8156059285091544	0.8260680034873583	0.8312990409764603	0.7367044463818657	1.0	0.8953792502179599	0.8513513513513513	0.8378378378378378	0.7306015693112468	0.7650392327811683	0.8326068003487358
ENSDCDT00000071976	0.8661726242371404	0.7946817785527462	0.7532693984306887	0.6673931996512642	0.8953792502179599	1.0	0.7685265911072363	0.7624237140366172	0.7410636442894507	0.6870095902353966	0.7545771578029643
ENSDCDT00000071974	0.8544027898866609	0.9206625980819528	0.7210113339145597	0.6329555361813426	0.8513513513513513	0.7685265911072363	1.0	0.7275501307759372	0.7314734088927637	0.6591107236268526	0.7223190932868352
ENSCHAT00000003692	0.6974716652136007	0.6974716652136007	0.9908456843940716	0.8435047951176984	0.8378378378378378	0.7624237140366172	0.7275501307759372	1.0	0.8653007846556233	0.9084568439407148	0.9921534437663471
ENSCHAT00000003659	0.7807323452484742	0.6970357454228422	0.8744551002615518	0.7367044463818657	0.7306015693112468	0.7410636442894507	0.7314734088927637	0.8653007846556233	1.0	0.7763731473408892	0.8600697471665214
ENSCHAT00000003954	0.6290322580645161	0.6290322580645161	0.9019180470793374	0.7946817785527462	0.7650392327811683	0.6870095902353966	0.6591107236268526	0.9084568439407148	0.7763731473408892	1.0	0.9032258064516128
ENSCHAT00000004058	0.6922406277244987	0.6922406277244987	0.9856146469049696	0.8435047951176984	0.8326068003487358	0.7545771578029643	0.7223190932868352	0.9921534437663471	0.8600697471665214	0.9032258064516128	1.0
