	ENSCHAT00000030674	ENSCHAT00000029967	ENSEEET00000004057	ENSEEET00000004055	ENSEEET00000004053	ENSLACT00000021187	ENSPNAT00000036489	ENSCMIT00000034472	ENSCHAT00000029510	ENSAMXT00000042225	ENSCHAT00000009245	ENSCHAT00000009085	ENSCHAT00000030185	ENSIPUT00000007431	ENSAMXT00000042200	ENSCMIT00000034476	ENSCHAT00000030493	ENSCHAT00000029135	ENSDCDT00000056188	ENSEEET00000004081	ENSCHAT00000030607	ENSCHAT00000009200
ENSCHAT00000030674	1.0	0.913829920864213	0.5496796884813465	0.5413892727044342	0.5413892727044342	0.5511870368044216	0.5542017334505716	0.5333500816480342	0.6726541891722145	0.5263157894736842	0.559979902022359	0.5596030649415903	0.9582966963949252	0.5543273458108278	0.5263157894736842	0.552945609848009	0.9547795503077504	0.8761462127873383	0.5603567391031278	0.5598542896621027	0.9669639492526064	0.5509358120839091
ENSCHAT00000029967	0.913829920864213	1.0	0.6001758573043587	0.5918854415274463	0.5946489134530838	0.6041954528325587	0.6078382112799899	0.5866097223966839	0.7588242683080015	0.5804547167441276	0.6152493405351086	0.6121090315287024	0.924883808566763	0.6069589247581962	0.5804547167441276	0.6036930033915338	0.915337269187288	0.9623162919231252	0.6142444416530587	0.6131139304107525	0.9202361512372818	0.6062052505966588
ENSEEET00000004057	0.5496796884813465	0.6001758573043587	1.0	0.9879412134154	0.9907046853410376	0.7712598919733702	0.9109408365783191	0.6518025373696772	0.5759326717749027	0.8618264037181259	0.8521542519783947	0.855294560984801	0.5791985931415651	0.903278482602688	0.8618264037181259	0.6691370430850395	0.5511870368044216	0.6001758573043587	0.8571787463886447	0.9842984549679688	0.5560859188544153	0.8540384373822384
ENSEEET00000004055	0.5413892727044342	0.5918854415274463	0.9879412134154	1.0	0.9786458987564376	0.7599547795503078	0.8992588870744881	0.640623037306871	0.5676422559979902	0.8501444542142946	0.8405979148348197	0.8471297575681447	0.5709081773646527	0.8919733701796256	0.8501444542142946	0.6588368295440271	0.5428966210275091	0.5918854415274463	0.8458736339655822	0.972239668383369	0.5477955030775028	0.8424821002386634
ENSEEET00000004053	0.5413892727044342	0.5946489134530838	0.9907046853410376	0.9786458987564376	1.0	0.7673659088054264	0.9076749152116568	0.648159778922246	0.5704057279236276	0.8581836452706947	0.8482602688104509	0.847757819369426	0.5709081773646527	0.8992588870744881	0.8581836452706947	0.6600929531465897	0.5428966210275091	0.5946489134530838	0.8522798643386509	0.9815349830423312	0.5477955030775028	0.8501444542142946
ENSLACT00000021187	0.5511870368044216	0.6041954528325587	0.7712598919733702	0.7599547795503078	0.7673659088054264	1.0	0.7864589875643764	0.7020474814721769	0.5814596156261777	0.7627182514759452	0.7865845999246326	0.7756563245823389	0.5802034920236151	0.7884687853284763	0.7627182514759452	0.7178746388644642	0.5526943851274966	0.6041954528325587	0.7859565381233513	0.7813088807938701	0.5575932671774902	0.7791734706695139
ENSPNAT00000036489	0.5542017334505716	0.6078382112799899	0.9109408365783191	0.8992588870744881	0.9076749152116568	0.7864589875643764	1.0	0.6634844868735084	0.5839718628313026	0.8948624544655194	0.8634593644014571	0.8633337520412009	0.5833438010300214	0.922874010802663	0.8948624544655194	0.6760457228991332	0.5557090817736465	0.6078382112799899	0.8726290667001633	0.918854415274463	0.5606079638236402	0.8657203868860696
ENSCMIT00000034472	0.5333500816480342	0.5866097223966839	0.6518025373696772	0.640623037306871	0.648159778922246	0.7020474814721769	0.6634844868735084	1.0	0.5632458233890215	0.6367290541389272	0.6695138801658083	0.6658711217183771	0.5622409245069715	0.6637357115940209	0.6367290541389272	0.9645773144077378	0.5348574299711092	0.5866097223966839	0.6698907172465771	0.6663735711594021	0.5397563120211029	0.6604697902273584
ENSCHAT00000029510	0.6726541891722145	0.7588242683080015	0.5759326717749027	0.5676422559979902	0.5704057279236276	0.5814596156261777	0.5839718628313026	0.5632458233890215	1.0	0.5567139806556965	0.5922622786082149	0.5891219696018088	0.6837080768747644	0.5839718628313026	0.5567139806556965	0.5803291043838714	0.6741615374952895	0.7965079763848762	0.5913829920864213	0.5888707448812963	0.6790604195452833	0.5832181886697652
ENSAMXT00000042225	0.5263157894736842	0.5804547167441276	0.8618264037181259	0.8501444542142946	0.8581836452706947	0.7627182514759452	0.8948624544655194	0.6367290541389272	0.5567139806556965	1.0	0.8375832181886698	0.8382112799899509	0.5553322446928778	0.8797889712347695	1.0	0.6487878407235272	0.5278231377967592	0.5804547167441276	0.8428589373194322	0.8718753925386258	0.5327220198467529	0.8411003642758448
ENSCHAT00000009245	0.559979902022359	0.6152493405351086	0.8521542519783947	0.8405979148348197	0.8482602688104509	0.7865845999246326	0.8634593644014571	0.6695138801658083	0.5922622786082149	0.8375832181886698	1.0	0.9762592639115688	0.5891219696018088	0.8570531340283883	0.8375832181886698	0.6820751161914332	0.5614872503454339	0.6152493405351086	0.8584348699912071	0.8627056902399196	0.5663861323954277	0.99095591006155
ENSCHAT00000009085	0.5596030649415903	0.6121090315287024	0.855294560984801	0.8471297575681447	0.847757819369426	0.7756563245823389	0.8633337520412009	0.6658711217183771	0.5891219696018088	0.8382112799899509	0.9762592639115688	1.0	0.5887451325210401	0.8566762969476196	0.8382112799899509	0.6816982791106645	0.5611104132646653	0.6121090315287024	0.8596909935937697	0.8622032407988947	0.5660092953146589	0.9853033538500188
ENSCHAT00000030185	0.9582966963949252	0.924883808566763	0.5791985931415651	0.5709081773646527	0.5709081773646527	0.5802034920236151	0.5833438010300214	0.5622409245069715	0.6837080768747644	0.5553322446928778	0.5891219696018088	0.5887451325210401	1.0	0.5832181886697652	0.5553322446928778	0.5818364527069464	0.9598040447180004	0.8872001004898882	0.5892475819620651	0.5893731943223213	0.964702926767994	0.5800778796633589
ENSIPUT00000007431	0.5543273458108278	0.6069589247581962	0.903278482602688	0.8919733701796256	0.8992588870744881	0.7884687853284763	0.922874010802663	0.6637357115940209	0.5839718628313026	0.8797889712347695	0.8570531340283883	0.8566762969476196	0.5832181886697652	1.0	0.8797889712347695	0.6760457228991332	0.5558346941339027	0.6069589247581962	0.8650923250847884	0.9096847129757568	0.5607335761838965	0.8585604823514634
ENSAMXT00000042200	0.5263157894736842	0.5804547167441276	0.8618264037181259	0.8501444542142946	0.8581836452706947	0.7627182514759452	0.8948624544655194	0.6367290541389272	0.5567139806556965	1.0	0.8375832181886698	0.8382112799899509	0.5553322446928778	0.8797889712347695	1.0	0.6487878407235272	0.5278231377967592	0.5804547167441276	0.8428589373194322	0.8718753925386258	0.5327220198467529	0.8411003642758448
ENSCMIT00000034476	0.552945609848009	0.6036930033915338	0.6691370430850395	0.6588368295440271	0.6600929531465897	0.7178746388644642	0.6760457228991332	0.9645773144077378	0.5803291043838714	0.6487878407235272	0.6820751161914332	0.6816982791106645	0.5818364527069464	0.6760457228991332	0.6487878407235272	1.0	0.5544529581710841	0.6036930033915338	0.682451953272202	0.6785579701042582	0.5593518402210778	0.6730310262529833
ENSCHAT00000030493	0.9547795503077504	0.915337269187288	0.5511870368044216	0.5428966210275091	0.5428966210275091	0.5526943851274966	0.5557090817736465	0.5348574299711092	0.6741615374952895	0.5278231377967592	0.5614872503454339	0.5611104132646653	0.9598040447180004	0.5558346941339027	0.5278231377967592	0.5544529581710841	1.0	0.8776535611104133	0.5618640874262028	0.5613616379851777	0.9611857806808192	0.552443160406984
