,ENSPCIT00000040362,ENSCCNT00000027853,ENSCCNT00000027855,ENSPCIT00000006444,ENSPCIT00000064100,ENSPCIT00000006449,ENSVURT00010019517,FBtr0339964,K08F11.3.1,K08F11.3.2,FBtr0087579,ENSSTOT00000041056,ENSMODT00000012326,ENSSHAT00000020968,ENSVURT00010019529,ENSVURT00010019505,ENSPCIT00000006438,ENSSTOT00000010505,ENSMODT00000068626
ENSPCIT00000040362,1.0,0.9237958303378864,0.9644654411009551,0.9235904282633255,0.969395090890418,0.9395090890417993,0.9286227790900689,0.9005853959124988,0.8492348772722604,0.8492348772722604,0.9005853959124988,0.9240012324124474,0.9271849645681421,0.9271849645681421,0.9692923898531375,0.9350929444387388,0.9287254801273492,0.9646708431755161,0.9678545753312109
ENSCCNT00000027853,0.9237958303378864,1.0,0.9593303892369313,0.9820273184759166,0.9512170072917736,0.973913936530759,0.986854267228099,0.8660778473862586,0.8166786484543493,0.8166786484543493,0.8660778473862586,0.9931190305022081,0.9873677724145014,0.98705966930266,0.9514224093663346,0.969600492964979,0.986648865153538,0.9560439560439561,0.9515251104036151
ENSCCNT00000027855,0.9644654411009551,0.9593303892369313,1.0,0.9465954606141522,0.9918866180548424,0.9384820786689946,0.9514224093663346,0.8854883434322687,0.8409160932525418,0.8409160932525418,0.8854883434322687,0.9560439560439561,0.9515251104036151,0.9512170072917736,0.9920920201294033,0.9341686351032146,0.9512170072917736,0.9967135668070247,0.9921947211666838
ENSPCIT00000006444,0.9235904282633255,0.9820273184759166,0.9465954606141522,1.0,0.954092636335627,0.9806922049912704,0.9929136284276471,0.8635103214542467,0.8207866899455685,0.8207866899455685,0.8635103214542467,0.9829516278114409,0.9896271952346719,0.9898325973092328,0.9529629249255418,0.9749409469035637,0.9947622470986957,0.9469035637259936,0.9510116052172127
ENSPCIT00000064100,0.969395090890418,0.9512170072917736,0.9918866180548424,0.954092636335627,1.0,0.945260347129506,0.9580979767895655,0.8864126527677929,0.8413268974016638,0.8413268974016638,0.8864126527677929,0.9515251104036151,0.956249358118517,0.956249358118517,0.9987675875526343,0.9401252952654822,0.9593303892369313,0.9921947211666838,0.9969189688815857
ENSPCIT00000006449,0.9395090890417993,0.973913936530759,0.9384820786689946,0.9806922049912704,0.945260347129506,1.0,0.9843894423333676,0.8778884666735134,0.8159597411933861,0.8159597411933861,0.8778884666735134,0.9746328437917223,0.9814111122522338,0.9815138132895143,0.9444387388312622,0.9908596076820376,0.9859299578925748,0.9385847797062751,0.9427955222347746
ENSVURT00010019517,0.9286227790900689,0.986854267228099,0.9514224093663346,0.9929136284276471,0.9580979767895655,0.9843894423333676,1.0,0.8675156619081853,0.8173975557153127,0.8173975557153127,0.8675156619081853,0.9876758755263428,0.9942487419122933,0.9948649481359761,0.9593303892369313,0.9816165143267948,0.9980486802916709,0.9516278114408956,0.9556331518948341
FBtr0339964,0.9005853959124988,0.8660778473862586,0.8854883434322687,0.8635103214542467,0.8864126527677929,0.8778884666735134,0.8675156619081853,1.0,0.822635308616617,0.822635308616617,1.0,0.8663859504981001,0.8672075587963438,0.8675156619081853,0.8867207558796344,0.8739858272568553,0.8671048577590633,0.88579644654411,0.8865153538050734
K08F11.3.1,0.8492348772722604,0.8166786484543493,0.8409160932525418,0.8207866899455685,0.8413268974016638,0.8159597411933861,0.8173975557153127,0.822635308616617,1.0,1.0,0.822635308616617,0.8166786484543493,0.8172948546780322,0.8171921536407518,0.8414295984389443,0.8115435965903256,0.8173975557153127,0.8410187942898223,0.8415322994762247
K08F11.3.2,0.8492348772722604,0.8166786484543493,0.8409160932525418,0.8207866899455685,0.8413268974016638,0.8159597411933861,0.8173975557153127,0.822635308616617,1.0,1.0,0.822635308616617,0.8166786484543493,0.8172948546780322,0.8171921536407518,0.8414295984389443,0.8115435965903256,0.8173975557153127,0.8410187942898223,0.8415322994762247
FBtr0087579,0.9005853959124988,0.8660778473862586,0.8854883434322687,0.8635103214542467,0.8864126527677929,0.8778884666735134,0.8675156619081853,1.0,0.822635308616617,0.822635308616617,1.0,0.8663859504981001,0.8672075587963438,0.8675156619081853,0.8867207558796344,0.8739858272568553,0.8671048577590633,0.88579644654411,0.8865153538050734
ENSSTOT00000041056,0.9240012324124474,0.9931190305022081,0.9560439560439561,0.9829516278114409,0.9515251104036151,0.9746328437917223,0.9876758755263428,0.8663859504981001,0.8166786484543493,0.8166786484543493,0.8663859504981001,1.0,0.9875731744890623,0.9881893807127452,0.9516278114408956,0.9702166991886618,0.9875731744890623,0.9593303892369313,0.9517305124781761
ENSMODT00000012326,0.9271849645681421,0.9873677724145014,0.9515251104036151,0.9896271952346719,0.956249358118517,0.9814111122522338,0.9942487419122933,0.8672075587963438,0.8172948546780322,0.8172948546780322,0.8672075587963438,0.9875731744890623,1.0,0.9940433398377324,0.9556331518948341,0.9764814624627709,0.9948649481359761,0.9517305124781761,0.9593303892369313
ENSSHAT00000020968,0.9271849645681421,0.98705966930266,0.9512170072917736,0.9898325973092328,0.956249358118517,0.9815138132895143,0.9948649481359761,0.8675156619081853,0.8171921536407518,0.8171921536407518,0.8675156619081853,0.9881893807127452,0.9940433398377324,1.0,0.9560439560439561,0.9768922666118928,0.9949676491732566,0.9517305124781761,0.9556331518948341
ENSVURT00010019529,0.9692923898531375,0.9514224093663346,0.9920920201294033,0.9529629249255418,0.9987675875526343,0.9444387388312622,0.9593303892369313,0.8867207558796344,0.8414295984389443,0.8414295984389443,0.8867207558796344,0.9516278114408956,0.9556331518948341,0.9560439560439561,1.0,0.940946903563726,0.9580979767895655,0.9922974222039642,0.9963027626579029
ENSVURT00010019505,0.9350929444387388,0.969600492964979,0.9341686351032146,0.9749409469035637,0.9401252952654822,0.9908596076820376,0.9816165143267948,0.8739858272568553,0.8115435965903256,0.8115435965903256,0.8739858272568553,0.9702166991886618,0.9764814624627709,0.9768922666118928,0.940946903563726,1.0,0.9800759987675876,0.9341686351032146,0.9378658724453117
ENSPCIT00000006438,0.9287254801273492,0.986648865153538,0.9512170072917736,0.9947622470986957,0.9593303892369313,0.9859299578925748,0.9980486802916709,0.8671048577590633,0.8173975557153127,0.8173975557153127,0.8671048577590633,0.9875731744890623,0.9948649481359761,0.9949676491732566,0.9580979767895655,0.9800759987675876,1.0,0.9515251104036151,0.956249358118517
ENSSTOT00000010505,0.9646708431755161,0.9560439560439561,0.9967135668070247,0.9469035637259936,0.9921947211666838,0.9385847797062751,0.9516278114408956,0.88579644654411,0.8410187942898223,0.8410187942898223,0.88579644654411,0.9593303892369313,0.9517305124781761,0.9517305124781761,0.9922974222039642,0.9341686351032146,0.9515251104036151,1.0,0.9924001232412447
ENSMODT00000068626,0.9678545753312109,0.9515251104036151,0.9921947211666838,0.9510116052172127,0.9969189688815857,0.9427955222347746,0.9556331518948341,0.8865153538050734,0.8415322994762247,0.8415322994762247,0.8865153538050734,0.9517305124781761,0.9593303892369313,0.9556331518948341,0.9963027626579029,0.9378658724453117,0.956249358118517,0.9924001232412447,1.0
