,ENSDNVT00000003995,ENSARWT00000007795,ENSAOWT00000004074,ENSAHAT00000021116,ENSAHAT00000021102,ENSAHAT00000021128,ENSARWT00000007799,ENSARWT00000007798,ENSDNVT00000004011,ENSARWT00000007796,ENSARWT00000007797,ENSDNVT00000004059,ENSAHAT00000021134,ENSDNVT00000004033,ENSARWT00000007800,ENSAOWT00000004082
ENSDNVT00000003995,1.0,0.9654214263661623,0.9660389008953381,0.939796233405372,0.9663476381599259,0.9206545230009262,0.919110836677987,0.9067613460944736,0.9712874343933313,0.9391787588761964,0.9197283112071627,0.9610991046619327,0.8765050941648657,0.9536894103118246,0.8755788823711022,0.9194195739425749
ENSARWT00000007795,0.9654214263661623,1.0,0.9975301018832973,0.9697437480703921,0.9972213646187095,0.9509107749305341,0.9490583513430071,0.9351651744365544,0.9413399197283112,0.9722136461870948,0.9536894103118246,0.930534115467737,0.90583513430071,0.9197283112071627,0.907996295152825,0.9468971904908923
ENSAOWT00000004074,0.9660389008953381,0.9975301018832973,1.0,0.9719049089225069,0.9996912627354122,0.9533806730472368,0.9468971904908923,0.9326952763198518,0.9419573942574869,0.9700524853349799,0.9512195121951219,0.9308428527323248,0.9076875578882371,0.9203457857363384,0.906143871565298,0.9490583513430071
ENSAHAT00000021116,0.939796233405372,0.9697437480703921,0.9719049089225069,1.0,0.9722136461870948,0.9259030564989195,0.919110836677987,0.9049089225069465,0.9157147267675209,0.9975301018832973,0.9234331583822167,0.9046001852423587,0.8802099413399197,0.8941031182463723,0.8783575177523927,0.920963260265514
ENSAHAT00000021102,0.9663476381599259,0.9972213646187095,0.9996912627354122,0.9722136461870948,1.0,0.9536894103118246,0.9465884532263044,0.9323865390552639,0.9422661315220747,0.9697437480703921,0.9509107749305341,0.9311515899969126,0.907996295152825,0.9206545230009262,0.90583513430071,0.9487496140784193
ENSAHAT00000021128,0.9206545230009262,0.9509107749305341,0.9533806730472368,0.9259030564989195,0.9536894103118246,1.0,0.900277863538129,0.8860759493670886,0.8965730163630751,0.9234331583822167,0.9972213646187095,0.885458474837913,0.8616857054646496,0.9669651126891016,0.8595245446125347,0.9024390243902439
ENSARWT00000007799,0.919110836677987,0.9490583513430071,0.9468971904908923,0.919110836677987,0.9465884532263044,0.900277863538129,1.0,0.9175671503550479,0.8950293300401359,0.9212719975301019,0.9027477616548317,0.9487496140784193,0.855202222908305,0.8734177215189873,0.8570546464958321,0.9978388391478852
ENSARWT00000007798,0.9067613460944736,0.9351651744365544,0.9326952763198518,0.9049089225069465,0.9323865390552639,0.8860759493670886,0.9175671503550479,1.0,0.8826798394566224,0.9073788206236493,0.8888545847483791,0.8718740351960481,0.8410003087372646,0.8610682309354739,0.8431614695893794,0.915405989502933
ENSDNVT00000004011,0.9712874343933313,0.9413399197283112,0.9419573942574869,0.9157147267675209,0.9422661315220747,0.8965730163630751,0.8950293300401359,0.8826798394566224,1.0,0.9150972522383451,0.8956468045693116,0.9323865390552639,0.8524235875270145,0.924976844705156,0.851497375733251,0.8953380673047237
ENSARWT00000007796,0.9391787588761964,0.9722136461870948,0.9700524853349799,0.9975301018832973,0.9697437480703921,0.9234331583822167,0.9212719975301019,0.9073788206236493,0.9150972522383451,1.0,0.9259030564989195,0.904291447977771,0.8783575177523927,0.8934856437171966,0.8802099413399197,0.9194195739425749
ENSARWT00000007797,0.9197283112071627,0.9536894103118246,0.9512195121951219,0.9234331583822167,0.9509107749305341,0.9972213646187095,0.9027477616548317,0.8888545847483791,0.8956468045693116,0.9259030564989195,1.0,0.8848410003087372,0.8595245446125347,0.9660389008953381,0.8616857054646496,0.9005866008027169
ENSDNVT00000004059,0.9610991046619327,0.930534115467737,0.9308428527323248,0.9046001852423587,0.9311515899969126,0.885458474837913,0.9487496140784193,0.8718740351960481,0.9323865390552639,0.904291447977771,0.8848410003087372,1.0,0.8413090460018524,0.9147885149737573,0.8406915714726767,0.9490583513430071
ENSAHAT00000021134,0.8765050941648657,0.90583513430071,0.9076875578882371,0.8802099413399197,0.907996295152825,0.8616857054646496,0.855202222908305,0.8410003087372646,0.8524235875270145,0.8783575177523927,0.8595245446125347,0.8413090460018524,1.0,0.830811979005866,0.9978388391478852,0.8567459092312442
ENSDNVT00000004033,0.9536894103118246,0.9197283112071627,0.9203457857363384,0.8941031182463723,0.9206545230009262,0.9669651126891016,0.8734177215189873,0.8610682309354739,0.924976844705156,0.8934856437171966,0.9660389008953381,0.9147885149737573,0.830811979005866,1.0,0.8298857672121025,0.8737264587835751
ENSARWT00000007800,0.8755788823711022,0.907996295152825,0.906143871565298,0.8783575177523927,0.90583513430071,0.8595245446125347,0.8570546464958321,0.8431614695893794,0.851497375733251,0.8802099413399197,0.8616857054646496,0.8406915714726767,0.9978388391478852,0.8298857672121025,1.0,0.8555109601728929
ENSAOWT00000004082,0.9194195739425749,0.9468971904908923,0.9490583513430071,0.920963260265514,0.9487496140784193,0.9024390243902439,0.9978388391478852,0.915405989502933,0.8953380673047237,0.9194195739425749,0.9005866008027169,0.9490583513430071,0.8567459092312442,0.8737264587835751,0.8555109601728929,1.0
