	ENSMLET00000035113	ENSMNET00000060308	ENSCSAT00000005190	ENSPTRT00000014500	ENST00000537222	ENSTGET00000030899	ENSPANT00000039265	ENST00000424898	ENSGGOT00000068636	ENSMNET00000060312	ENSPANT00000006216	ENSGGOT00000015445	ENSMLET00000035109	ENSCATT00000056367	ENSTGET00000030900	ENSMFAT00000012041	ENSNLET00000049590	ENSCATT00000056366	ENSMMUT00000025699	ENSMFAT00000012049	ENSPPAT00000039315	ENSPTRT00000094277	ENSNLET00000015527
ENSMLET00000035113	1.0	0.9962264150943396	0.979874213836478	0.9685534591194968	0.7484276729559748	0.9937106918238994	0.769811320754717	0.969811320754717	0.9685534591194968	0.769811320754717	0.9962264150943396	0.7459119496855345	0.7735849056603774	0.7685534591194969	0.7672955974842768	0.7685534591194969	0.7471698113207547	0.9949685534591196	0.7685534591194969	0.9949685534591196	0.9672955974842768	0.7484276729559748	0.9710691823899372
ENSMNET00000060308	0.9962264150943396	1.0	0.981132075471698	0.969811320754717	0.7496855345911949	0.9949685534591196	0.7710691823899372	0.9710691823899372	0.969811320754717	0.7735849056603774	0.9974842767295596	0.7471698113207547	0.769811320754717	0.769811320754717	0.7685534591194969	0.7723270440251573	0.7484276729559748	0.9962264150943396	0.7723270440251573	0.99874213836478	0.9685534591194968	0.7496855345911949	0.9723270440251572
ENSCSAT00000005190	0.979874213836478	0.981132075471698	1.0	0.9660377358490566	0.7484276729559748	0.981132075471698	0.759748427672956	0.9672955974842768	0.9685534591194968	0.7572327044025158	0.9836477987421384	0.7484276729559748	0.7559748427672957	0.7559748427672957	0.7572327044025158	0.7559748427672957	0.7509433962264151	0.979874213836478	0.7559748427672957	0.979874213836478	0.9672955974842768	0.7484276729559748	0.9723270440251572
ENSPTRT00000014500	0.9685534591194968	0.969811320754717	0.9660377358490566	1.0	0.7735849056603774	0.969811320754717	0.7496855345911949	0.99874213836478	0.9924528301886792	0.7496855345911949	0.969811320754717	0.7685534591194969	0.7484276729559748	0.7484276729559748	0.7496855345911949	0.7509433962264151	0.759748427672956	0.9685534591194968	0.7509433962264151	0.9710691823899372	0.9962264150943396	0.7735849056603774	0.979874213836478
ENST00000537222	0.7484276729559748	0.7496855345911949	0.7484276729559748	0.7735849056603774	1.0	0.7496855345911949	0.9761006289308176	0.7735849056603774	0.7685534591194969	0.9761006289308176	0.7496855345911949	0.9949685534591196	0.9748427672955976	0.9748427672955976	0.9761006289308176	0.9773584905660376	0.9861635220125786	0.7484276729559748	0.9773584905660376	0.7509433962264151	0.7710691823899372	1.0	0.759748427672956
ENSTGET00000030899	0.9937106918238994	0.9949685534591196	0.981132075471698	0.969811320754717	0.7496855345911949	1.0	0.7710691823899372	0.9710691823899372	0.9723270440251572	0.7685534591194969	0.9974842767295596	0.7496855345911949	0.7672955974842768	0.7672955974842768	0.7735849056603774	0.7672955974842768	0.7484276729559748	0.9937106918238994	0.7672955974842768	0.9937106918238994	0.9685534591194968	0.7496855345911949	0.9723270440251572
ENSPANT00000039265	0.769811320754717	0.7710691823899372	0.759748427672956	0.7496855345911949	0.9761006289308176	0.7710691823899372	1.0	0.7496855345911949	0.7496855345911949	0.9974842767295596	0.7735849056603774	0.9761006289308176	0.9962264150943396	0.9962264150943396	0.9974842767295596	0.9962264150943396	0.9773584905660376	0.769811320754717	0.9962264150943396	0.769811320754717	0.7471698113207547	0.9761006289308176	0.7509433962264151
ENST00000424898	0.969811320754717	0.9710691823899372	0.9672955974842768	0.99874213836478	0.7735849056603774	0.9710691823899372	0.7496855345911949	1.0	0.9937106918238994	0.7496855345911949	0.9710691823899372	0.7685534591194969	0.7484276729559748	0.7484276729559748	0.7496855345911949	0.7509433962264151	0.759748427672956	0.969811320754717	0.7509433962264151	0.9723270440251572	0.9974842767295596	0.7735849056603774	0.981132075471698
ENSGGOT00000068636	0.9685534591194968	0.969811320754717	0.9685534591194968	0.9924528301886792	0.7685534591194969	0.9723270440251572	0.7496855345911949	0.9937106918238994	1.0	0.7471698113207547	0.9723270440251572	0.7735849056603774	0.7459119496855345	0.7459119496855345	0.7496855345911949	0.7459119496855345	0.759748427672956	0.9685534591194968	0.7459119496855345	0.9685534591194968	0.9911949685534592	0.7685534591194969	0.9823899371069182
ENSMNET00000060312	0.769811320754717	0.7735849056603774	0.7572327044025158	0.7496855345911949	0.9761006289308176	0.7685534591194969	0.9974842767295596	0.7496855345911949	0.7471698113207547	1.0	0.7710691823899372	0.9735849056603774	0.9962264150943396	0.9962264150943396	0.9949685534591196	0.99874213836478	0.9748427672955976	0.769811320754717	0.99874213836478	0.7723270440251573	0.7471698113207547	0.9761006289308176	0.7484276729559748
