	ENSBTAT00000025635	ENSPCIT00000057880	ENSBTAT00000084747	ENSSHAT00000022293	ENSPCIT00000063068	ENSSHAT00000022294	ENSMODT00000043279	ENSVURT00010018367	ENSPCAT00000004159	ENSCHIT00000034186	ENSETET00000012387
ENSBTAT00000025635	1.0	0.6873088685015291	0.8325688073394495	0.6819571865443425	0.6200305810397554	0.40825688073394495	0.6804281345565749	0.6865443425076453	0.5298165137614679	0.8188073394495413	0.6964831804281345
ENSPCIT00000057880	0.6873088685015291	1.0	0.8279816513761468	0.9449541284403671	0.709480122324159	0.4197247706422018	0.9235474006116208	0.9839449541284404	0.6055045871559633	0.8318042813455657	0.617737003058104
ENSBTAT00000084747	0.8325688073394495	0.8279816513761468	1.0	0.8226299694189603	0.599388379204893	0.3876146788990826	0.8157492354740061	0.8287461773700305	0.6819571865443425	0.9831804281345564	0.6758409785932722
ENSSHAT00000022293	0.6819571865443425	0.9449541284403671	0.8226299694189603	1.0	0.668960244648318	0.4357798165137614	0.9090214067278288	0.9418960244648318	0.5986238532110092	0.8264525993883792	0.6062691131498471
ENSPCIT00000063068	0.6200305810397554	0.709480122324159	0.599388379204893	0.668960244648318	1.0	0.6353211009174312	0.6605504587155964	0.6972477064220184	0.3753822629969419	0.6001529051987767	0.6873088685015291
ENSSHAT00000022294	0.40825688073394495	0.4197247706422018	0.3876146788990826	0.4357798165137614	0.6353211009174312	1.0	0.4120795107033639	0.4197247706422018	0.3646788990825688	0.3868501529051988	0.5389908256880734
ENSMODT00000043279	0.6804281345565749	0.9235474006116208	0.8157492354740061	0.9090214067278288	0.6605504587155964	0.4120795107033639	1.0	0.9250764525993884	0.5963302752293578	0.8188073394495413	0.6116207951070336
ENSVURT00010018367	0.6865443425076453	0.9839449541284404	0.8287461773700305	0.9418960244648318	0.6972477064220184	0.4197247706422018	0.9250764525993884	1.0	0.6093272171253823	0.831039755351682	0.6192660550458715
ENSPCAT00000004159	0.5298165137614679	0.6055045871559633	0.6819571865443425	0.5986238532110092	0.3753822629969419	0.3646788990825688	0.5963302752293578	0.6093272171253823	1.0	0.6850152905198776	0.5558103975535168
ENSCHIT00000034186	0.8188073394495413	0.8318042813455657	0.9831804281345564	0.8264525993883792	0.6001529051987767	0.3868501529051988	0.8188073394495413	0.831039755351682	0.6850152905198776	1.0	0.6766055045871561
ENSETET00000012387	0.6964831804281345	0.617737003058104	0.6758409785932722	0.6062691131498471	0.6873088685015291	0.5389908256880734	0.6116207951070336	0.6192660550458715	0.5558103975535168	0.6766055045871561	1.0
