,ENSPSMT00000020329,ENSPSMT00000020328,ENSPCOT00000037372,ENSPPAT00000034132,ENSPTRT00000058300,ENSMICT00000033824,ENSPTRT00000046945,ENST00000354377,ENSPPAT00000034135,ENSMICT00000040440,ENSGGOT00000026634,ENSPCOT00000037371,ENSGGOT00000049654
ENSPSMT00000020329,1.0,0.15344262295081967,0.9783606557377049,0.9226229508196722,0.14098360655737707,0.939016393442623,0.9259016393442623,0.9259016393442623,0.14032786885245896,0.1449180327868853,0.9245901639344263,0.14754098360655732,0.14098360655737707
ENSPSMT00000020328,0.15344262295081967,1.0,0.14754098360655732,0.13836065573770495,0.9836065573770492,0.1449180327868853,0.13901639344262295,0.13704918032786884,0.9829508196721312,0.9908196721311475,0.13901639344262295,0.9940983606557378,0.9829508196721312
ENSPCOT00000037372,0.9783606557377049,0.14754098360655732,1.0,0.9259016393442623,0.1429508196721312,0.9468852459016394,0.9291803278688524,0.9291803278688524,0.14229508196721308,0.14688524590163932,0.9278688524590164,0.15344262295081967,0.1429508196721312
ENSPPAT00000034132,0.9226229508196722,0.13836065573770495,0.9259016393442623,1.0,0.15081967213114755,0.8944262295081967,0.9954098360655738,0.9908196721311475,0.15147540983606556,0.14032786885245896,0.9901639344262295,0.14032786885245896,0.15081967213114755
ENSPTRT00000058300,0.14098360655737707,0.9836065573770492,0.1429508196721312,0.15081967213114755,1.0,0.1429508196721312,0.15147540983606556,0.14950819672131144,0.999344262295082,0.9849180327868853,0.15147540983606556,0.9855737704918033,0.999344262295082
ENSMICT00000033824,0.939016393442623,0.1449180327868853,0.9468852459016394,0.8944262295081967,0.1429508196721312,1.0,0.8963934426229508,0.8963934426229508,0.14229508196721308,0.15344262295081967,0.8950819672131147,0.14688524590163932,0.1429508196721312
ENSPTRT00000046945,0.9259016393442623,0.13901639344262295,0.9291803278688524,0.9954098360655738,0.15147540983606556,0.8963934426229508,1.0,0.9927868852459016,0.15081967213114755,0.14098360655737707,0.9927868852459016,0.14098360655737707,0.15147540983606556
ENST00000354377,0.9259016393442623,0.13704918032786884,0.9291803278688524,0.9908196721311475,0.14950819672131144,0.8963934426229508,0.9927868852459016,1.0,0.14885245901639343,0.13901639344262295,0.9901639344262295,0.13901639344262295,0.14950819672131144
ENSPPAT00000034135,0.14032786885245896,0.9829508196721312,0.14229508196721308,0.15147540983606556,0.999344262295082,0.14229508196721308,0.15081967213114755,0.14885245901639343,1.0,0.9842622950819672,0.15081967213114755,0.9849180327868853,0.9986885245901639
ENSMICT00000040440,0.1449180327868853,0.9908196721311475,0.14688524590163932,0.14032786885245896,0.9849180327868853,0.15344262295081967,0.14098360655737707,0.13901639344262295,0.9842622950819672,1.0,0.14098360655737707,0.9927868852459016,0.9842622950819672
ENSGGOT00000026634,0.9245901639344263,0.13901639344262295,0.9278688524590164,0.9901639344262295,0.15147540983606556,0.8950819672131147,0.9927868852459016,0.9901639344262295,0.15081967213114755,0.14098360655737707,1.0,0.14098360655737707,0.15147540983606556
ENSPCOT00000037371,0.14754098360655732,0.9940983606557378,0.15344262295081967,0.14032786885245896,0.9855737704918033,0.14688524590163932,0.14098360655737707,0.13901639344262295,0.9849180327868853,0.9927868852459016,0.14098360655737707,1.0,0.9849180327868853
ENSGGOT00000049654,0.14098360655737707,0.9829508196721312,0.1429508196721312,0.15081967213114755,0.999344262295082,0.1429508196721312,0.15147540983606556,0.14950819672131144,0.9986885245901639,0.9842622950819672,0.15147540983606556,0.9849180327868853,1.0
