,ENSMODT00000020060,ENSMODT00000088109,ENSOANT00000038506,ENSCLAT00000004452,ENSCAPT00000022401,ENSPCIT00000021720,ENSPCIT00000021728,ENSCPOT00000004191,ENSMODT00000074472,ENSOANT00000028947,ENSODET00000010770,ENSVURT00010005368,ENSMEUT00000009294
ENSMODT00000020060,1.0,0.9911026374324754,0.3209405783285668,0.8767079758500159,0.7867810613282491,0.7454718779790277,0.509532888465205,0.8666984429615506,0.9952335557673975,0.3693994280266921,0.8587543692405466,0.9502700985065141,0.494121385446457
ENSMODT00000088109,0.9911026374324754,1.0,0.3133142675564029,0.8690816650778519,0.7791547505560852,0.7378455672068637,0.501906577693041,0.8590721321893867,0.9876072449952336,0.3617731172545281,0.8511280584683826,0.9426437877343502,0.486495074674293
ENSOANT00000038506,0.3209405783285668,0.3133142675564029,1.0,0.3260247855100096,0.3430251032729583,0.4423260247855101,0.7964728312678742,0.32411820781696854,0.32570702256116935,0.8312678741658722,0.3438195106450588,0.3260247855100096,0.311407689863362
ENSCLAT00000004452,0.8767079758500159,0.8690816650778519,0.3260247855100096,1.0,0.8562122656498252,0.7065459167461074,0.4852240228789323,0.9394661582459485,0.8814744200826183,0.3708293612964728,0.9296155068319034,0.8825865904035589,0.4532888465204957
ENSCAPT00000022401,0.7867810613282491,0.7791547505560852,0.3430251032729583,0.8562122656498252,1.0,0.6236097870988243,0.49602796313949793,0.9046711153479504,0.7915475055608516,0.3474737845567206,0.8296790594216714,0.792341912932952,0.41547505560851605
ENSPCIT00000021720,0.7454718779790277,0.7378455672068637,0.4423260247855101,0.7065459167461074,0.6236097870988243,1.0,0.3164918970448045,0.6970130282809024,0.7502383222116301,0.5902446774706069,0.723069590085796,0.7685096917699397,0.40101684143628846
ENSPCIT00000021728,0.509532888465205,0.501906577693041,0.7964728312678742,0.4852240228789323,0.49602796313949793,0.3164918970448045,1.0,0.48427073403241183,0.5142993326978075,0.6453765490943756,0.46854146806482366,0.5235144582141722,0.374960279631395
ENSCPOT00000004191,0.8666984429615506,0.8590721321893867,0.32411820781696854,0.9394661582459485,0.9046711153479504,0.6970130282809024,0.48427073403241183,1.0,0.8714648871941532,0.3690816650778519,0.9132507149666349,0.8728948204639339,0.4470924690181125
ENSMODT00000074472,0.9952335557673975,0.9876072449952336,0.32570702256116935,0.8814744200826183,0.7915475055608516,0.7502383222116301,0.5142993326978075,0.8714648871941532,1.0,0.37416587225929454,0.863520813473149,0.9550365427391166,0.4988878296790594
ENSOANT00000028947,0.3693994280266921,0.3617731172545281,0.8312678741658722,0.3708293612964728,0.3474737845567206,0.5902446774706069,0.6453765490943756,0.3690816650778519,0.37416587225929454,1.0,0.39021290117572294,0.3740069907848744,0.3695583095011121
ENSODET00000010770,0.8587543692405466,0.8511280584683826,0.3438195106450588,0.9296155068319034,0.8296790594216714,0.723069590085796,0.46854146806482366,0.9132507149666349,0.863520813473149,0.39021290117572294,1.0,0.8636796949475691,0.4370829361296473
ENSVURT00010005368,0.9502700985065141,0.9426437877343502,0.3260247855100096,0.8825865904035589,0.792341912932952,0.7685096917699397,0.5235144582141722,0.8728948204639339,0.9550365427391166,0.3740069907848744,0.8636796949475691,1.0,0.5084207181442644
ENSMEUT00000009294,0.494121385446457,0.486495074674293,0.311407689863362,0.4532888465204957,0.41547505560851605,0.40101684143628846,0.374960279631395,0.4470924690181125,0.4988878296790594,0.3695583095011121,0.4370829361296473,0.5084207181442644,1.0
