	ENSCHAT00000045381	ENSCHAT00000044849	ENSCHAT00000045301	ENSCHAT00000045025	ENSDCDT00000045843	ENSDCDT00000045834	ENSDCDT00000045265	ENSDCDT00000045855	ENSCHAT00000044856	ENSCHAT00000045220	ENSCHAT00000044291	ENSDCDT00000045828
ENSCHAT00000045381	1.0	0.6337858220211161	0.615686274509804	0.6184012066365008	0.5625942684766214	0.5463046757164404	0.5571644042232278	0.5598793363499246	0.6193061840120664	0.6030165912518853	0.5858220211161388	0.5444947209653092
ENSCHAT00000044849	0.6337858220211161	1.0	0.9227752639517346	0.9188536953242836	0.8286576168929111	0.8120663650075415	0.7981900452488688	0.8135746606334842	0.9463046757164404	0.9119155354449472	0.8096530920060332	0.8105580693815988
ENSCHAT00000045301	0.615686274509804	0.9227752639517346	1.0	0.9496229260935144	0.8717948717948718	0.8552036199095022	0.7885369532428356	0.836500754147813	0.976470588235294	0.9873303167420816	0.8621417797888387	0.8536953242835595
ENSCHAT00000045025	0.6184012066365008	0.9188536953242836	0.9496229260935144	1.0	0.8371040723981901	0.8229260935143288	0.8283559577677225	0.8368024132730015	0.9399698340874812	0.9411764705882352	0.8546003016591251	0.8190045248868778
ENSDCDT00000045843	0.5625942684766214	0.8286576168929111	0.8717948717948718	0.8371040723981901	1.0	0.9782805429864252	0.8847662141779788	0.953846153846154	0.8564102564102564	0.8657616892911011	0.7625942684766214	0.9819004524886876
ENSDCDT00000045834	0.5463046757164404	0.8120663650075415	0.8552036199095022	0.8229260935143288	0.9782805429864252	1.0	0.8781297134238311	0.9429864253393664	0.8398190045248869	0.8524886877828054	0.7484162895927602	0.9601809954751132
ENSDCDT00000045265	0.5571644042232278	0.7981900452488688	0.7885369532428356	0.8283559577677225	0.8847662141779788	0.8781297134238311	1.0	0.8880844645550527	0.783710407239819	0.7858220211161387	0.7167420814479638	0.8666666666666667
ENSDCDT00000045855	0.5598793363499246	0.8135746606334842	0.836500754147813	0.8368024132730015	0.953846153846154	0.9429864253393664	0.8880844645550527	1.0	0.8413273001508296	0.8304675716440423	0.7686274509803922	0.9628959276018101
ENSCHAT00000044856	0.6193061840120664	0.9463046757164404	0.976470588235294	0.9399698340874812	0.8564102564102564	0.8398190045248869	0.783710407239819	0.8413273001508296	1.0	0.9656108597285068	0.8633484162895928	0.8383107088989442
ENSCHAT00000045220	0.6030165912518853	0.9119155354449472	0.9873303167420816	0.9411764705882352	0.8657616892911011	0.8524886877828054	0.7858220211161387	0.8304675716440423	0.9656108597285068	1.0	0.8736048265460029	0.8476621417797888
ENSCHAT00000044291	0.5858220211161388	0.8096530920060332	0.8621417797888387	0.8546003016591251	0.7625942684766214	0.7484162895927602	0.7167420814479638	0.7686274509803922	0.8633484162895928	0.8736048265460029	1.0	0.7444947209653092
ENSDCDT00000045828	0.5444947209653092	0.8105580693815988	0.8536953242835595	0.8190045248868778	0.9819004524886876	0.9601809954751132	0.8666666666666667	0.9628959276018101	0.8383107088989442	0.8476621417797888	0.7444947209653092	1.0
