,ENSNLET00000008369,ENSPANT00000020705,ENST00000505696,ENSMMUT00000005148,ENSNLET00000060326,ENSCATT00000067858,ENSTGET00000030855,ENSMMUT00000055171,ENSCSAT00000001179,ENSPPAT00000016096,ENSMNET00000034501,ENST00000511577,ENSMFAT00000002182,ENST00000514748,ENSGGOT00000022102,ENSPTRT00000087250,ENSPPYT00000017653,ENSGGOT00000014849,ENSRROT00000056419,ENSPTRT00000030817,ENSGGOT00000050998,ENSMLET00000030250,ENST00000260184,ENST00000512371,ENSTGET00000030849,ENSPTRT00000107134,ENST00000505890,ENSPTRT00000090711
ENSNLET00000008369,1.0,0.9398496240601504,0.9524640209332752,0.9392748199628919,1.0,0.9374332222990384,0.9400234818341922,0.9392748199628919,0.9340918376968287,0.9640364665199622,0.9379598767373121,0.9614561701592096,0.9394911469635501,0.9597989949748744,0.9606866180205086,0.9642751987437432,0.9600512163892445,0.9615674690465715,0.9404675749661747,0.9634499245093106,0.95751350905416,0.934876261752775,0.9614840433894042,0.9592857142857143,0.9399578762063437,0.9593284659489337,0.9572773053743912,0.9634694583294037
ENSPANT00000020705,0.9398496240601504,1.0,0.9236807675534234,0.9869527035503701,0.9405450041288191,0.9888700777526963,0.9931306159656206,0.9869527035503701,0.9780733398161799,0.9412559718380689,0.9863391402431383,0.9389185790631877,0.9871095220173127,0.9201117318435754,0.9398701632600591,0.9422555014223588,0.9389423076923077,0.9402117565741933,0.9730958577655138,0.9406883545497406,0.9401237113402062,0.9853314527503526,0.9388743826092427,0.9278571428571428,0.9933824682452564,0.9404511526248505,0.9380983823043909,0.9406883545497406
ENST00000505696,0.9524640209332752,0.9236807675534234,1.0,0.9376362843436546,0.9524640209332752,0.9358918447448757,0.9376362843436546,0.9376362843436546,0.9293501962494548,0.9864805931094636,0.9376362843436546,1.0,0.9411251635412123,1.0,0.9869167030091583,0.9864805931094636,0.971652856519843,0.9869167030091583,0.948102921936328,0.9864805931094636,0.9869167030091583,0.9293501962494548,1.0,1.0,0.9376362843436546,0.9864805931094636,1.0,0.9864805931094636
ENSMMUT00000005148,0.9392748199628919,0.9869527035503701,0.9376362843436546,1.0,0.9384221184444352,0.9847739590839312,0.9859003581895148,1.0,0.9770982800213039,0.9403642311200578,0.9964888080757415,0.9385815870618589,0.9977739457595234,0.9379888268156424,0.9380567973498858,0.9420640895551701,0.9363610159177529,0.9384392881846193,0.9720514429109159,0.9397961751383996,0.9381268832294547,0.9821843046232984,0.9386260022009119,0.9428571428571428,0.9857791699295223,0.9392388343102452,0.9368829774050973,0.9397961751383996
ENSNLET00000060326,1.0,0.9405450041288191,0.9524640209332752,0.9384221184444352,1.0,0.9380161876445325,0.9415280665280665,0.9384221184444352,0.9322677900301491,0.9608457321848082,0.937396694214876,0.9572878837900297,0.9386287556308633,0.9597989949748744,0.9575537789499712,0.9602154273801251,0.9582508250825083,0.9575537789499712,0.9399256812551611,0.9593385294238937,0.9575537789499712,0.9359191252321023,0.9572473047213846,0.9592857142857143,0.9410257469934289,0.959367015577351,0.95731782753928,0.959367015577351
ENSCATT00000067858,0.9374332222990384,0.9888700777526963,0.9358918447448757,0.9847739590839312,0.9380161876445325,1.0,0.9882414253607374,0.9847739590839312,0.9766793091558787,0.9392748199628919,0.9841587878028928,0.9367590175791691,0.9849306055954133,0.9346368715083799,0.9382819284083234,0.9403644214727338,0.9356966727511449,0.9381248820977174,0.9710998965614519,0.9386773168967577,0.9387873034218022,0.9862932061978545,0.936804726289988,0.9385714285714286,0.9883454995457251,0.9391150004127796,0.9364882722167163,0.9386773168967577
ENSTGET00000030855,0.9400234818341922,0.9931306159656206,0.9376362843436546,0.9859003581895148,0.9415280665280665,0.9882414253607374,1.0,0.982352750704271,0.9782410423452769,0.9393998314861625,0.9850128693838986,0.9406547541411243,0.985827387352165,0.9379888268156424,0.9382007563192464,0.9374150540418096,0.9396307999334774,0.9383324151787161,0.9747371162548426,0.9424807617060128,0.9430450965117285,0.9853774506611086,0.940610213737967,0.9428571428571428,1.0,0.943742426865155,0.9415739096539477,0.938784107848856
ENSMMUT00000055171,0.9392748199628919,0.9869527035503701,0.9376362843436546,1.0,0.9384221184444352,0.9847739590839312,0.982352750704271,1.0,0.9770982800213039,0.9399693433853662,0.9964888080757415,0.9385815870618589,0.9977739457595234,0.9379888268156424,0.9376659097450987,0.941674261163911,0.9363610159177529,0.9380550343964978,0.9720514429109159,0.9397961751383996,0.9381268832294547,0.9821843046232984,0.9386260022009119,0.9428571428571428,0.9823665025858309,0.9392388343102452,0.9368829774050973,0.9394043671400863
ENSCSAT00000001179,0.9340918376968287,0.9780733398161799,0.9293501962494548,0.9770982800213039,0.9322677900301491,0.9766793091558787,0.9782410423452769,0.9770982800213039,1.0,0.9349248285840096,0.9764591561657576,0.9328175127382525,0.9772428060936619,0.9329608938547486,0.9334898530215804,0.936688152341066,0.930916311693303,0.933628875055021,0.9663594181088537,0.9343272315531232,0.9324720353324802,0.9740605984568095,0.9328660778828928,0.9321428571428572,0.9779128418810114,0.9327994716420375,0.9302853838846901,0.9343272315531232
ENSPPAT00000016096,0.9640364665199622,0.9412559718380689,0.9864805931094636,0.9403642311200578,0.9608457321848082,0.9392748199628919,0.9393998314861625,0.9399693433853662,0.9349248285840096,1.0,0.9405529519076526,0.9890306763892381,0.9411191142704369,0.9927374301675977,0.9875742669136907,0.9977246871444824,0.9689912547650319,0.9876323432961679,0.9431103847120945,0.997799849132512,0.987472183301739,0.9358031674208145,0.9890227408549052,0.995,0.9376857384177433,0.9977334542157752,0.9891604500680048,0.9978129784109726
ENSMNET00000034501,0.9379598767373121,0.9863391402431383,0.9376362843436546,0.9964888080757415,0.937396694214876,0.9841587878028928,0.9850128693838986,0.9964888080757415,0.9764591561657576,0.9405529519076526,1.0,0.9387703731672016,0.9970531067778544,0.9379888268156424,0.9384427363072074,0.9419696920106045,0.9357204624795824,0.9388165754889015,0.9714294674778899,0.9399849018621037,0.9387873034218022,0.9815569914058089,0.9388146517843107,0.9428571428571428,0.9851447912749154,0.9396516139684636,0.9372960469246975,0.9399849018621037
