	ENST00000335123	ENSMNET00000031124	ENSMLET00000056172	ENSMFAT00000067300	ENSPTRT00000002454	ENSGGOT00000011589	ENSRROT00000043525	ENSPPAT00000012357	ENSCCAT00000037816	ENSPANT00000038569	ENSCATT00000020160
ENST00000335123	1.0	0.5976520811099253	0.7043756670224119	0.6542155816435432	0.9946638207043756	0.992529348986126	0.9658484525080042	0.9935965848452508	0.9690501600853788	0.6552828175026679	0.6552828175026679
ENSMNET00000031124	0.5976520811099253	1.0	0.35112059765208103	0.3137673425827108	0.5955176093916755	0.5997865528281751	0.6136606189967982	0.5944503735325507	0.6157950907150479	0.327641408751334	0.327641408751334
ENSMLET00000056172	0.7043756670224119	0.35112059765208103	1.0	0.6446104589114194	0.7054429028815368	0.7011739594450374	0.7193169690501601	0.7043756670224119	0.7097118463180363	0.9466382070437568	0.9477054429028816
ENSMFAT00000067300	0.6542155816435432	0.3137673425827108	0.6446104589114194	1.0	0.6542155816435432	0.6520811099252934	0.6446104589114194	0.6542155816435432	0.6360725720384205	0.6446104589114194	0.6435432230522946
ENSPTRT00000002454	0.9946638207043756	0.5955176093916755	0.7054429028815368	0.6542155816435432	1.0	0.9914621131270009	0.9669156883671292	0.9989327641408752	0.9701173959445036	0.656350053361793	0.656350053361793
ENSGGOT00000011589	0.992529348986126	0.5997865528281751	0.7011739594450374	0.6520811099252934	0.9914621131270009	1.0	0.9626467449306296	0.9903948772678762	0.9701173959445036	0.6531483457844184	0.6531483457844184
ENSRROT00000043525	0.9658484525080042	0.6136606189967982	0.7193169690501601	0.6446104589114194	0.9669156883671292	0.9626467449306296	1.0	0.9658484525080042	0.9786552828175028	0.6691568836712913	0.6691568836712913
ENSPPAT00000012357	0.9935965848452508	0.5944503735325507	0.7043756670224119	0.6542155816435432	0.9989327641408752	0.9903948772678762	0.9658484525080042	1.0	0.9690501600853788	0.656350053361793	0.656350053361793
ENSCCAT00000037816	0.9690501600853788	0.6157950907150479	0.7097118463180363	0.6360725720384205	0.9701173959445036	0.9701173959445036	0.9786552828175028	0.9690501600853788	1.0	0.6627534685165422	0.6627534685165422
ENSPANT00000038569	0.6552828175026679	0.327641408751334	0.9466382070437568	0.6446104589114194	0.656350053361793	0.6531483457844184	0.6691568836712913	0.656350053361793	0.6627534685165422	1.0	0.9957310565635006
ENSCATT00000020160	0.6552828175026679	0.327641408751334	0.9477054429028816	0.6435432230522946	0.656350053361793	0.6531483457844184	0.6691568836712913	0.656350053361793	0.6627534685165422	0.9957310565635006	1.0
