	ENSHHUT00000017061	ENSHHUT00000017054	ENSGAGT00000030426	ENSCHAT00000027677	ENSHHUT00000017050	ENSGAGT00000030425	ENSELUT00000015840	ENSDCDT00000041462	ENSSFOT00015001003	ENSPSIT00000016369
ENSHHUT00000017061	1.0	0.9843668577384054	0.4929650859822825	0.7196456487754038	0.9577905158936948	0.4929650859822825	0.8973423658155291	0.7415320479416363	0.7545596664929651	0.498176133402814
ENSHHUT00000017054	0.9843668577384054	1.0	0.4867118290776447	0.713392391870766	0.9515372589890568	0.4867118290776447	0.8822303282959875	0.7279833246482543	0.7415320479416363	0.4919228764981761
ENSGAGT00000030426	0.4929650859822825	0.4867118290776447	1.0	0.5174570088587807	0.4992183428869204	1.0	0.4919228764981761	0.4945284002084419	0.508598228243877	0.9134966128191766
ENSCHAT00000027677	0.7196456487754038	0.713392391870766	0.5174570088587807	1.0	0.6868160500260553	0.5174570088587807	0.7300677436164669	0.7556018759770714	0.7618551328817093	0.5268368942157373
ENSHHUT00000017050	0.9577905158936948	0.9515372589890568	0.4992183428869204	0.6868160500260553	1.0	0.4992183428869204	0.8556539864512767	0.7014069828035435	0.7149557060969255	0.5033871808233454
ENSGAGT00000030425	0.4929650859822825	0.4867118290776447	1.0	0.5174570088587807	0.4992183428869204	1.0	0.4919228764981761	0.4945284002084419	0.508598228243877	0.9134966128191766
ENSELUT00000015840	0.8973423658155291	0.8822303282959875	0.4919228764981761	0.7300677436164669	0.8556539864512767	0.4919228764981761	1.0	0.7430953621677957	0.7592496091714435	0.4955706096925482
ENSDCDT00000041462	0.7415320479416363	0.7279833246482543	0.4945284002084419	0.7556018759770714	0.7014069828035435	0.4945284002084419	0.7430953621677957	1.0	0.7457008858780615	0.5044293903074518
ENSSFOT00015001003	0.7545596664929651	0.7415320479416363	0.508598228243877	0.7618551328817093	0.7149557060969255	0.508598228243877	0.7592496091714435	0.7457008858780615	1.0	0.5169359041167274
ENSPSIT00000016369	0.498176133402814	0.4919228764981761	0.9134966128191766	0.5268368942157373	0.5033871808233454	0.9134966128191766	0.4955706096925482	0.5044293903074518	0.5169359041167274	1.0
