	ENSPRET00000007572	ENSSMAT00000028863	ENSCGOT00000017785	ENSKMAT00000020512	ENSPFOT00000002112	ENSPMET00000001690	ENSTRUT00000001331	ENSTNIT00000007517	ENSCSET00000031758	ENSBSLT00000026857	ENSORLT00000014848	ENSPRET00000007586	ENSPMGT00000006228	ENSPRNT00000017646	ENSXCOT00000006782	ENSGWIT00000041345	ENSXMAT00000037554	ENSFHET00000008437
ENSPRET00000007572	1.0	0.4595278246205734	0.4378864530635188	0.9080944350758852	0.6200112422709387	0.9342327150084316	0.4184935356942102	0.4519392917369309	0.7450815064643058	0.8501967397414277	0.8794266441821248	0.9780775716694772	0.4814502529510961	0.4946599213041034	0.46486790331646993	0.7571669477234402	0.981450252951096	0.9406970207982012
ENSSMAT00000028863	0.4595278246205734	1.0	0.8752107925801011	0.459246767847105	0.4730185497470489	0.4353569421023047	0.9052838673412028	0.8850477796514896	0.5789769533445756	0.4631815626756605	0.4584035975267005	0.4409780775716694	0.8960089938167509	0.9106239460370996	0.8662169758291175	0.5699831365935919	0.4600899381675098	0.46486790331646993
ENSCGOT00000017785	0.4378864530635188	0.8752107925801011	1.0	0.4437886453063519	0.4519392917369309	0.4381675098369871	0.922990444069702	0.9412591343451376	0.5500281056773468	0.43057897695334457	0.4370432827431141	0.4193367060146149	0.8833614390106802	0.8819561551433389	0.9311410905002808	0.5519955030916245	0.4395727937043283	0.4384485666104554
ENSKMAT00000020512	0.9080944350758852	0.459246767847105	0.4437886453063519	1.0	0.5623946037099494	0.8544125913434514	0.41793142214727375	0.4508150646430579	0.7476110174255199	0.8485103991006183	0.8861720067453626	0.8898257448004497	0.4811691961776279	0.5016863406408094	0.4522203485103991	0.7667228780213603	0.906689151208544	0.9033164699269252
ENSPFOT00000002112	0.6200112422709387	0.4730185497470489	0.4519392917369309	0.5623946037099494	1.0	0.5702641933670601	0.43198426082068586	0.46486790331646993	0.42270938729623386	0.531478358628443	0.5508712759977515	0.5980888139404159	0.4952220348510399	0.5089938167509837	0.4797639123102867	0.4297358066329399	0.6169196177627879	0.5862844294547499
ENSPMET00000001690	0.9342327150084316	0.4353569421023047	0.4381675098369871	0.8544125913434514	0.5702641933670601	1.0	0.4187745924676785	0.4499718943226532	0.7217537942664418	0.8046655424395728	0.8265879707700956	0.9123102866779088	0.4575604272062957	0.47189432265317605	0.44125913434513775	0.7344013490725126	0.9280494659921305	0.8870151770657673
ENSTRUT00000001331	0.4184935356942102	0.9052838673412028	0.922990444069702	0.41793142214727375	0.43198426082068586	0.4187745924676785	1.0	0.945193929173693	0.5354131534569984	0.4151208544125913	0.4151208544125913	0.4021922428330522	0.858628442945475	0.8701517706576728	0.9182124789207421	0.5286677908937606	0.4173693086003373	0.4201798763350197
ENSTNIT00000007517	0.4519392917369309	0.8850477796514896	0.9412591343451376	0.4508150646430579	0.46486790331646993	0.4499718943226532	0.945193929173693	1.0	0.5680157391793142	0.4513771781899945	0.446318156267566	0.4353569421023047	0.8875772906127037	0.8799887577290613	0.9235525576166386	0.5612703766160765	0.4499718943226532	0.4547498594716133
ENSCSET00000031758	0.7450815064643058	0.5789769533445756	0.5500281056773468	0.7476110174255199	0.42270938729623386	0.7217537942664418	0.5354131534569984	0.5680157391793142	1.0	0.746486790331647	0.732433951658235	0.7270938729623384	0.5916245081506464	0.6025857223159078	0.5334457560427206	0.8662169758291175	0.7388982574480045	0.7459246767847105
ENSBSLT00000026857	0.8501967397414277	0.4631815626756605	0.43057897695334457	0.8485103991006183	0.531478358628443	0.8046655424395728	0.4151208544125913	0.4513771781899945	0.746486790331647	1.0	0.8338954468802698	0.8310848791455874	0.4794828555368185	0.4822934232715008	0.4353569421023047	0.7341202922990444	0.8473861720067454	0.859752670039348
