	ENSABRT00000035664	ENSCPGT00000028644	ENSACAT00000002839	ENSNSUT00000026534	ENSGALT00000007742	ENSCPUT00000007406	ENSCPUT00000007400	ENSCPUT00000007403	ENSSMRT00000013811	ENSLCOT00000015906	ENSMVIT00005026846	ENSNMET00000036244	ENSNMET00000036246	ENSNMET00000036243	ENSCJPT00005012432	ENSPVIT00000030535	ENSMUNT00000024161	ENSMGAT00000018348
ENSABRT00000035664	1.0	0.8805051813471503	0.8759715025906736	0.7642487046632125	0.7953367875647669	0.8095854922279793	0.9352331606217616	0.8633419689119171	0.7888601036269429	0.9339378238341968	0.9329663212435232	0.9077072538860104	0.917098445595855	0.8076424870466321	0.9012305699481864	0.8691709844559585	0.7995466321243523	0.7891839378238342
ENSCPGT00000028644	0.8805051813471503	1.0	0.8209196891191709	0.7069300518134715	0.7202072538860104	0.7914507772020726	0.9200129533678756	0.9200129533678756	0.7393134715025906	0.8889248704663213	0.8869818652849741	0.8257772020725389	0.8348445595854922	0.7257124352331606	0.8225388601036272	0.814119170984456	0.7564766839378239	0.7111398963730571
ENSACAT00000002839	0.8759715025906736	0.8209196891191709	1.0	0.7668393782383419	0.7487046632124352	0.7580958549222798	0.8769430051813472	0.8073186528497409	0.8261010362694301	0.8759715025906736	0.8746761658031088	0.8348445595854922	0.8439119170984456	0.7347797927461139	0.8409974093264249	0.9012305699481864	0.7506476683937824	0.7308937823834197
ENSNSUT00000026534	0.7642487046632125	0.7069300518134715	0.7668393782383419	1.0	0.8497409326424871	0.6434585492227979	0.7639248704663213	0.6949481865284974	0.7007772020725389	0.7632772020725389	0.7636010362694301	0.7315414507772021	0.7406088082901554	0.6314766839378239	0.7406088082901554	0.770401554404145	0.6434585492227979	0.633419689119171
ENSGALT00000007742	0.7953367875647669	0.7202072538860104	0.7487046632124352	0.8497409326424871	1.0	0.6612694300518135	0.7843264248704663	0.7127590673575129	0.6719559585492227	0.7814119170984456	0.7836787564766841	0.7924222797927462	0.8018134715025906	0.6923575129533679	0.7963082901554405	0.7493523316062176	0.6622409326424871	0.6968911917098446
ENSCPUT00000007406	0.8095854922279793	0.7914507772020726	0.7580958549222798	0.6434585492227979	0.6612694300518135	1.0	0.8698186528497409	0.7953367875647669	0.6784326424870466	0.8248056994818653	0.8244818652849741	0.7645725388601037	0.7736398963730571	0.6645077720207254	0.7674870466321243	0.751619170984456	0.943976683937824	0.6525259067357513
ENSCPUT00000007400	0.9352331606217616	0.9200129533678756	0.8769430051813472	0.7639248704663213	0.7843264248704663	0.8698186528497409	1.0	0.925518134715026	0.7972797927461139	0.9504533678756476	0.9498056994818652	0.8889248704663213	0.8979922279792746	0.7888601036269429	0.8860103626943006	0.8704663212435233	0.8183290155440415	0.7749352331606217
ENSCPUT00000007403	0.8633419689119171	0.9200129533678756	0.8073186528497409	0.6949481865284974	0.7127590673575129	0.7953367875647669	0.925518134715026	1.0	0.7289507772020726	0.8788860103626943	0.8779145077720207	0.8176813471502591	0.8267487046632125	0.7176165803108808	0.8147668393782384	0.8018134715025906	0.7457901554404145	0.7033678756476683
ENSSMRT00000013811	0.7888601036269429	0.7393134715025906	0.8261010362694301	0.7007772020725389	0.6719559585492227	0.6784326424870466	0.7972797927461139	0.7289507772020726	1.0	0.7972797927461139	0.7963082901554405	0.7840025906735751	0.7930699481865285	0.6839378238341969	0.7924222797927462	0.8157383419689119	0.6758419689119171	0.6518782383419689
ENSLCOT00000015906	0.9339378238341968	0.8889248704663213	0.8759715025906736	0.7632772020725389	0.7814119170984456	0.8248056994818653	0.9504533678756476	0.8788860103626943	0.7972797927461139	1.0	0.9931994818652851	0.8866580310880829	0.8957253886010362	0.7865932642487047	0.8801813471502591	0.8659326424870466	0.8115284974093264	0.7707253886010362
ENSMVIT00005026846	0.9329663212435232	0.8869818652849741	0.8746761658031088	0.7636010362694301	0.7836787564766841	0.8244818652849741	0.9498056994818652	0.8779145077720207	0.7963082901554405	0.9931994818652851	1.0	0.8866580310880829	0.8957253886010362	0.7865932642487047	0.8824481865284974	0.8649611398963728	0.8115284974093264	0.7729922279792746
ENSNMET00000036244	0.9077072538860104	0.8257772020725389	0.8348445595854922	0.7315414507772021	0.7924222797927462	0.7645725388601037	0.8889248704663213	0.8176813471502591	0.7840025906735751	0.8866580310880829	0.8866580310880829	1.0	0.9906088082901554	0.8837435233160622	0.9455958549222798	0.8303108808290155	0.7632772020725389	0.7950129533678757
ENSNMET00000036246	0.917098445595855	0.8348445595854922	0.8439119170984456	0.7406088082901554	0.8018134715025906	0.7736398963730571	0.8979922279792746	0.8267487046632125	0.7930699481865285	0.8957253886010362	0.8957253886010362	0.9906088082901554	1.0	0.8905440414507773	0.9549870466321244	0.8393782383419689	0.7723445595854922	0.8044041450777202
ENSNMET00000036243	0.8076424870466321	0.7257124352331606	0.7347797927461139	0.6314766839378239	0.6923575129533679	0.6645077720207254	0.7888601036269429	0.7176165803108808	0.6839378238341969	0.7865932642487047	0.7865932642487047	0.8837435233160622	0.8905440414507773	1.0	0.8455310880829016	0.7302461139896373	0.6632124352331606	0.6949481865284974
ENSCJPT00005012432	0.9012305699481864	0.8225388601036272	0.8409974093264249	0.7406088082901554	0.7963082901554405	0.7674870466321243	0.8860103626943006	0.8147668393782384	0.7924222797927462	0.8801813471502591	0.8824481865284974	0.9455958549222798	0.9549870466321244	0.8455310880829016	1.0	0.8335492227979274	0.7645725388601037	0.8024611398963728
ENSPVIT00000030535	0.8691709844559585	0.814119170984456	0.9012305699481864	0.770401554404145	0.7493523316062176	0.751619170984456	0.8704663212435233	0.8018134715025906	0.8157383419689119	0.8659326424870466	0.8649611398963728	0.8303108808290155	0.8393782383419689	0.7302461139896373	0.8335492227979274	1.0	0.7457901554404145	0.7234455958549223
ENSMUNT00000024161	0.7995466321243523	0.7564766839378239	0.7506476683937824	0.6434585492227979	0.6622409326424871	0.943976683937824	0.8183290155440415	0.7457901554404145	0.6758419689119171	0.8115284974093264	0.8115284974093264	0.7632772020725389	0.7723445595854922	0.6632124352331606	0.7645725388601037	0.7457901554404145	1.0	0.6483160621761658
ENSMGAT00000018348	0.7891839378238342	0.7111398963730571	0.7308937823834197	0.633419689119171	0.6968911917098446	0.6525259067357513	0.7749352331606217	0.7033678756476683	0.6518782383419689	0.7707253886010362	0.7729922279792746	0.7950129533678757	0.8044041450777202	0.6949481865284974	0.8024611398963728	0.7234455958549223	0.6483160621761658	1.0
