	ENSPPAT00000039380	ENSGGOT00000060611	ENSPPAT00000039385	ENSPTRT00000102409	ENST00000589248	ENST00000589799	ENSPTRT00000065793	ENSPTRT00000094662	ENSPTRT00000088165	ENSPTRT00000087693	ENSPPAT00000039414	ENSPPAT00000039401	ENSGGOT00000028260	ENSPPAT00000039418	ENSGGOT00000034660
ENSPPAT00000039380	1.0	0.9823973176865046	0.983235540653814	0.9995808885163452	0.983235540653814	1.0	0.16429170159262366	0.95766974015088	0.9828164291701592	0.9740150880134116	0.9744341994970662	0.1596814752724225	0.9991617770326908	0.9593461860854988	0.16387259010896904
ENSGGOT00000060611	0.9823973176865046	1.0	0.9991617770326908	0.98197820620285	0.9991617770326908	0.9823973176865046	0.1584241408214585	0.951802179379715	0.9987426655490358	0.9681475272422464	0.9685666387259012	0.15381391450125734	0.983235540653814	0.9534786253143336	0.1596814752724225
ENSPPAT00000039385	0.983235540653814	0.9991617770326908	1.0	0.9828164291701592	1.0	0.983235540653814	0.1592623637887678	0.9526404023470244	0.9995808885163452	0.9689857502095558	0.9694048616932104	0.15465213746856665	0.9823973176865046	0.9543168482816428	0.1588432523051131
ENSPTRT00000102409	0.9995808885163452	0.98197820620285	0.9828164291701592	1.0	0.9828164291701592	0.9995808885163452	0.16471081307627833	0.9580888516345348	0.983235540653814	0.9744341994970662	0.9740150880134116	0.1592623637887678	0.9987426655490358	0.958927074601844	0.16345347862531434
ENST00000589248	0.983235540653814	0.9991617770326908	1.0	0.9828164291701592	1.0	0.983235540653814	0.1592623637887678	0.9526404023470244	0.9995808885163452	0.9689857502095558	0.9694048616932104	0.15465213746856665	0.9823973176865046	0.9543168482816428	0.1588432523051131
ENST00000589799	1.0	0.9823973176865046	0.983235540653814	0.9995808885163452	0.983235540653814	1.0	0.16429170159262366	0.95766974015088	0.9828164291701592	0.9740150880134116	0.9744341994970662	0.1596814752724225	0.9991617770326908	0.9593461860854988	0.16387259010896904
ENSPTRT00000065793	0.16429170159262366	0.1584241408214585	0.1592623637887678	0.16471081307627833	0.1592623637887678	0.16429170159262366	1.0	0.1345347862531433	0.1596814752724225	0.1508801341156748	0.1504610226320201	0.9924559932942164	0.16345347862531434	0.1353730092204526	0.9941324392288348
ENSPTRT00000094662	0.95766974015088	0.951802179379715	0.9526404023470244	0.9580888516345348	0.9526404023470244	0.95766974015088	0.1345347862531433	1.0	0.9530595138306791	0.9476110645431683	0.947191953059514	0.12908633696563288	0.9568315171835708	0.9983235540653814	0.13327745180217931
ENSPTRT00000088165	0.9828164291701592	0.9987426655490358	0.9995808885163452	0.983235540653814	0.9995808885163452	0.9828164291701592	0.1596814752724225	0.9530595138306791	1.0	0.9694048616932104	0.9689857502095558	0.15423302598491195	0.98197820620285	0.9538977367979884	0.1584241408214585
ENSPTRT00000087693	0.9740150880134116	0.9681475272422464	0.9689857502095558	0.9744341994970662	0.9689857502095558	0.9740150880134116	0.1508801341156748	0.9476110645431683	0.9694048616932104	1.0	0.9995808885163452	0.14543168482816424	0.9731768650461022	0.9484492875104776	0.1496227996647108
ENSPPAT00000039414	0.9744341994970662	0.9685666387259012	0.9694048616932104	0.9740150880134116	0.9694048616932104	0.9744341994970662	0.1504610226320201	0.947191953059514	0.9689857502095558	0.9995808885163452	1.0	0.14585079631181894	0.9735959765297568	0.9488683989941324	0.15004191114836551
ENSPPAT00000039401	0.1596814752724225	0.15381391450125734	0.15465213746856665	0.1592623637887678	0.15465213746856665	0.1596814752724225	0.9924559932942164	0.12908633696563288	0.15423302598491195	0.14543168482816424	0.14585079631181894	1.0	0.1588432523051131	0.13076278290025145	0.991617770326907
ENSGGOT00000028260	0.9991617770326908	0.983235540653814	0.9823973176865046	0.9987426655490358	0.9823973176865046	0.9991617770326908	0.16345347862531434	0.9568315171835708	0.98197820620285	0.9731768650461022	0.9735959765297568	0.1588432523051131	1.0	0.9585079631181894	0.16471081307627833
ENSPPAT00000039418	0.9593461860854988	0.9534786253143336	0.9543168482816428	0.958927074601844	0.9543168482816428	0.9593461860854988	0.1353730092204526	0.9983235540653814	0.9538977367979884	0.9484492875104776	0.9488683989941324	0.13076278290025145	0.9585079631181894	1.0	0.134953897736798
ENSGGOT00000034660	0.16387259010896904	0.1596814752724225	0.1588432523051131	0.16345347862531434	0.1588432523051131	0.16387259010896904	0.9941324392288348	0.13327745180217931	0.1584241408214585	0.1496227996647108	0.15004191114836551	0.991617770326907	0.16471081307627833	0.134953897736798	1.0
