,ENSPANT00000044469,ENSGGOT00000052717,ENSMFAT00000065529,ENSMNET00000030219,ENSCJAT00000094528,ENSMLET00000059185,ENSPANT00000033686,ENSCATT00000047982,ENSMFAT00000043234,ENSPANT00000051321,ENSPTRT00000089301,ENSTGET00000002550,ENSTGET00000006080,ENSPTET00000036849
ENSPANT00000044469,1.0,0.9311962470680218,0.9483971853010165,0.9491790461297889,0.9327599687255669,0.9796716184519155,0.9491790461297889,0.9781078967943706,0.9499609069585614,0.9530883502736512,0.9601250977326036,0.9530883502736512,0.9483971853010165,0.944487881157154
ENSGGOT00000052717,0.9311962470680218,1.0,0.9718530101641908,0.9726348709929633,0.9577795152462861,0.944487881157154,0.9741985926505082,0.9437060203283816,0.9734167318217357,0.9749804534792806,0.9343236903831118,0.9749804534792806,0.9734167318217357,0.9726348709929633
ENSMFAT00000065529,0.9483971853010165,0.9718530101641908,1.0,0.9953088350273651,0.9734167318217357,0.9671618451915559,0.9960906958561376,0.965598123534011,0.9960906958561376,0.9937451133698202,0.944487881157154,0.9937451133698202,0.9953088350273651,0.9921813917122753
ENSMNET00000030219,0.9491790461297889,0.9726348709929633,0.9953088350273651,1.0,0.9726348709929633,0.9695074276778733,0.9960906958561376,0.9632525410476935,0.9992181391712275,0.9953088350273651,0.944487881157154,0.9953088350273651,0.9953088350273651,0.9906176700547302
ENSCJAT00000094528,0.9327599687255669,0.9577795152462861,0.9734167318217357,0.9726348709929633,1.0,0.947615324472244,0.9741985926505082,0.9483971853010165,0.9734167318217357,0.9734167318217357,0.9382329945269742,0.9734167318217357,0.9734167318217357,0.9718530101641908
ENSMLET00000059185,0.9796716184519155,0.944487881157154,0.9671618451915559,0.9695074276778733,0.947615324472244,1.0,0.9679437060203284,0.9937451133698202,0.9702892885066459,0.9671618451915559,0.9749804534792806,0.9671618451915559,0.9671618451915559,0.9616888193901486
ENSPANT00000033686,0.9491790461297889,0.9741985926505082,0.9960906958561376,0.9960906958561376,0.9741985926505082,0.9679437060203284,1.0,0.9632525410476935,0.99687255668491,0.9945269741985927,0.9452697419859265,0.9945269741985927,0.9992181391712275,0.9913995308835027
ENSCATT00000047982,0.9781078967943706,0.9437060203283816,0.965598123534011,0.9632525410476935,0.9483971853010165,0.9937451133698202,0.9632525410476935,1.0,0.9640344018764659,0.965598123534011,0.9749804534792806,0.965598123534011,0.962470680218921,0.9601250977326036
ENSMFAT00000043234,0.9499609069585614,0.9734167318217357,0.9960906958561376,0.9992181391712275,0.9734167318217357,0.9702892885066459,0.99687255668491,0.9640344018764659,1.0,0.9960906958561376,0.9452697419859265,0.9960906958561376,0.9960906958561376,0.9913995308835027
ENSPANT00000051321,0.9530883502736512,0.9749804534792806,0.9937451133698202,0.9953088350273651,0.9734167318217357,0.9671618451915559,0.9945269741985927,0.965598123534011,0.9960906958561376,1.0,0.947615324472244,1.0,0.9937451133698202,0.9906176700547302
ENSPTRT00000089301,0.9601250977326036,0.9343236903831118,0.944487881157154,0.944487881157154,0.9382329945269742,0.9749804534792806,0.9452697419859265,0.9749804534792806,0.9452697419859265,0.947615324472244,1.0,0.947615324472244,0.944487881157154,0.9437060203283816
ENSTGET00000002550,0.9530883502736512,0.9749804534792806,0.9937451133698202,0.9953088350273651,0.9734167318217357,0.9671618451915559,0.9945269741985927,0.965598123534011,0.9960906958561376,1.0,0.947615324472244,1.0,0.9937451133698202,0.9906176700547302
ENSTGET00000006080,0.9483971853010165,0.9734167318217357,0.9953088350273651,0.9953088350273651,0.9734167318217357,0.9671618451915559,0.9992181391712275,0.962470680218921,0.9960906958561376,0.9937451133698202,0.944487881157154,0.9937451133698202,1.0,0.9906176700547302
ENSPTET00000036849,0.944487881157154,0.9726348709929633,0.9921813917122753,0.9906176700547302,0.9718530101641908,0.9616888193901486,0.9913995308835027,0.9601250977326036,0.9913995308835027,0.9906176700547302,0.9437060203283816,0.9906176700547302,0.9906176700547302,1.0
