	ENSDNVT00000003995	ENSARWT00000007795	ENSAOWT00000004074	ENSAHAT00000021116	ENSAHAT00000021102	ENSAHAT00000021128	ENSARWT00000007799	ENSARWT00000007798	ENSDNVT00000004011	ENSARWT00000007796	ENSARWT00000007797	ENSDNVT00000004059	ENSAHAT00000021134	ENSDNVT00000004033	ENSARWT00000007800	ENSAOWT00000004082
ENSDNVT00000003995	1.0	0.9654214263661623	0.966038900895338	0.9397962334053721	0.966347638159926	0.9206545230009262	0.9191108366779871	0.9067613460944736	0.9712874343933312	0.9391787588761964	0.9197283112071628	0.9610991046619328	0.8765050941648657	0.9536894103118246	0.8755788823711022	0.9194195739425748
ENSARWT00000007795	0.9654214263661623	1.0	0.9975301018832972	0.969743748070392	0.9972213646187096	0.950910774930534	0.9490583513430072	0.9351651744365544	0.9413399197283112	0.9722136461870948	0.9536894103118246	0.930534115467737	0.9058351343007099	0.9197283112071628	0.907996295152825	0.9468971904908924
ENSAOWT00000004074	0.966038900895338	0.9975301018832972	1.0	0.9719049089225068	0.9996912627354122	0.9533806730472368	0.9468971904908924	0.9326952763198518	0.9419573942574868	0.97005248533498	0.951219512195122	0.9308428527323248	0.9076875578882372	0.9203457857363384	0.906143871565298	0.9490583513430072
ENSAHAT00000021116	0.9397962334053721	0.969743748070392	0.9719049089225068	1.0	0.9722136461870948	0.9259030564989196	0.9191108366779871	0.9049089225069464	0.9157147267675207	0.9975301018832972	0.9234331583822168	0.9046001852423587	0.8802099413399197	0.8941031182463723	0.8783575177523927	0.9209632602655141
ENSAHAT00000021102	0.966347638159926	0.9972213646187096	0.9996912627354122	0.9722136461870948	1.0	0.9536894103118246	0.9465884532263044	0.932386539055264	0.9422661315220748	0.969743748070392	0.950910774930534	0.9311515899969126	0.907996295152825	0.9206545230009262	0.9058351343007099	0.9487496140784192
ENSAHAT00000021128	0.9206545230009262	0.950910774930534	0.9533806730472368	0.9259030564989196	0.9536894103118246	1.0	0.900277863538129	0.8860759493670886	0.8965730163630751	0.9234331583822168	0.9972213646187096	0.885458474837913	0.8616857054646496	0.9669651126891016	0.8595245446125347	0.902439024390244
ENSARWT00000007799	0.9191108366779871	0.9490583513430072	0.9468971904908924	0.9191108366779871	0.9465884532263044	0.900277863538129	1.0	0.917567150355048	0.8950293300401359	0.921271997530102	0.9027477616548316	0.9487496140784192	0.855202222908305	0.8734177215189873	0.8570546464958321	0.9978388391478852
ENSARWT00000007798	0.9067613460944736	0.9351651744365544	0.9326952763198518	0.9049089225069464	0.932386539055264	0.8860759493670886	0.917567150355048	1.0	0.8826798394566224	0.9073788206236492	0.8888545847483791	0.8718740351960481	0.8410003087372646	0.8610682309354739	0.8431614695893794	0.9154059895029331
ENSDNVT00000004011	0.9712874343933312	0.9413399197283112	0.9419573942574868	0.9157147267675207	0.9422661315220748	0.8965730163630751	0.8950293300401359	0.8826798394566224	1.0	0.9150972522383451	0.8956468045693116	0.932386539055264	0.8524235875270145	0.924976844705156	0.851497375733251	0.8953380673047237
ENSARWT00000007796	0.9391787588761964	0.9722136461870948	0.97005248533498	0.9975301018832972	0.969743748070392	0.9234331583822168	0.921271997530102	0.9073788206236492	0.9150972522383451	1.0	0.9259030564989196	0.9042914479777711	0.8783575177523927	0.8934856437171966	0.8802099413399197	0.9194195739425748
ENSARWT00000007797	0.9197283112071628	0.9536894103118246	0.951219512195122	0.9234331583822168	0.950910774930534	0.9972213646187096	0.9027477616548316	0.8888545847483791	0.8956468045693116	0.9259030564989196	1.0	0.8848410003087372	0.8595245446125347	0.966038900895338	0.8616857054646496	0.9005866008027169
ENSDNVT00000004059	0.9610991046619328	0.930534115467737	0.9308428527323248	0.9046001852423587	0.9311515899969126	0.885458474837913	0.9487496140784192	0.8718740351960481	0.932386539055264	0.9042914479777711	0.8848410003087372	1.0	0.8413090460018524	0.9147885149737572	0.8406915714726767	0.9490583513430072
ENSAHAT00000021134	0.8765050941648657	0.9058351343007099	0.9076875578882372	0.8802099413399197	0.907996295152825	0.8616857054646496	0.855202222908305	0.8410003087372646	0.8524235875270145	0.8783575177523927	0.8595245446125347	0.8413090460018524	1.0	0.8308119790058659	0.9978388391478852	0.8567459092312442
ENSDNVT00000004033	0.9536894103118246	0.9197283112071628	0.9203457857363384	0.8941031182463723	0.9206545230009262	0.9669651126891016	0.8734177215189873	0.8610682309354739	0.924976844705156	0.8934856437171966	0.966038900895338	0.9147885149737572	0.8308119790058659	1.0	0.8298857672121025	0.8737264587835751
ENSARWT00000007800	0.8755788823711022	0.907996295152825	0.906143871565298	0.8783575177523927	0.9058351343007099	0.8595245446125347	0.8570546464958321	0.8431614695893794	0.851497375733251	0.8802099413399197	0.8616857054646496	0.8406915714726767	0.9978388391478852	0.8298857672121025	1.0	0.8555109601728929
ENSAOWT00000004082	0.9194195739425748	0.9468971904908924	0.9490583513430072	0.9209632602655141	0.9487496140784192	0.902439024390244	0.9978388391478852	0.9154059895029331	0.8953380673047237	0.9194195739425748	0.9005866008027169	0.9490583513430072	0.8567459092312442	0.8737264587835751	0.8555109601728929	1.0
