	ENSXMAT00000035701	ENSACLT00000035924	ENSHBUT00000016581	ENSFHET00000004273	ENSOMET00000028142	ENSFHET00000004262	ENSHBUT00000016588	ENSXMAT00000007027	ENSHBUT00000031466	ENSMZET00005028194
ENSXMAT00000035701	1.0	0.4051935325820677	0.4737873591376776	0.4507594316511514	0.36746692797648217	0.4777070063694268	0.4326310632043116	0.9838314551690348	0.3272905438510534	0.40470357667809903
ENSACLT00000035924	0.4051935325820677	1.0	0.8368446839784419	0.7114159725624694	0.6766291033806957	0.7368936795688388	0.8780009799118079	0.4140127388535032	0.9059284664380206	0.9990200881920628
ENSHBUT00000016581	0.4737873591376776	0.8368446839784419	1.0	0.5781479666829985	0.5467907888290053	0.6036256736893679	0.958843704066634	0.4826065654091132	0.7525722684958354	0.8358647721705047
ENSFHET00000004273	0.4507594316511514	0.7114159725624694	0.5781479666829985	1.0	0.6692797648211661	0.9715825575698188	0.6158745712885839	0.458108770210681	0.6727094561489466	0.7109260166585007
ENSOMET00000028142	0.36746692797648217	0.6766291033806957	0.5467907888290053	0.6692797648211661	1.0	0.6545810877021068	0.5854973052425282	0.37971582557569816	0.6398824105830475	0.6761391474767271
ENSFHET00000004262	0.4777070063694268	0.7368936795688388	0.6036256736893679	0.9715825575698188	0.6545810877021068	1.0	0.6413522782949534	0.4850563449289565	0.6580107790298874	0.7364037236648702
ENSHBUT00000016588	0.4326310632043116	0.8780009799118079	0.958843704066634	0.6158745712885839	0.5854973052425282	0.6413522782949534	1.0	0.4414502694757472	0.7937285644292014	0.8770210681038707
ENSXMAT00000007027	0.9838314551690348	0.4140127388535032	0.4826065654091132	0.458108770210681	0.37971582557569816	0.4850563449289565	0.4414502694757472	1.0	0.33610975012248906	0.4135227829495345
ENSHBUT00000031466	0.3272905438510534	0.9059284664380206	0.7525722684958354	0.6727094561489466	0.6398824105830475	0.6580107790298874	0.7937285644292014	0.33610975012248906	1.0	0.9049485546300832
ENSMZET00005028194	0.40470357667809903	0.9990200881920628	0.8358647721705047	0.7109260166585007	0.6761391474767271	0.7364037236648702	0.8770210681038707	0.4135227829495345	0.9049485546300832	1.0
