,FBtr0300811,ENSCSET00000026449,ENSGWIT00000056170,C42D4.8.1,ENSGACT00000003019,ENSCGOT00000052113,ENSCGOT00000052131,ENSPRNT00000052476,ENSPRNT00000052477,ENSGWIT00000056163,ENSGWIT00000056164,ENSGWIT00000056167,ENSPRNT00000052480,ENSHCOT00000014029
FBtr0300811,1.0,0.2816174046808043,0.38819909900010985,0.3178771563564444,0.2804087462916163,0.2810680145039006,0.2840347214591803,0.2761235029117679,0.2800791121854741,0.2755741127348643,0.2795297220085705,0.2730469179211076,0.3917151961322931,0.2811778925392814
ENSCSET00000026449,0.2816174046808043,1.0,0.6583891880013185,0.37270629601142735,0.9315459839578069,0.9351719591253709,0.9273706186133392,0.9253928139764861,0.9293484232501923,0.9195692781013075,0.9235248873750137,0.9160531809691242,0.6693769915393912,0.9183606197121196
ENSGWIT00000056170,0.38819909900010985,0.6583891880013185,1.0,0.5026920118668278,0.663443577628832,0.6652016261949236,0.6681683331502033,0.661026260850456,0.6649818701241622,0.6822327216789363,0.6861883309526425,0.6875068673772113,0.96374024832436,0.6592682122843644
C42D4.8.1,0.3178771563564444,0.37270629601142735,0.5026920118668278,1.0,0.37061861333919355,0.37138775958685866,0.36897044280848257,0.36908032084386333,0.3730359301175695,0.36534446764091855,0.36930007691462474,0.36270739479178116,0.5092846939896715,0.3709482474453356
ENSGACT00000003019,0.2804087462916163,0.9315459839578069,0.663443577628832,0.37061861333919355,1.0,0.956048785847709,0.9483573233710582,0.9373695198329853,0.9413251291066915,0.925832326118009,0.9297879353917152,0.922206350950445,0.6767388199099,0.9307768377101417
ENSCGOT00000052113,0.2810680145039006,0.9351719591253709,0.6652016261949236,0.37138775958685866,0.956048785847709,1.0,0.9913196352049225,0.9393473244698385,0.9433029337435447,0.9281397648610042,0.9320953741347104,0.9244039116580596,0.6765190638391385,0.9281397648610042
ENSCGOT00000052131,0.2840347214591803,0.9273706186133392,0.6681683331502033,0.36897044280848257,0.9483573233710582,0.9913196352049225,1.0,0.9319854960993298,0.9359411053730359,0.9207779364904956,0.9247335457642017,0.9170420832875508,0.6794857707944182,0.920997692561257
ENSPRNT00000052476,0.2761235029117679,0.9253928139764861,0.661026260850456,0.36908032084386333,0.9373695198329853,0.9393473244698385,0.9319854960993298,1.0,0.9960443907262938,0.9331941544885177,0.9297879353917152,0.9220964729150642,0.6914624766509175,0.9155037907922207
ENSPRNT00000052477,0.2800791121854741,0.9293484232501923,0.6649818701241622,0.3730359301175695,0.9413251291066915,0.9433029337435447,0.9359411053730359,0.9960443907262938,1.0,0.9297879353917152,0.9337435446654214,0.9260520821887704,0.6954180859246236,0.9194594000659269
ENSGWIT00000056163,0.2755741127348643,0.9195692781013075,0.6822327216789363,0.36534446764091855,0.925832326118009,0.9281397648610042,0.9207779364904956,0.9331941544885177,0.9297879353917152,1.0,0.9960443907262938,0.9876936600373585,0.6695967476101528,0.9112185474123723
ENSGWIT00000056164,0.2795297220085705,0.9235248873750137,0.6861883309526425,0.36930007691462474,0.9297879353917152,0.9320953741347104,0.9247335457642017,0.9297879353917152,0.9337435446654214,0.9960443907262938,1.0,0.9916492693110647,0.673552356883859,0.9151741566860785
ENSGWIT00000056167,0.2730469179211076,0.9160531809691242,0.6875068673772113,0.36270739479178116,0.922206350950445,0.9244039116580596,0.9170420832875508,0.9220964729150642,0.9260520821887704,0.9876936600373585,0.9916492693110647,1.0,0.665860894407208,0.9073728161740469
ENSPRNT00000052480,0.3917151961322931,0.6693769915393912,0.96374024832436,0.5092846939896715,0.6767388199099,0.6765190638391385,0.6794857707944182,0.6914624766509175,0.6954180859246236,0.6695967476101528,0.673552356883859,0.665860894407208,1.0,0.6678386990440611
ENSHCOT00000014029,0.2811778925392814,0.9183606197121196,0.6592682122843644,0.3709482474453356,0.9307768377101417,0.9281397648610042,0.920997692561257,0.9155037907922207,0.9194594000659269,0.9112185474123723,0.9151741566860785,0.9073728161740469,0.6678386990440611,1.0
