	FBtr0339651	FBtr0339650	FBtr0347014	FBtr0087890	FBtr0303566	FBtr0303565	FBtr0087888	FBtr0087889	FBtr0087887	YOL004W_mRNA	ENSCINT00000018503	F02E9.4a.1	ENSCINT00000022019	FBtr0304683	ENSCINT00000018502	F02E9.4b.1
FBtr0339651	1.0	0.9413943485273912	0.9926518907939542	0.9431865702849632	0.9944441125515264	0.9431865702849632	0.9944441125515264	0.9989246669454568	0.9431865702849632	0.4396917378576977	0.5444769699504152	0.4402294043849693	0.57118107413824	0.9424696815819344	0.5450146364776869	0.4398709600334548
FBtr0339650	0.9413943485273912	1.0	0.9344046836728598	0.998207778242428	0.936196905430432	0.998207778242428	0.936196905430432	0.9406774598243622	0.998207778242428	0.3835951968456897	0.5008064997909074	0.3841328633729614	0.5150845331262321	0.9989246669454568	0.5013441663181791	0.3837744190214469
FBtr0347014	0.9926518907939542	0.9344046836728598	1.0	0.936196905430432	0.9874544476969952	0.936196905430432	0.9874544476969952	0.9919350020909252	0.936196905430432	0.4327020730031663	0.5481808949160643	0.4332397395304379	0.5641914092837087	0.9354800167274032	0.548718561443336	0.4328812951789235
FBtr0087890	0.9431865702849632	0.998207778242428	0.936196905430432	1.0	0.937989127188004	1.0	0.937989127188004	0.9424696815819344	1.0	0.3832367524941753	0.5004480554393931	0.3837744190214469	0.5147260887747177	0.9992831112969712	0.5009857219666647	0.3834159746699325
FBtr0303566	0.9944441125515264	0.936196905430432	0.9874544476969952	0.937989127188004	1.0	0.937989127188004	1.0	0.9937272238484977	0.937989127188004	0.4344942947607384	0.5392795268534559	0.43503196128801	0.5659836310412808	0.9372722384849752	0.5398171933807276	0.4346735169364956
FBtr0303565	0.9431865702849632	0.998207778242428	0.936196905430432	1.0	0.937989127188004	1.0	0.937989127188004	0.9424696815819344	1.0	0.3832367524941753	0.5004480554393931	0.3837744190214469	0.5147260887747177	0.9992831112969712	0.5009857219666647	0.3834159746699325
FBtr0087888	0.9944441125515264	0.936196905430432	0.9874544476969952	0.937989127188004	1.0	0.937989127188004	1.0	0.9937272238484977	0.937989127188004	0.4344942947607384	0.5392795268534559	0.43503196128801	0.5659836310412808	0.9372722384849752	0.5398171933807276	0.4346735169364956
FBtr0087889	0.9989246669454568	0.9406774598243622	0.9919350020909252	0.9424696815819344	0.9937272238484977	0.9424696815819344	0.9937272238484977	1.0	0.9424696815819344	0.4389748491546688	0.5437600812473864	0.4395125156819404	0.5704641854352112	0.9417527928789056	0.544297747774658	0.4391540713304259
FBtr0087887	0.9431865702849632	0.998207778242428	0.936196905430432	1.0	0.937989127188004	1.0	0.937989127188004	0.9424696815819344	1.0	0.3832367524941753	0.5004480554393931	0.3837744190214469	0.5147260887747177	0.9992831112969712	0.5009857219666647	0.3834159746699325
YOL004W_mRNA	0.4396917378576977	0.3835951968456897	0.4327020730031663	0.3832367524941753	0.4344942947607384	0.3832367524941753	0.4344942947607384	0.4389748491546688	0.3832367524941753	1.0	0.5028376844494892	0.492024613178804	0.5349184539100305	0.3825198637911464	0.5033753509767609	0.4916661688272896
ENSCINT00000018503	0.5444769699504152	0.5008064997909074	0.5481808949160643	0.5004480554393931	0.5392795268534559	0.5004480554393931	0.5392795268534559	0.5437600812473864	0.5004480554393931	0.5028376844494892	1.0	0.5778122946412569	0.9679192305394588	0.4997311667363642	0.9991038891212142	0.5776928131907522
F02E9.4a.1	0.4402294043849693	0.3841328633729614	0.4332397395304379	0.3837744190214469	0.43503196128801	0.3837744190214469	0.43503196128801	0.4395125156819404	0.3837744190214469	0.492024613178804	0.5778122946412569	1.0	0.6098930641017982	0.3830575303184181	0.5783499611685285	0.9996415556484856
ENSCINT00000022019	0.57118107413824	0.5150845331262321	0.5641914092837087	0.5147260887747177	0.5659836310412808	0.5147260887747177	0.5659836310412808	0.5704641854352112	0.5147260887747177	0.5349184539100305	0.9679192305394588	0.6098930641017982	1.0	0.5140092000716888	0.9670231196606728	0.6097735826512933
FBtr0304683	0.9424696815819344	0.9989246669454568	0.9354800167274032	0.9992831112969712	0.9372722384849752	0.9992831112969712	0.9372722384849752	0.9417527928789056	0.9992831112969712	0.3825198637911464	0.4997311667363642	0.3830575303184181	0.5140092000716888	1.0	0.5002688332636358	0.3826990859669037
ENSCINT00000018502	0.5450146364776869	0.5013441663181791	0.548718561443336	0.5009857219666647	0.5398171933807276	0.5009857219666647	0.5398171933807276	0.544297747774658	0.5009857219666647	0.5033753509767609	0.9991038891212142	0.5783499611685285	0.9670231196606728	0.5002688332636358	1.0	0.5782304797180238
F02E9.4b.1	0.4398709600334548	0.3837744190214469	0.4328812951789235	0.3834159746699325	0.4346735169364956	0.3834159746699325	0.4346735169364956	0.4391540713304259	0.3834159746699325	0.4916661688272896	0.5776928131907522	0.9996415556484856	0.6097735826512933	0.3826990859669037	0.5782304797180238	1.0
