,ENSACLT00000019985,ENSCSET00000022068,ENSACLT00000019992,ENSCSET00000022057,ENSMMOT00000012672,ENSMZET00005027833,ENSMMOT00000012779,ENSPNYT00000021249,ENSHBUT00000017544,ENSHBUT00000017531,ENSMMOT00000012997
ENSACLT00000019985,1.0,0.8892988929889298,0.9177648919346336,0.8892988929889298,0.8761201897733263,0.9994728518713759,0.8365840801265155,0.9968371112282551,0.9968371112282551,0.915129151291513,0.6452293094359515
ENSCSET00000022068,0.8892988929889298,1.0,0.8186610437532946,1.0,0.8608328940432262,0.8892988929889298,0.8212967843964154,0.8877174486030575,0.8877174486030575,0.8176067474960463,0.628360569319979
ENSACLT00000019992,0.9177648919346336,0.8186610437532946,1.0,0.8186610437532946,0.8033737480231945,0.9177648919346336,0.7638376383763837,0.915656299420137,0.915129151291513,0.9973642593568793,0.5724828676858197
ENSCSET00000022057,0.8892988929889298,1.0,0.8186610437532946,1.0,0.8608328940432262,0.8892988929889298,0.8212967843964154,0.8877174486030575,0.8877174486030575,0.8176067474960463,0.628360569319979
ENSMMOT00000012672,0.8761201897733263,0.8608328940432262,0.8033737480231945,0.8608328940432262,1.0,0.8761201897733263,0.9351607801792303,0.8755930416447022,0.8755930416447022,0.8033737480231945,0.7105956773853452
ENSMZET00005027833,0.9994728518713759,0.8892988929889298,0.9177648919346336,0.8892988929889298,0.8761201897733263,1.0,0.8365840801265155,0.996309963099631,0.996309963099631,0.915129151291513,0.6452293094359515
ENSMMOT00000012779,0.8365840801265155,0.8212967843964154,0.7638376383763837,0.8212967843964154,0.9351607801792303,0.8365840801265155,1.0,0.8360569319978914,0.8360569319978914,0.7638376383763837,0.7079599367422246
ENSPNYT00000021249,0.9968371112282551,0.8877174486030575,0.915656299420137,0.8877174486030575,0.8755930416447022,0.996309963099631,0.8360569319978914,1.0,0.9978914074855034,0.9161834475487612,0.6441750131787032
ENSHBUT00000017544,0.9968371112282551,0.8877174486030575,0.915129151291513,0.8877174486030575,0.8755930416447022,0.996309963099631,0.8360569319978914,0.9978914074855034,1.0,0.9177648919346336,0.6441750131787032
ENSHBUT00000017531,0.915129151291513,0.8176067474960463,0.9973642593568793,0.8176067474960463,0.8033737480231945,0.915129151291513,0.7638376383763837,0.9161834475487612,0.9177648919346336,1.0,0.5719557195571956
ENSMMOT00000012997,0.6452293094359515,0.628360569319979,0.5724828676858197,0.628360569319979,0.7105956773853452,0.6452293094359515,0.7079599367422246,0.6441750131787032,0.6441750131787032,0.5719557195571956,1.0
