	ENSNLET00000058976	ENSPANT00000047640	ENSRBIT00000004873	ENSMFAT00000068338	ENSMNET00000044327	ENSMLET00000030210	ENSGGOT00000043976	ENSPPAT00000028287	ENSPTRT00000101244	ENSRROT00000057814
ENSNLET00000058976	1.0	0.9022988505747126	0.9597701149425288	0.8965517241379308	0.8994252873563219	0.8994252873563219	0.9683908045977012	0.9597701149425288	0.9597701149425288	0.9597701149425288
ENSPANT00000047640	0.9022988505747126	1.0	0.9310344827586208	0.9798850574712644	0.9827586206896552	0.9913793103448276	0.8994252873563219	0.8850574712643678	0.8850574712643678	0.9310344827586208
ENSRBIT00000004873	0.9597701149425288	0.9310344827586208	1.0	0.9252873563218392	0.9281609195402298	0.9281609195402298	0.9511494252873564	0.942528735632184	0.942528735632184	1.0
ENSMFAT00000068338	0.8965517241379308	0.9798850574712644	0.9252873563218392	1.0	0.9971264367816092	0.9770114942528736	0.8936781609195402	0.8793103448275862	0.8793103448275862	0.9252873563218392
ENSMNET00000044327	0.8994252873563219	0.9827586206896552	0.9281609195402298	0.9971264367816092	1.0	0.9798850574712644	0.8965517241379308	0.882183908045977	0.882183908045977	0.9281609195402298
ENSMLET00000030210	0.8994252873563219	0.9913793103448276	0.9281609195402298	0.9770114942528736	0.9798850574712644	1.0	0.8965517241379308	0.8879310344827587	0.8879310344827587	0.9281609195402298
ENSGGOT00000043976	0.9683908045977012	0.8994252873563219	0.9511494252873564	0.8936781609195402	0.8965517241379308	0.8965517241379308	1.0	0.9683908045977012	0.9683908045977012	0.9511494252873564
ENSPPAT00000028287	0.9597701149425288	0.8850574712643678	0.942528735632184	0.8793103448275862	0.882183908045977	0.8879310344827587	0.9683908045977012	1.0	1.0	0.942528735632184
ENSPTRT00000101244	0.9597701149425288	0.8850574712643678	0.942528735632184	0.8793103448275862	0.882183908045977	0.8879310344827587	0.9683908045977012	1.0	1.0	0.942528735632184
ENSRROT00000057814	0.9597701149425288	0.9310344827586208	1.0	0.9252873563218392	0.9281609195402298	0.9281609195402298	0.9511494252873564	0.942528735632184	0.942528735632184	1.0
