,ENSCGOT00000019668,ENSCGOT00000019578,ENSCGOT00000019660,FBtr0083933,FBtr0083934,ENSCGOT00000019615,Y22D7AR.13.1,K02F2.6.1,FBtr0110936,FBtr0330713,FBtr0330712,ENSCINT00000026999,ENSEBUT00000013274,FBtr0346759,ENSCGOT00000019628,Y22D7AR.13.2
ENSCGOT00000019668,1.0,0.9552712037141886,0.9394179594609897,0.7386479447401201,0.7359302457252859,0.975540708866493,0.7968519986411505,0.7856414902049598,0.699920733778734,0.7359302457252859,0.7233608877816782,0.810440493715321,0.82708640018118,0.7124900917223418,0.9732759596874646,0.7968519986411505
ENSCGOT00000019578,0.9552712037141886,1.0,0.9143924810327256,0.7080738308232363,0.7053561318084022,0.9588948024006342,0.7723927075076436,0.7729588948024007,0.6729702185482958,0.7053561318084022,0.6927867738647945,0.8036462461782358,0.808288981995244,0.6855395764919036,0.937606160117767,0.7723927075076436
ENSCGOT00000019660,0.9394179594609897,0.9143924810327256,1.0,0.7498584531763107,0.7471407541614766,0.9448533574906579,0.7914166006114822,0.7911901256935794,0.7111312422149247,0.7471407541614766,0.7345713962178688,0.8216510021515118,0.8382969086173706,0.7237006001585324,0.9507417053561318,0.7914166006114822
FBtr0083933,0.7386479447401201,0.7080738308232363,0.7498584531763107,1.0,0.9269618389763333,0.7337787340052089,0.7068282187747706,0.7203034763899898,0.8909523270297814,0.9269618389763333,0.9847129430415581,0.7368361453968973,0.8079492696183898,0.9035216849733892,0.7567659381723474,0.7068282187747706
FBtr0083934,0.7359302457252859,0.7053561318084022,0.7471407541614766,0.9269618389763333,1.0,0.7310610349903748,0.7038840448420337,0.7156607405729816,0.9639904880534481,1.0,0.9116747820178915,0.7341184463820631,0.8000226474917903,0.9765598459970558,0.7540482391575133,0.7038840448420337
ENSCGOT00000019615,0.975540708866493,0.9588948024006342,0.9448533574906579,0.7337787340052089,0.7310610349903748,1.0,0.7967387611821991,0.7826973162722228,0.6950515230438229,0.7310610349903748,0.7184916770467671,0.8114596308458838,0.824142226248443,0.7076208809874306,0.9687464613294078,0.7967387611821991
Y22D7AR.13.1,0.7968519986411505,0.7723927075076436,0.7914166006114822,0.7068282187747706,0.7038840448420337,0.7967387611821991,1.0,0.7263050617144151,0.6678745328954818,0.7038840448420337,0.6915411618163289,0.8293511493602084,0.8060242328162156,0.6804438908390895,0.8116861057637866,1.0
K02F2.6.1,0.7856414902049598,0.7729588948024007,0.7911901256935794,0.7203034763899898,0.7156607405729816,0.7826973162722228,0.7263050617144151,1.0,0.6858792888687578,0.7156607405729816,0.7050164194315479,0.7744309817687691,0.7920960253651909,0.6984486468123655,0.8054580455214585,0.7263050617144151
FBtr0110936,0.699920733778734,0.6729702185482958,0.7111312422149247,0.8909523270297814,0.9639904880534481,0.6950515230438229,0.6678745328954818,0.6858792888687578,1.0,0.9639904880534481,0.8756652700713397,0.6981089344355113,0.7649190352168498,0.9874306420563923,0.7180387272109614,0.6678745328954818
FBtr0330713,0.7359302457252859,0.7053561318084022,0.7471407541614766,0.9269618389763333,1.0,0.7310610349903748,0.7038840448420337,0.7156607405729816,0.9639904880534481,1.0,0.9116747820178915,0.7341184463820631,0.8000226474917903,0.9765598459970558,0.7540482391575133,0.7038840448420337
FBtr0330712,0.7233608877816782,0.6927867738647945,0.7345713962178688,0.9847129430415581,0.9116747820178915,0.7184916770467671,0.6915411618163289,0.7050164194315479,0.8756652700713397,0.9116747820178915,1.0,0.7215490884384554,0.792662212659948,0.8882346280149473,0.7414788812139056,0.6915411618163289
ENSCINT00000026999,0.810440493715321,0.8036462461782358,0.8216510021515118,0.7368361453968973,0.7341184463820631,0.8114596308458838,0.8293511493602084,0.7744309817687691,0.6981089344355113,0.7341184463820631,0.7215490884384554,1.0,0.8577737515570151,0.7106782923791191,0.8274261125580342,0.8293511493602084
ENSEBUT00000013274,0.82708640018118,0.808288981995244,0.8382969086173706,0.8079492696183898,0.8000226474917903,0.824142226248443,0.8060242328162156,0.7920960253651909,0.7649190352168498,0.8000226474917903,0.792662212659948,0.8577737515570151,1.0,0.7774883931604575,0.8466764805797757,0.8060242328162156
FBtr0346759,0.7124900917223418,0.6855395764919036,0.7237006001585324,0.9035216849733892,0.9765598459970558,0.7076208809874306,0.6804438908390895,0.6984486468123655,0.9874306420563923,0.9765598459970558,0.8882346280149473,0.7106782923791191,0.7774883931604575,1.0,0.7306080851545691,0.6804438908390895
ENSCGOT00000019628,0.9732759596874646,0.937606160117767,0.9507417053561318,0.7567659381723474,0.7540482391575133,0.9687464613294078,0.8116861057637866,0.8054580455214585,0.7180387272109614,0.7540482391575133,0.7414788812139056,0.8274261125580342,0.8466764805797757,0.7306080851545691,1.0,0.8116861057637866
Y22D7AR.13.2,0.7968519986411505,0.7723927075076436,0.7914166006114822,0.7068282187747706,0.7038840448420337,0.7967387611821991,1.0,0.7263050617144151,0.6678745328954818,0.7038840448420337,0.6915411618163289,0.8293511493602084,0.8060242328162156,0.6804438908390895,0.8116861057637866,1.0
