,ENSPLAT00000005491,ENSLCRT00005011315,ENSPMET00000007734,ENSXCOT00000000885,ENSCVAT00000030087,ENSHBUT00000001444,ENSAPOT00000011363,ENSAOCT00000017839,ENSGAFT00000021295,ENSTRUT00000051089,ENSXMAT00000040902
ENSPLAT00000005491,1.0,0.6633204633204633,0.9984555984555985,0.8555984555984556,0.8316602316602316,0.711969111969112,0.6640926640926641,0.583011583011583,0.745945945945946,0.7675675675675676,0.7621621621621621
ENSLCRT00005011315,0.6633204633204633,1.0,0.6625482625482626,0.7629343629343629,0.6710424710424711,0.7088803088803088,0.6332046332046332,0.5513513513513514,0.7243243243243244,0.6525096525096525,0.6386100386100386
ENSPMET00000007734,0.9984555984555985,0.6625482625482626,1.0,0.8571428571428571,0.8316602316602316,0.711969111969112,0.6640926640926641,0.583011583011583,0.7467181467181467,0.7683397683397684,0.7637065637065638
ENSXCOT00000000885,0.8555984555984556,0.7629343629343629,0.8571428571428571,1.0,0.7335907335907336,0.7675675675675676,0.6517374517374518,0.5698841698841699,0.8223938223938224,0.7312741312741313,0.7822393822393823
ENSCVAT00000030087,0.8316602316602316,0.6710424710424711,0.8316602316602316,0.7335907335907336,1.0,0.6833976833976834,0.6988416988416989,0.6200772200772201,0.7274131274131274,0.7189189189189189,0.715057915057915
ENSHBUT00000001444,0.711969111969112,0.7088803088803088,0.711969111969112,0.7675675675675676,0.6833976833976834,1.0,0.5698841698841699,0.48880308880308876,0.7374517374517374,0.677992277992278,0.640926640926641
ENSAPOT00000011363,0.6640926640926641,0.6332046332046332,0.6640926640926641,0.6517374517374518,0.6988416988416989,0.5698841698841699,1.0,0.7351351351351352,0.6123552123552124,0.6633204633204633,0.7212355212355213
ENSAOCT00000017839,0.583011583011583,0.5513513513513514,0.583011583011583,0.5698841698841699,0.6200772200772201,0.48880308880308876,0.7351351351351352,1.0,0.5312741312741313,0.5806949806949807,0.5042471042471043
ENSGAFT00000021295,0.745945945945946,0.7243243243243244,0.7467181467181467,0.8223938223938224,0.7274131274131274,0.7374517374517374,0.6123552123552124,0.5312741312741313,1.0,0.661003861003861,0.7204633204633205
ENSTRUT00000051089,0.7675675675675676,0.6525096525096525,0.7683397683397684,0.7312741312741313,0.7189189189189189,0.677992277992278,0.6633204633204633,0.5806949806949807,0.661003861003861,1.0,0.6517374517374518
ENSXMAT00000040902,0.7621621621621621,0.6386100386100386,0.7637065637065638,0.7822393822393823,0.715057915057915,0.640926640926641,0.7212355212355213,0.5042471042471043,0.7204633204633205,0.6517374517374518,1.0
