,ENSPPYT00000029404,ENSNLET00000003632,ENSCSAT00000014126,ENST00000252744,ENSMODT00000024881,ENSPCIT00000022062,ENSGGOT00000016288,ENSPPAT00000062374,ENSPANT00000047443,ENSMMUT00000041615,ENSCATT00000034594,ENSTGET00000022644,ENSVURT00010031173,ENSRBIT00000031996,ENSPCIT00000067292
ENSPPYT00000029404,1.0,0.7701492537313432,0.8112514351320321,0.9308840413318026,0.8640642939150401,0.8424799081515499,0.4022962112514351,0.8789896670493685,0.9099885189437428,0.9086107921928818,0.9469575200918484,0.9014925373134328,0.8622273249138921,0.8509758897818599,0.8126291618828932
ENSNLET00000003632,0.7701492537313432,1.0,0.800459242250287,0.7490241102181401,0.7340987370838117,0.678760045924225,0.46773823191733643,0.8502870264064294,0.7278989667049368,0.7267508610792193,0.7648679678530425,0.7423650975889782,0.6985074626865672,0.8893226176808267,0.6486796785304249
ENSCSAT00000014126,0.8112514351320321,0.800459242250287,1.0,0.7882893226176808,0.7793340987370838,0.7152698048220436,0.583926521239954,0.9290470723306544,0.7724454649827784,0.7712973593570609,0.8094144661308841,0.79150401836969,0.7366245694603903,0.8932261768082663,0.6854190585533869
ENST00000252744,0.9308840413318026,0.7490241102181401,0.7882893226176808,1.0,0.8450057405281286,0.8838117106773823,0.3779563719862227,0.8574052812858783,0.9520091848450057,0.9582089552238806,0.9683122847301951,0.8971297359357061,0.9028702640642939,0.8293915040183697,0.8539609644087256
ENSMODT00000024881,0.8640642939150401,0.7340987370838117,0.7793340987370838,0.8450057405281286,1.0,0.8691159586681975,0.4059701492537313,0.842939150401837,0.8254879448909299,0.8241102181400689,0.860849598163031,0.8450057405281286,0.8847301951779564,0.8172215843857635,0.8365097588978186
ENSPCIT00000022062,0.8424799081515499,0.678760045924225,0.7152698048220436,0.8838117106773823,0.8691159586681975,1.0,0.3405281285878301,0.7784156142365097,0.8991963260619977,0.9026406429391504,0.8760045924225028,0.808036739380023,0.9568312284730195,0.7563719862227325,0.9662456946039035
ENSGGOT00000016288,0.4022962112514351,0.46773823191733643,0.583926521239954,0.3779563719862227,0.4059701492537313,0.3405281285878301,1.0,0.5187141216991963,0.3582089552238805,0.35752009184845,0.39517795637198616,0.3777267508610792,0.3621125143513203,0.48036739380022964,0.3742824339839266
ENSPPAT00000062374,0.8789896670493685,0.8502870264064294,0.9290470723306544,0.8574052812858783,0.842939150401837,0.7784156142365097,0.5187141216991963,1.0,0.8365097588978186,0.8355912743972446,0.8723306544202066,0.8557979334098738,0.7993111366245694,0.9380022962112514,0.748564867967853
ENSPANT00000047443,0.9099885189437428,0.7278989667049368,0.7724454649827784,0.9520091848450057,0.8254879448909299,0.8991963260619977,0.3582089552238805,0.8365097588978186,1.0,0.9908151549942594,0.9540757749712974,0.8858783008036739,0.8743972445464983,0.8137772675086108,0.869345579793341
ENSMMUT00000041615,0.9086107921928818,0.7267508610792193,0.7712973593570609,0.9582089552238806,0.8241102181400689,0.9026406429391504,0.35752009184845,0.8355912743972446,0.9908151549942594,1.0,0.9547646383467279,0.8835820895522388,0.8787600459242251,0.8130884041331803,0.8727898966704937
ENSCATT00000034594,0.9469575200918484,0.7648679678530425,0.8094144661308841,0.9683122847301951,0.860849598163031,0.8760045924225028,0.39517795637198616,0.8723306544202066,0.9540757749712974,0.9547646383467279,1.0,0.9200918484500574,0.895292766934558,0.8502870264064294,0.8461538461538461
ENSTGET00000022644,0.9014925373134328,0.7423650975889782,0.79150401836969,0.8971297359357061,0.8450057405281286,0.808036739380023,0.3777267508610792,0.8557979334098738,0.8858783008036739,0.8835820895522388,0.9200918484500574,1.0,0.8277841561423651,0.8319173363949484,0.7781859931113663
ENSVURT00010031173,0.8622273249138921,0.6985074626865672,0.7366245694603903,0.9028702640642939,0.8847301951779564,0.9568312284730195,0.3621125143513203,0.7993111366245694,0.8743972445464983,0.8787600459242251,0.895292766934558,0.8277841561423651,1.0,0.7770378874856487,0.9235361653272101
ENSRBIT00000031996,0.8509758897818599,0.8893226176808267,0.8932261768082663,0.8293915040183697,0.8172215843857635,0.7563719862227325,0.48036739380022964,0.9380022962112514,0.8137772675086108,0.8130884041331803,0.8502870264064294,0.8319173363949484,0.7770378874856487,1.0,0.7265212399540758
ENSPCIT00000067292,0.8126291618828932,0.6486796785304249,0.6854190585533869,0.8539609644087256,0.8365097588978186,0.9662456946039035,0.3742824339839266,0.748564867967853,0.869345579793341,0.8727898966704937,0.8461538461538461,0.7781859931113663,0.9235361653272101,0.7265212399540758,1.0
