	ENSCINT00000010578	FBtr0273289	FBtr0273288	FBtr0273286	FBtr0273285	FBtr0273290	FBtr0273291	ENSCSAVT00000011118	ENSCINT00000010575	FBtr0273287	ENSCSAVT00000011121	ENSCSAVT00000011116	ENSCSAVT00000011117
ENSCINT00000010578	1.0	0.24601537596099754	0.3312394524657791	0.25792237014813424	0.3106131633227076	0.2631726982936433	0.3924620288768048	0.8282392649540596	0.9549034314644664	0.2720795049690605	0.6632289518094879	0.7945809113069567	0.814363397712357
FBtr0273289	0.24601537596099754	1.0	0.7065441590099382	0.922651415713482	0.8306769173073317	0.934183386461654	0.7190136883555223	0.24882805175323466	0.2485467841740109	0.9167447965497844	0.3808363022688919	0.2520157509844365	0.24882805175323466
FBtr0273288	0.3312394524657791	0.7065441590099382	1.0	0.7765797862366398	0.7380461278829927	0.765047815488468	0.6380086255390962	0.3319894993437089	0.3298331145696606	0.7785486592912056	0.5285955372210763	0.3283330208138009	0.3319894993437089
FBtr0273286	0.25792237014813424	0.922651415713482	0.7765797862366398	1.0	0.9007125445340334	0.9884680292518282	0.7659853740858804	0.2613913369585599	0.2565160322520157	0.9637164822801424	0.4339958747421714	0.25773485842865185	0.2613913369585599
FBtr0273285	0.3106131633227076	0.8306769173073317	0.7380461278829927	0.9007125445340334	1.0	0.8891805737858616	0.8551471966997938	0.314363397712357	0.3092068254265892	0.9139321207575474	0.526439152447028	0.31070691918244897	0.314363397712357
FBtr0273290	0.2631726982936433	0.934183386461654	0.765047815488468	0.9884680292518282	0.8891805737858616	1.0	0.7775173448340521	0.2667354209638102	0.2617663603975249	0.9752484530283144	0.4393399587474217	0.2630789424339022	0.2667354209638102
FBtr0273291	0.3924620288768048	0.7190136883555223	0.6380086255390962	0.7659853740858804	0.8551471966997938	0.7775173448340521	1.0	0.3960247515469717	0.3910556909806863	0.8022688918057379	0.6081005062816426	0.3923682730170636	0.3960247515469717
ENSCSAVT00000011118	0.8282392649540596	0.24882805175323466	0.3319894993437089	0.2613913369585599	0.314363397712357	0.2667354209638102	0.3960247515469717	1.0	0.8048003000187511	0.2756422276392274	0.7541721357584849	0.9245265329083068	0.9549971873242078
ENSCINT00000010575	0.9549034314644664	0.2485467841740109	0.3298331145696606	0.2565160322520157	0.3092068254265892	0.2617663603975249	0.3910556909806863	0.8048003000187511	1.0	0.2706731670729421	0.6590099381211326	0.7957059816238515	0.7897993624601538
FBtr0273287	0.2720795049690605	0.9167447965497844	0.7785486592912056	0.9637164822801424	0.9139321207575474	0.9752484530283144	0.8022688918057379	0.2756422276392274	0.2706731670729421	1.0	0.4640915057191075	0.2719857491093194	0.2756422276392274
ENSCSAVT00000011121	0.6632289518094879	0.3808363022688919	0.5285955372210763	0.4339958747421714	0.526439152447028	0.4393399587474217	0.6081005062816426	0.7541721357584849	0.6590099381211326	0.4640915057191075	1.0	0.7613913369585599	0.7875492218263641
ENSCSAVT00000011116	0.7945809113069567	0.2520157509844365	0.3283330208138009	0.25773485842865185	0.31070691918244897	0.2630789424339022	0.3923682730170636	0.9245265329083068	0.7957059816238515	0.2719857491093194	0.7613913369585599	1.0	0.9359647477967372
ENSCSAVT00000011117	0.814363397712357	0.24882805175323466	0.3319894993437089	0.2613913369585599	0.314363397712357	0.2667354209638102	0.3960247515469717	0.9549971873242078	0.7897993624601538	0.2756422276392274	0.7875492218263641	0.9359647477967372	1.0
