	ENSHCOT00000025157	ENSCSET00000019651	ENSLBET00000013569	ENSCHAT00000044982	ENSCSET00000019623	ENSLBET00000013598	ENSDCDT00000052310	ENSHCOT00000028685	ENSDCDT00000052312	ENSCSET00000019611	ENSHCOT00000025165	ENSCSET00000019605	ENSHCOT00000025149	ENSCSET00000019667	ENSLBET00000013555	ENSCSET00000019638	ENSDCDT00000052307	ENSCHAT00000044969
ENSHCOT00000025157	1.0	0.7454545454545455	0.7448275862068966	0.6946708463949843	0.7648902821316614	0.6808777429467084	0.768025078369906	0.864576802507837	0.6351097178683386	0.7272727272727273	0.8457680250783699	0.6670846394984326	0.9078369905956112	0.6689655172413793	0.8231974921630094	0.8037617554858935	0.7059561128526646	0.6307210031347963
ENSCSET00000019651	0.7454545454545455	1.0	0.7147335423197492	0.6482758620689655	0.8940438871473354	0.6413793103448275	0.7247648902821316	0.6633228840125391	0.6934169278996866	0.8476489028213167	0.7197492163009405	0.9078369905956112	0.6670846394984326	0.7573667711598746	0.8006269592476489	0.9379310344827586	0.768025078369906	0.6884012539184953
ENSLBET00000013569	0.7448275862068966	0.7147335423197492	1.0	0.8175548589341692	0.7310344827586207	0.9078369905956112	0.7103448275862069	0.831974921630094	0.7404388714733542	0.8670846394984326	0.7749216300940439	0.8068965517241379	0.8369905956112853	0.7962382445141066	0.9078369905956112	0.7768025078369906	0.6482758620689655	0.7536050156739812
ENSCHAT00000044982	0.6946708463949843	0.6482758620689655	0.8175548589341692	1.0	0.6683385579937304	0.7542319749216301	0.7291536050156741	0.7818181818181819	0.7592476489028214	0.8006269592476489	0.7247648902821316	0.7404388714733542	0.7868338557993729	0.7410658307210032	0.7253918495297805	0.7103448275862069	0.6670846394984326	0.9360501567398121
ENSCSET00000019623	0.7648902821316614	0.8940438871473354	0.7310344827586207	0.6683385579937304	1.0	0.6576802507836991	0.7454545454545455	0.6827586206896552	0.6087774294670847	0.8620689655172413	0.6244514106583072	0.8018808777429467	0.6865203761755486	0.7717868338557994	0.8169278996865204	0.9523510971786834	0.6833855799373041	0.6043887147335423
ENSLBET00000013598	0.6808777429467084	0.6413793103448275	0.9078369905956112	0.7542319749216301	0.6576802507836991	1.0	0.664576802507837	0.8018808777429467	0.6946708463949843	0.7937304075235111	0.7109717868338558	0.7335423197492164	0.7730407523510971	0.8771159874608151	0.8156739811912226	0.7034482758620689	0.6025078369905956	0.690282131661442
ENSDCDT00000052310	0.768025078369906	0.7247648902821316	0.7103448275862069	0.7291536050156741	0.7454545454545455	0.664576802507837	1.0	0.6946708463949843	0.8457680250783699	0.7103448275862069	0.6351097178683386	0.6501567398119122	0.6971786833855799	0.6614420062695925	0.7849529780564264	0.7830721003134796	0.9379310344827586	0.6652037617554859
ENSHCOT00000028685	0.864576802507837	0.6633228840125391	0.831974921630094	0.7818181818181819	0.6827586206896552	0.8018808777429467	0.6946708463949843	1.0	0.7247648902821316	0.8156739811912226	0.8946708463949843	0.7554858934169278	0.9567398119122256	0.7912225705329153	0.7398119122257053	0.7253918495297805	0.6326018808777429	0.7178683385579937
ENSDCDT00000052312	0.6351097178683386	0.6934169278996866	0.7404388714733542	0.7592476489028214	0.6087774294670847	0.6946708463949843	0.8457680250783699	0.7247648902821316	1.0	0.7404388714733542	0.774294670846395	0.7855799373040753	0.7272727272727273	0.6915360501567398	0.6482758620689655	0.6501567398119122	0.9078369905956112	0.8031347962382445
ENSCSET00000019611	0.7272727272727273	0.8476489028213167	0.8670846394984326	0.8006269592476489	0.8620689655172413	0.7937304075235111	0.7103448275862069	0.8156739811912226	0.7404388714733542	1.0	0.7573667711598746	0.9398119122257054	0.819435736677116	0.909717868338558	0.7749216300940439	0.909717868338558	0.6482758620689655	0.7366771159874608
ENSHCOT00000025165	0.8457680250783699	0.7197492163009405	0.7749216300940439	0.7247648902821316	0.6244514106583072	0.7109717868338558	0.6351097178683386	0.8946708463949843	0.774294670846395	0.7573667711598746	1.0	0.8119122257053292	0.9379310344827586	0.6990595611285266	0.6827586206896552	0.6670846394984326	0.6821316614420063	0.768025078369906
ENSCSET00000019605	0.6670846394984326	0.9078369905956112	0.8068965517241379	0.7404388714733542	0.8018808777429467	0.7335423197492164	0.6501567398119122	0.7554858934169278	0.7855799373040753	0.9398119122257054	0.8119122257053292	1.0	0.7592476489028214	0.8495297805642633	0.7147335423197492	0.8495297805642633	0.6934169278996866	0.780564263322884
ENSHCOT00000025149	0.9078369905956112	0.6670846394984326	0.8369905956112853	0.7868338557993729	0.6865203761755486	0.7730407523510971	0.6971786833855799	0.9567398119122256	0.7272727272727273	0.819435736677116	0.9379310344827586	0.7592476489028214	1.0	0.761128526645768	0.7448275862068966	0.7291536050156741	0.6351097178683386	0.722884012539185
ENSCSET00000019667	0.6689655172413793	0.7573667711598746	0.7962382445141066	0.7410658307210032	0.7717868338557994	0.8771159874608151	0.6614420062695925	0.7912225705329153	0.6915360501567398	0.909717868338558	0.6990595611285266	0.8495297805642633	0.761128526645768	1.0	0.7040752351097179	0.819435736677116	0.5993730407523511	0.677115987460815
ENSLBET00000013555	0.8231974921630094	0.8006269592476489	0.9078369905956112	0.7253918495297805	0.8169278996865204	0.8156739811912226	0.7849529780564264	0.7398119122257053	0.6482758620689655	0.7749216300940439	0.6827586206896552	0.7147335423197492	0.7448275862068966	0.7040752351097179	1.0	0.8589341692789969	0.722884012539185	0.6614420062695925
ENSCSET00000019638	0.8037617554858935	0.9379310344827586	0.7768025078369906	0.7103448275862069	0.9523510971786834	0.7034482758620689	0.7830721003134796	0.7253918495297805	0.6501567398119122	0.909717868338558	0.6670846394984326	0.8495297805642633	0.7291536050156741	0.819435736677116	0.8589341692789969	1.0	0.7210031347962382	0.6463949843260188
ENSDCDT00000052307	0.7059561128526646	0.768025078369906	0.6482758620689655	0.6670846394984326	0.6833855799373041	0.6025078369905956	0.9379310344827586	0.6326018808777429	0.9078369905956112	0.6482758620689655	0.6821316614420063	0.6934169278996866	0.6351097178683386	0.5993730407523511	0.722884012539185	0.7210031347962382	1.0	0.7109717868338558
ENSCHAT00000044969	0.6307210031347963	0.6884012539184953	0.7536050156739812	0.9360501567398121	0.6043887147335423	0.690282131661442	0.6652037617554859	0.7178683385579937	0.8031347962382445	0.7366771159874608	0.768025078369906	0.780564263322884	0.722884012539185	0.677115987460815	0.6614420062695925	0.6463949843260188	0.7109717868338558	1.0
