,ENSMSIT00000007556,MGP_PahariEiJ_T0054151,MGP_CAROLIEiJ_T0085899,MGP_SPRETEiJ_T0089399,ENSMUST00000034382,ENSMUGT00000023539,ENSMUST00000212606,ENSMUST00000212874,ENSMSIT00000007567,ENSMUGT00000023533,ENSRNOT00000027209
ENSMSIT00000007556,1.0,0.9373470386686246,0.9730788056779246,0.9931473323543808,0.9877630934899657,0.15565345080763582,0.21145374449339205,0.9877630934899657,0.16397454723445914,0.8844836025452766,0.9025942241801272
MGP_PahariEiJ_T0054151,0.9373470386686246,1.0,0.9358786098874204,0.9397944199706314,0.9334312285854136,0.15712187958883994,0.2090063631913852,0.9334312285854136,0.1610376896720509,0.8962310327949095,0.9226627508565834
MGP_CAROLIEiJ_T0085899,0.9730788056779246,0.9358786098874204,1.0,0.9745472344591287,0.9686735193343123,0.15614292706803723,0.21047479197258934,0.9686735193343123,0.16299559471365632,0.882525697503671,0.9001468428781204
MGP_SPRETEiJ_T0089399,0.9931473323543808,0.9397944199706314,0.9745472344591287,1.0,0.986784140969163,0.15712187958883994,0.21292217327459617,0.986784140969163,0.16544297601566327,0.8839941262848752,0.9045521292217328
ENSMUST00000034382,0.9877630934899657,0.9334312285854136,0.9686735193343123,0.986784140969163,1.0,0.1541850220264317,0.21096426823299064,1.0,0.1615271659324523,0.8795888399412628,0.8976994615761136
ENSMUGT00000023539,0.15565345080763582,0.15712187958883994,0.15614292706803723,0.15712187958883994,0.1541850220264317,1.0,0.9368575624082232,0.1541850220264317,0.9730788056779246,0.1683798335780715,0.15761135584924135
ENSMUST00000212606,0.21145374449339205,0.2090063631913852,0.21047479197258934,0.21292217327459617,0.21096426823299064,0.9368575624082232,1.0,0.21096426823299064,0.9441997063142438,0.20460107684777284,0.2090063631913852
ENSMUST00000212874,0.9877630934899657,0.9334312285854136,0.9686735193343123,0.986784140969163,1.0,0.1541850220264317,0.21096426823299064,1.0,0.1615271659324523,0.8795888399412628,0.8976994615761136
ENSMSIT00000007567,0.16397454723445914,0.1610376896720509,0.16299559471365632,0.16544297601566327,0.1615271659324523,0.9730788056779246,0.9441997063142438,0.1615271659324523,1.0,0.15712187958883994,0.1600587371512482
ENSMUGT00000023533,0.8844836025452766,0.8962310327949095,0.882525697503671,0.8839941262848752,0.8795888399412628,0.1683798335780715,0.20460107684777284,0.8795888399412628,0.15712187958883994,1.0,0.8898678414096917
ENSRNOT00000027209,0.9025942241801272,0.9226627508565834,0.9001468428781204,0.9045521292217328,0.8976994615761136,0.15761135584924135,0.2090063631913852,0.8976994615761136,0.1600587371512482,0.8898678414096917,1.0
