	ENSDCDT00000059218	ENSDCDT00000059220	ENSDCDT00000058583	ENSDCDT00000059084	ENSDCDT00000059202	ENSDCDT00000059064	ENSDCDT00000059074	ENSDCDT00000059083	ENSDCDT00000059208	ENSCHAT00000013229
ENSDCDT00000059218	1.0	0.8591949935997725	0.8051486275067558	0.83586971981226	0.8768311762195989	0.8213625373346608	0.8106954913952497	0.8422699473759067	0.923766178353008	0.38045797183899865
ENSDCDT00000059220	0.8591949935997725	1.0	0.8822358128289006	0.9123879960176362	0.8333096287868013	0.8984497226568056	0.8877826767173944	0.9187882235812828	0.8774000853363675	0.34788792490399656
ENSDCDT00000058583	0.8051486275067558	0.8822358128289006	1.0	0.90072535912388	0.7587825344901152	0.9726923623951074	0.9577584980799316	0.9071255866875266	0.8054330820651401	0.2797610581709572
ENSDCDT00000059084	0.83586971981226	0.9123879960176362	0.90072535912388	1.0	0.7920637178210781	0.9169392689517848	0.9318731332669606	0.9825060446593656	0.8361541743706443	0.3254160147916369
ENSDCDT00000059202	0.8768311762195989	0.8333096287868013	0.7587825344901152	0.7920637178210781	1.0	0.7749964443180202	0.764329398378609	0.7984639453847248	0.9377044517138388	0.4401934290997014
ENSDCDT00000059064	0.8213625373346608	0.8984497226568056	0.9726923623951074	0.9169392689517848	0.7749964443180202	1.0	0.9850661356848244	0.9344332242924192	0.8216469918930451	0.2959749679988621
ENSDCDT00000059074	0.8106954913952497	0.8877826767173944	0.9577584980799316	0.9318731332669606	0.764329398378609	0.9850661356848244	1.0	0.9493670886075948	0.8109799459536339	0.285307922059451
ENSDCDT00000059083	0.8422699473759067	0.9187882235812828	0.9071255866875266	0.9825060446593656	0.7984639453847248	0.9344332242924192	0.9493670886075948	1.0	0.8425544019342909	0.3079220594510027
ENSDCDT00000059208	0.923766178353008	0.8774000853363675	0.8054330820651401	0.8361541743706443	0.9377044517138388	0.8216469918930451	0.8109799459536339	0.8425544019342909	1.0	0.3796046081638458
ENSCHAT00000013229	0.38045797183899865	0.34788792490399656	0.2797610581709572	0.3254160147916369	0.4401934290997014	0.2959749679988621	0.285307922059451	0.3079220594510027	0.3796046081638458	1.0
