	ENSCATT00000051978	ENSMODT00000069443	ENSMMUT00000011907	ENSCINT00000010464	ENSMMUT00000011909	ENSCATT00000051977	FBtr0083574	ENSMFAT00000010868	ENSVURT00010012105	ENSPTET00000048345	ENSPCIT00000001481	ENSMEUT00000009728	ENSPANT00000023900	ENSPCIT00000001448	F13H8.2.1	ENSMNET00000057029	ENSMFAT00000010854	ENSCSAT00000016824	ENSPMAT00000000993	ENSMNET00000057020	ENSHHUT00000086643	ENSMNET00000057027	ENSPANT00000023899	ENSPCIT00000001468	ENSPANT00000056404	ENSCATT00000051980	ENSTGET00000012016	ENSSHAT00000005980	ENSMLET00000046250	ENSMLET00000046256	ENSMODT00000006596	ENSMFAT00000010872	ENSMLET00000046235
ENSCATT00000051978	1.0	0.9373194432285741	0.994659896699641	0.8104701041757857	0.9994747439376696	0.9951851527619716	0.595903002713823	0.983892147421868	0.9549155213166418	0.9916834456797688	0.9557909480871926	0.8250021885669264	0.983892147421868	0.9196358224634508	0.6189267267793049	0.756368729755756	0.9947474393766962	0.9937844699290904	0.786395867985643	0.9945723540225859	0.7663485949400333	0.983717062067758	0.9947474393766962	0.9130701216843212	0.756456272432811	0.756456272432811	0.9949225247308062	0.9517639849426596	0.9839796900989232	0.756456272432811	0.9524643263591	0.756368729755756	0.9948349820537512
ENSMODT00000069443	0.9373194432285741	1.0	0.9410837783419416	0.8257900726604219	0.9371443578744638	0.9412588636960518	0.6120983979690099	0.9229624441915434	0.9615687647728268	0.9402083515713909	0.9629694476057078	0.861244856867723	0.9230499868685984	0.9257638098573054	0.6195395255186904	0.7710758995010067	0.9413464063731068	0.941433949050162	0.7731769237503283	0.9409962356648868	0.7814934780705594	0.9226122734833232	0.941433949050162	0.9181475969535148	0.7711634421780618	0.7711634421780618	0.9413464063731068	0.9592051124923399	0.9227873588374332	0.7711634421780618	0.9816160378184364	0.7712509848551169	0.9411713210189968
ENSMMUT00000011907	0.994659896699641	0.9410837783419416	1.0	0.8074061104788585	0.9951851527619716	0.9994747439376696	0.5931016370480611	0.9792523855379498	0.9585923137529546	0.9964982929177976	0.9594677405235053	0.8287665236802941	0.9789022148297296	0.9233126148997636	0.6161253611135429	0.7534798214129388	0.9997373719688348	0.9985993171671188	0.7835945023198809	0.9995622866147248	0.7634596865972162	0.9790773001838396	0.9993872012606144	0.9167469141206338	0.7535673640899939	0.7535673640899939	0.9995622866147248	0.9556158627330824	0.9789897575067844	0.7535673640899939	0.9563162041495228	0.7534798214129388	0.9994747439376696
ENSCINT00000010464	0.8104701041757857	0.8257900726604219	0.8074061104788585	1.0	0.8102950188216755	0.8075811958329686	0.6494791210715224	0.7982141293880767	0.8076687385100236	0.8071434824476933	0.8073185678018033	0.7491026875601856	0.7982141293880767	0.7829817035804955	0.6563074498818174	0.8456622603519216	0.8075811958329686	0.8075811958329686	0.8405847850827278	0.8074061104788585	0.8262277860456972	0.7980390440339665	0.8075811958329686	0.7786045697277423	0.8456622603519216	0.8456622603519216	0.8075811958329686	0.8068808544165279	0.7980390440339665	0.8456622603519216	0.8074061104788585	0.8457498030289766	0.8074061104788585
ENSMMUT00000011909	0.9994747439376696	0.9371443578744638	0.9951851527619716	0.8102950188216755	1.0	0.994659896699641	0.5959905453908779	0.9840672327759784	0.9547404359625318	0.9916834456797688	0.9556158627330824	0.8248271032128163	0.983717062067758	0.9194607371093408	0.61901426945636	0.756368729755756	0.9949225247308062	0.9937844699290904	0.7864834106626981	0.9947474393766962	0.7663485949400333	0.983892147421868	0.9945723540225859	0.9128950363302109	0.756456272432811	0.756456272432811	0.9947474393766962	0.9515888995885494	0.9838046047448132	0.756456272432811	0.952376783682045	0.756368729755756	0.994659896699641
ENSCATT00000051977	0.9951851527619716	0.9412588636960518	0.9994747439376696	0.8075811958329686	0.994659896699641	1.0	0.5930140943710058	0.9790773001838396	0.9587673991070648	0.9964982929177976	0.9596428258776152	0.8289416090344043	0.9790773001838396	0.9234877002538736	0.6160378184364877	0.7534798214129388	0.9995622866147248	0.9985993171671188	0.7835069596428259	0.9993872012606144	0.7634596865972162	0.9789022148297296	0.9995622866147248	0.9169219994747441	0.7535673640899939	0.7535673640899939	0.9997373719688348	0.9557909480871926	0.9791648428608948	0.7535673640899939	0.956403746826578	0.7534798214129388	0.9996498292917796
FBtr0083574	0.595903002713823	0.6120983979690099	0.5931016370480611	0.6494791210715224	0.5959905453908779	0.5930140943710058	1.0	0.5966033441302635	0.5947649479121071	0.5929265516939508	0.5948524905891622	0.5888120458723628	0.5966908868073185	0.5653506084216056	0.6712772476582334	0.7561936444016458	0.5929265516939508	0.593189179725116	0.7273921036505296	0.5930140943710058	0.7382473956053576	0.5966908868073185	0.5930140943710058	0.5656132364527707	0.7561936444016458	0.7561936444016458	0.5930140943710058	0.593189179725116	0.5966033441302635	0.7561936444016458	0.5937144357874464	0.7561061017245907	0.5929265516939508
ENSMFAT00000010868	0.983892147421868	0.9229624441915434	0.9792523855379498	0.7982141293880767	0.9840672327759784	0.9790773001838396	0.5966033441302635	1.0	0.940295894248446	0.9761008491639674	0.9412588636960518	0.8257025299833669	0.9994747439376696	0.9050161953952552	0.6196270681957454	0.7570690711721965	0.979515013569115	0.978201873413289	0.7871837520791386	0.9791648428608948	0.7671364790335289	0.9996498292917796	0.9789897575067844	0.8984504946161254	0.7571566138492515	0.7571566138492515	0.9791648428608948	0.9372319005515188	0.9995622866147248	0.7571566138492515	0.9381948699991246	0.7572441565263066	0.9790773001838396
ENSVURT00010012105	0.9549155213166418	0.9615687647728268	0.9585923137529546	0.8076687385100236	0.9547404359625318	0.9587673991070648	0.5947649479121071	0.940295894248446	1.0	0.9580670576906242	0.9917709883568241	0.8469754005077476	0.940295894248446	0.953777466514926	0.6146371356036068	0.7531296507047186	0.9588549417841198	0.9591175698152851	0.7843823864133765	0.9586798564300096	0.7638973999824915	0.9401208088943359	0.9588549417841198	0.9458110829029152	0.7530421080276635	0.7530421080276635	0.95903002713823	0.9803904403396656	0.9402083515713909	0.7530421080276635	0.9785520441215092	0.7531296507047186	0.9587673991070648
ENSPTET00000048345	0.9916834456797688	0.9402083515713909	0.9964982929177976	0.8071434824476933	0.9916834456797688	0.9964982929177976	0.5929265516939508	0.9761008491639674	0.9580670576906242	1.0	0.9587673991070648	0.8285914383261842	0.9759257638098572	0.9226122734833232	0.6161253611135429	0.7533922787358838	0.9965858355948524	0.9970235489801278	0.7834194169657708	0.9964107502407424	0.7632846012431059	0.9759257638098572	0.9964107502407424	0.9161341153812484	0.7534798214129388	0.7534798214129388	0.9965858355948524	0.9550906066707521	0.9760133064869124	0.7534798214129388	0.9553532347019172	0.7533922787358838	0.9964982929177976
