,FBtr0075159,FBtr0301185,FBtr0273277,FBtr0078555,FBtr0078556,FBtr0078557,FBtr0110880,FBtr0110881,FBtr0100360,FBtr0334105
FBtr0075159,1.0,0.7055667337357479,0.993963782696177,0.5079365079365079,0.5079365079365079,0.5079365079365079,0.7055667337357479,0.3679856919293538,0.3679856919293538,0.7055667337357479
FBtr0301185,0.7055667337357479,1.0,0.6995305164319249,0.48334451151352553,0.48334451151352553,0.48334451151352553,1.0,0.6503465235859602,0.6503465235859602,1.0
FBtr0273277,0.993963782696177,0.6995305164319249,1.0,0.501900290632685,0.501900290632685,0.501900290632685,0.6995305164319249,0.36194947462553095,0.36194947462553095,0.6995305164319249
FBtr0078555,0.5079365079365079,0.48334451151352553,0.501900290632685,1.0,1.0,1.0,0.48334451151352553,0.14576346970713172,0.14576346970713172,0.48334451151352553
FBtr0078556,0.5079365079365079,0.48334451151352553,0.501900290632685,1.0,1.0,1.0,0.48334451151352553,0.14576346970713172,0.14576346970713172,0.48334451151352553
FBtr0078557,0.5079365079365079,0.48334451151352553,0.501900290632685,1.0,1.0,1.0,0.48334451151352553,0.14576346970713172,0.14576346970713172,0.48334451151352553
FBtr0110880,0.7055667337357479,1.0,0.6995305164319249,0.48334451151352553,0.48334451151352553,0.48334451151352553,1.0,0.6503465235859602,0.6503465235859602,1.0
FBtr0110881,0.3679856919293538,0.6503465235859602,0.36194947462553095,0.14576346970713172,0.14576346970713172,0.14576346970713172,0.6503465235859602,1.0,1.0,0.6503465235859602
FBtr0100360,0.3679856919293538,0.6503465235859602,0.36194947462553095,0.14576346970713172,0.14576346970713172,0.14576346970713172,0.6503465235859602,1.0,1.0,0.6503465235859602
FBtr0334105,0.7055667337357479,1.0,0.6995305164319249,0.48334451151352553,0.48334451151352553,0.48334451151352553,1.0,0.6503465235859602,0.6503465235859602,1.0
