,ENSVVUT00000052113,ENSMFAT00000030941,ENSRROT00000039758,ENSPTRT00000090178,ENSPPAT00000045433,ENSCATT00000018032,ENSGGOT00000063064,ENSRBIT00000057961,ENSMLET00000010313,ENSMNET00000061764
ENSVVUT00000052113,1.0,0.45145631067961167,0.4546925566343042,0.33333333333333326,0.3349514563106797,0.44983818770226536,0.3365695792880259,0.4546925566343042,0.45145631067961167,0.44822006472491904
ENSMFAT00000030941,0.45145631067961167,1.0,0.9789644012944984,0.7783171521035599,0.7799352750809061,0.9919093851132686,0.7815533980582524,0.9789644012944984,0.988673139158576,0.9967637540453075
ENSRROT00000039758,0.4546925566343042,0.9789644012944984,1.0,0.7766990291262136,0.7783171521035599,0.9805825242718447,0.7799352750809061,1.0,0.9805825242718447,0.982200647249191
ENSPTRT00000090178,0.33333333333333326,0.7783171521035599,0.7766990291262136,1.0,0.9951456310679612,0.7783171521035599,0.9935275080906149,0.7766990291262136,0.7750809061488673,0.7783171521035599
ENSPPAT00000045433,0.3349514563106797,0.7799352750809061,0.7783171521035599,0.9951456310679612,1.0,0.7799352750809061,0.9951456310679612,0.7783171521035599,0.7766990291262136,0.7799352750809061
ENSCATT00000018032,0.44983818770226536,0.9919093851132686,0.9805825242718447,0.7783171521035599,0.7799352750809061,1.0,0.7815533980582524,0.9805825242718447,0.9902912621359223,0.9919093851132686
ENSGGOT00000063064,0.3365695792880259,0.7815533980582524,0.7799352750809061,0.9935275080906149,0.9951456310679612,0.7815533980582524,1.0,0.7799352750809061,0.7783171521035599,0.7815533980582524
ENSRBIT00000057961,0.4546925566343042,0.9789644012944984,1.0,0.7766990291262136,0.7783171521035599,0.9805825242718447,0.7799352750809061,1.0,0.9805825242718447,0.982200647249191
ENSMLET00000010313,0.45145631067961167,0.988673139158576,0.9805825242718447,0.7750809061488673,0.7766990291262136,0.9902912621359223,0.7783171521035599,0.9805825242718447,1.0,0.9919093851132686
ENSMNET00000061764,0.44822006472491904,0.9967637540453075,0.982200647249191,0.7783171521035599,0.7799352750809061,0.9919093851132686,0.7815533980582524,0.982200647249191,0.9919093851132686,1.0
