	ENSSSCT00000007224	ENSPSMT00000000467	ENSPPAT00000018391	ENSCJAT00000097528	ENSRBIT00000023429	ENSCSAT00000018496	ENST00000368765	ENSPTRT00000002455	ENSRROT00000026938	ENSPANT00000021560	ENSMFAT00000063402	ENSTGET00000026849	ENSOPRT00000004397	ENSMMUT00000024938	ENSPTET00000037707	ENSMNET00000005057	ENSPPYT00000001000
ENSSSCT00000007224	1.0	0.7900552486187845	0.6721915285451197	0.4475138121546962	0.6482504604051565	0.6648250460405156	0.6666666666666666	0.6685082872928176	0.6482504604051565	0.6279926335174953	0.6298342541436464	0.6666666666666666	0.7071823204419889	0.6298342541436464	0.6685082872928176	0.6279926335174953	0.6703499079189686
ENSPSMT00000000467	0.7900552486187845	1.0	0.7292817679558011	0.4751381215469613	0.7016574585635359	0.7219152854511971	0.7292817679558011	0.7292817679558011	0.6979742173112339	0.6832412523020258	0.6832412523020258	0.7219152854511971	0.7974217311233885	0.6832412523020258	0.7219152854511971	0.6813996316758748	0.7311233885819521
ENSPPAT00000018391	0.6721915285451197	0.7292817679558011	1.0	0.6850828729281768	0.9355432780847146	0.9613259668508288	0.9871086556169428	0.9963167587476981	0.9318600368324124	0.9171270718232044	0.9152854511970534	0.9558011049723756	0.6519337016574586	0.9152854511970534	0.9558011049723756	0.9134438305709024	0.9779005524861878
ENSCJAT00000097528	0.4475138121546962	0.4751381215469613	0.6850828729281768	1.0	0.6593001841620626	0.6813996316758748	0.6832412523020258	0.6850828729281768	0.6556169429097606	0.6372007366482505	0.6372007366482505	0.6758747697974218	0.4033149171270718	0.6372007366482505	0.6795580110497238	0.6353591160220995	0.6832412523020258
ENSRBIT00000023429	0.6482504604051565	0.7016574585635359	0.9355432780847146	0.6593001841620626	1.0	0.9594843462246776	0.9337016574585636	0.9355432780847146	0.9963167587476981	0.9705340699815838	0.9705340699815838	0.9668508287292816	0.6261510128913443	0.9705340699815838	0.9723756906077348	0.9263351749539596	0.9392265193370166
ENSCSAT00000018496	0.6648250460405156	0.7219152854511971	0.9613259668508288	0.6813996316758748	0.9594843462246776	1.0	0.9594843462246776	0.9613259668508288	0.9558011049723756	0.9465930018416208	0.9429097605893186	0.985267034990792	0.6464088397790055	0.9429097605893186	0.98158379373849	0.9410681399631676	0.9613259668508288
ENST00000368765	0.6666666666666666	0.7292817679558011	0.9871086556169428	0.6832412523020258	0.9337016574585636	0.9594843462246776	1.0	0.9871086556169428	0.9300184162062616	0.9152854511970534	0.9134438305709024	0.9539594843462248	0.6500920810313076	0.9134438305709024	0.9539594843462248	0.9116022099447514	0.9723756906077348
ENSPTRT00000002455	0.6685082872928176	0.7292817679558011	0.9963167587476981	0.6850828729281768	0.9355432780847146	0.9613259668508288	0.9871086556169428	1.0	0.9318600368324124	0.9171270718232044	0.9152854511970534	0.9558011049723756	0.6537753222836096	0.9152854511970534	0.9558011049723756	0.9134438305709024	0.9779005524861878
ENSRROT00000026938	0.6482504604051565	0.6979742173112339	0.9318600368324124	0.6556169429097606	0.9963167587476981	0.9558011049723756	0.9300184162062616	0.9318600368324124	1.0	0.9668508287292816	0.9668508287292816	0.9631675874769796	0.6224677716390423	0.9668508287292816	0.9686924493554327	0.9226519337016574	0.9355432780847146
ENSPANT00000021560	0.6279926335174953	0.6832412523020258	0.9171270718232044	0.6372007366482505	0.9705340699815838	0.9465930018416208	0.9152854511970534	0.9171270718232044	0.9668508287292816	1.0	0.992633517495396	0.9613259668508288	0.6077348066298343	0.992633517495396	0.9484346224677715	0.9134438305709024	0.9208103130755064
