,ENSPCIT00000003828,ENSPCIT00000059281,ENSMODT00000062761,ENSMODT00000074297,ENSPCIT00000059505,ENSMEUT00000011835,ENSPCIT00000066196,ENSSHAT00000000893,ENSVURT00010030033,ENSPCIT00000054159,ENSVURT00010030054,ENSMODT00000075490,ENSVURT00010030070,ENSVURT00010030094,ENSPCIT00000003773,ENSMODT00000088724,ENSPCIT00000053294,ENSPCIT00000053529,ENSMODT00000015588
ENSPCIT00000003828,1.0,0.9234214061800269,0.8654276757725033,0.9021495745633676,0.8978952082400359,0.5725481415136587,0.9281236005373936,0.9046126287505598,0.9205105239587998,0.9657411553963278,0.9131213613972234,0.8947604120017913,0.9021495745633676,0.8828929690998657,0.9126735333631886,0.9364084191670399,0.9583519928347515,0.9408866995073891,0.8855799373040752
ENSPCIT00000059281,0.9234214061800269,1.0,0.8573667711598746,0.8940886699507389,0.974473802060009,0.56448723690103,0.9200626959247649,0.896551724137931,0.9120017913121361,0.957680250783699,0.9046126287505598,0.8866995073891626,0.893640841916704,0.874384236453202,0.9046126287505598,0.8598298253470668,0.9502910882221227,0.9328257948947604,0.8775190326914465
ENSMODT00000062761,0.8654276757725033,0.8573667711598746,1.0,0.9623824451410659,0.8318405732198836,0.5886699507389163,0.9373040752351097,0.929243170622481,0.9339453649798477,0.8996865203761756,0.9265562024182714,0.9549932825794895,0.9160322436184505,0.971562919838782,0.8481862964621585,0.9281236005373936,0.8922973578145992,0.9017017465293328,0.9442454097626511
ENSMODT00000074297,0.9021495745633676,0.8940886699507389,0.9623824451410659,1.0,0.8685624720107479,0.5772503358710255,0.8996865203761756,0.9657411553963278,0.970667263770712,0.9364084191670399,0.9632781012091357,0.9926108374384236,0.9527541424093148,0.9339453649798477,0.8849081952530229,0.9657411553963278,0.9290192566054635,0.9122257053291536,0.9818629646215853
ENSPCIT00000059505,0.8978952082400359,0.974473802060009,0.8318405732198836,0.8685624720107479,1.0,0.5394088669950738,0.8945364979847739,0.8714733542319749,0.8864755933721451,0.932154052843708,0.8790864308105687,0.8611733094491715,0.8681146439767129,0.848858038513211,0.8790864308105687,0.8343036274070756,0.9247648902821317,0.9072995969547694,0.8519928347514555
ENSMEUT00000011835,0.5725481415136587,0.56448723690103,0.5886699507389163,0.5772503358710255,0.5394088669950738,1.0,0.6180026869682043,0.5794894760412002,0.5866547245857591,0.606806986117331,0.5792655620241827,0.5698611733094492,0.5687416032243618,0.5978504254366324,0.5844155844155844,0.5429914912673534,0.5994178235557546,0.5824003582624272,0.5953873712494402
ENSPCIT00000066196,0.9281236005373936,0.9200626959247649,0.9373040752351097,0.8996865203761756,0.8945364979847739,0.6180026869682043,1.0,0.9014778325123153,0.916703985669503,0.9623824451410659,0.9093148231079266,0.8922973578145992,0.8983430362740707,0.9543215405284371,0.9093148231079266,0.8654276757725033,0.9549932825794895,0.9639498432601881,0.8831168831168831
ENSSHAT00000000893,0.9046126287505598,0.896551724137931,0.929243170622481,0.9657411553963278,0.8714733542319749,0.5794894760412002,0.9014778325123153,1.0,0.9751455441110614,0.9388714733542319,0.967756381549485,0.9583519928347515,0.9570085087326466,0.9377519032691446,0.8860277653381101,0.9314823107926556,0.9314823107926556,0.9146887595163458,0.9487236901030004
ENSVURT00010030033,0.9205105239587998,0.9120017913121361,0.9339453649798477,0.970667263770712,0.8864755933721451,0.5866547245857591,0.916703985669503,0.9751455441110614,1.0,0.9543215405284371,0.9926108374384236,0.9632781012091357,0.9811912225705329,0.9623824451410659,0.9014778325123153,0.9368562472010747,0.9469323779668607,0.9299149126735333,0.9536497984773847
ENSPCIT00000054159,0.9657411553963278,0.957680250783699,0.8996865203761756,0.9364084191670399,0.932154052843708,0.606806986117331,0.9623824451410659,0.9388714733542319,0.9543215405284371,1.0,0.9469323779668607,0.9290192566054635,0.9359605911330049,0.916703985669503,0.9469323779668607,0.9021495745633676,0.9926108374384236,0.9751455441110614,0.9198387819077474
ENSVURT00010030054,0.9131213613972234,0.9046126287505598,0.9265562024182714,0.9632781012091357,0.8790864308105687,0.5792655620241827,0.9093148231079266,0.967756381549485,0.9926108374384236,0.9469323779668607,1.0,0.970667263770712,0.9738020600089565,0.9549932825794895,0.9088669950738916,0.9294670846394985,0.9543215405284371,0.922525750111957,0.9462606359158083
ENSMODT00000075490,0.8947604120017913,0.8866995073891626,0.9549932825794895,0.9926108374384236,0.8611733094491715,0.5698611733094492,0.8922973578145992,0.9583519928347515,0.9632781012091357,0.9290192566054635,0.970667263770712,1.0,0.9453649798477385,0.9265562024182714,0.8922973578145992,0.9583519928347515,0.9364084191670399,0.9048365427675773,0.974473802060009
