,ENSCSAVT00000013927,ENSCSAVT00000013926,ENSCSAVT00000013925,ENSCSAVT00000013924,Y39D8C.1.1,ENSCSAVT00000013922,ENSCSAVT00000013921,FBtr0332306,FBtr0075195,FBtr0332307,FBtr0332489,FBtr0332488,ENSCSAVT00000013923,FBtr0306679
ENSCSAVT00000013927,1.0,0.9745745845357747,0.970793113742661,0.9846750920489601,0.633645138819783,0.9792019106378744,0.9763160513483928,0.5675689123295851,0.5033336650412976,0.5675689123295851,0.5889143198328192,0.5863767539058613,0.9489999004876107,0.5856304109861677
ENSCSAVT00000013926,0.9745745845357747,1.0,0.9888546123992437,0.9738779978107275,0.6363319733306797,0.967409692506717,0.9718877500248781,0.5704547716190665,0.5063190367200716,0.5704547716190665,0.5900089561150363,0.5874713901880784,0.936710120409991,0.5867250472683849
ENSCSAVT00000013925,0.970793113742661,0.9888546123992437,1.0,0.9773609314359638,0.6357348989949249,0.963329684545726,0.9753706836501145,0.56776793710817,0.5022887849537268,0.56776793710817,0.5881679769131257,0.5855308985968753,0.9401930540352273,0.5848840680664743
ENSCSAVT00000013924,0.9846750920489601,0.9738779978107275,0.9773609314359638,1.0,0.6318041596178724,0.9739277540053737,0.9846750920489601,0.5655289083490894,0.5000497561946462,0.5655289083490894,0.5882177331077719,0.5855806547915215,0.9628321225992637,0.5849338242611205
Y39D8C.1.1,0.633645138819783,0.6363319733306797,0.6357348989949249,0.6318041596178724,1.0,0.6325007463429196,0.6407602746541945,0.512588317245497,0.4771121504627326,0.512588317245497,0.5229376057319136,0.5203005274156632,0.6544432281819087,0.5196536968852622
ENSCSAVT00000013922,0.9792019106378744,0.967409692506717,0.963329684545726,0.9739277540053737,0.6325007463429196,1.0,0.9655687133048064,0.5679669618867549,0.5060702557468405,0.5679669618867549,0.5901084685043287,0.5875709025773709,0.9385510996119016,0.5868245596576774
ENSCSAVT00000013921,0.9763160513483928,0.9718877500248781,0.9753706836501145,0.9846750920489601,0.6407602746541945,0.9655687133048064,1.0,0.5744850233854115,0.5090058712309683,0.5744850233854115,0.5971738481440939,0.5945367698278435,0.9475072146482237,0.5938899392974425
FBtr0332306,0.5675689123295851,0.5704547716190665,0.56776793710817,0.5655289083490894,0.512588317245497,0.5679669618867549,0.5744850233854115,1.0,0.5818986963877003,1.0,0.7714697979898497,0.7689322320628919,0.6026967857498259,0.7681858891431983
FBtr0075195,0.5033336650412976,0.5063190367200716,0.5022887849537268,0.5000497561946462,0.4771121504627326,0.5060702557468405,0.5090058712309683,0.5818986963877003,1.0,0.5818986963877003,0.6058811822071848,0.6033436162802269,0.5372176335953827,0.6025972733605334
FBtr0332307,0.5675689123295851,0.5704547716190665,0.56776793710817,0.5655289083490894,0.512588317245497,0.5679669618867549,0.5744850233854115,1.0,0.5818986963877003,1.0,0.7714697979898497,0.7689322320628919,0.6026967857498259,0.7681858891431983
FBtr0332489,0.5889143198328192,0.5900089561150363,0.5881679769131257,0.5882177331077719,0.5229376057319136,0.5901084685043287,0.5971738481440939,0.7714697979898497,0.6058811822071848,0.7714697979898497,1.0,0.9973629216837496,0.6253856105085083,0.9967160911533486
FBtr0332488,0.5863767539058613,0.5874713901880784,0.5855308985968753,0.5855806547915215,0.5203005274156632,0.5875709025773709,0.5945367698278435,0.7689322320628919,0.6033436162802269,0.7689322320628919,0.9973629216837496,1.0,0.6227485321922579,0.9940790128370982
ENSCSAVT00000013923,0.9489999004876107,0.936710120409991,0.9401930540352273,0.9628321225992637,0.6544432281819087,0.9385510996119016,0.9475072146482237,0.6026967857498259,0.5372176335953827,0.6026967857498259,0.6253856105085083,0.6227485321922579,1.0,0.6221017016618569
FBtr0306679,0.5856304109861677,0.5867250472683849,0.5848840680664743,0.5849338242611205,0.5196536968852622,0.5868245596576774,0.5938899392974425,0.7681858891431983,0.6025972733605334,0.7681858891431983,0.9967160911533486,0.9940790128370982,0.6221017016618569,1.0
