	FBtr0112941	YDL161W_mRNA	YLR206W_mRNA	FBtr0331833	T04C10.2a.1	FBtr0076794	FBtr0076795	FBtr0076796	FBtr0076797	FBtr0331835	FBtr0331834	FBtr0331837	FBtr0331836	FBtr0331838	T04C10.2b.1	FBtr0076798
FBtr0112941	1.0	0.5008880994671403	0.4023090586145648	0.9813499111900532	0.5035523978685613	0.8774422735346359	0.8727797513321492	0.8774422735346359	0.9040852575488456	0.9766873889875666	0.9040852575488456	0.9040852575488456	0.8994227353463587	0.9813499111900532	0.5022202486678508	0.8727797513321492
YDL161W_mRNA	0.5008880994671403	1.0	0.7855239786856127	0.5075488454706927	0.6063499111900533	0.3783303730017762	0.3736678507992896	0.3783303730017762	0.4049733570159858	0.5028863232682059	0.4049733570159858	0.4049733570159858	0.4003108348134992	0.5075488454706927	0.6050177619893428	0.3736678507992896
YLR206W_mRNA	0.4023090586145648	0.7855239786856127	1.0	0.4089698046181172	0.5035523978685613	0.2797513321492007	0.27508880994671403	0.2797513321492007	0.3063943161634103	0.4043072824156306	0.3063943161634103	0.3063943161634103	0.30173179396092364	0.4089698046181172	0.5022202486678508	0.27508880994671403
FBtr0331833	0.9813499111900532	0.5075488454706927	0.4089698046181172	1.0	0.5102131438721137	0.8587921847246892	0.8541296625222025	0.8587921847246892	0.8854351687388987	0.9953374777975134	0.8854351687388987	0.8854351687388987	0.8807726465364121	1.0	0.5088809946714032	0.8541296625222025
T04C10.2a.1	0.5035523978685613	0.6063499111900533	0.5035523978685613	0.5102131438721137	1.0	0.3809946714031971	0.3763321492007105	0.3809946714031971	0.4076376554174068	0.5055506216696269	0.4076376554174068	0.4076376554174068	0.4029751332149201	0.5102131438721137	0.9986678507992895	0.3763321492007105
FBtr0076794	0.8774422735346359	0.3783303730017762	0.2797513321492007	0.8587921847246892	0.3809946714031971	1.0	0.9953374777975134	1.0	0.9733570159857904	0.8541296625222025	0.9733570159857904	0.9733570159857904	0.9686944937833036	0.8587921847246892	0.3796625222024868	0.9953374777975134
FBtr0076795	0.8727797513321492	0.3736678507992896	0.27508880994671403	0.8541296625222025	0.3763321492007105	0.9953374777975134	1.0	0.9953374777975134	0.9686944937833036	0.8587921847246892	0.9686944937833036	0.9686944937833036	0.9733570159857904	0.8541296625222025	0.375	1.0
FBtr0076796	0.8774422735346359	0.3783303730017762	0.2797513321492007	0.8587921847246892	0.3809946714031971	1.0	0.9953374777975134	1.0	0.9733570159857904	0.8541296625222025	0.9733570159857904	0.9733570159857904	0.9686944937833036	0.8587921847246892	0.3796625222024868	0.9953374777975134
FBtr0076797	0.9040852575488456	0.4049733570159858	0.3063943161634103	0.8854351687388987	0.4076376554174068	0.9733570159857904	0.9686944937833036	0.9733570159857904	1.0	0.8807726465364121	1.0	1.0	0.9953374777975134	0.8854351687388987	0.40630550621669625	0.9686944937833036
FBtr0331835	0.9766873889875666	0.5028863232682059	0.4043072824156306	0.9953374777975134	0.5055506216696269	0.8541296625222025	0.8587921847246892	0.8541296625222025	0.8807726465364121	1.0	0.8807726465364121	0.8807726465364121	0.8854351687388987	0.9953374777975134	0.5042184724689165	0.8587921847246892
FBtr0331834	0.9040852575488456	0.4049733570159858	0.3063943161634103	0.8854351687388987	0.4076376554174068	0.9733570159857904	0.9686944937833036	0.9733570159857904	1.0	0.8807726465364121	1.0	1.0	0.9953374777975134	0.8854351687388987	0.40630550621669625	0.9686944937833036
FBtr0331837	0.9040852575488456	0.4049733570159858	0.3063943161634103	0.8854351687388987	0.4076376554174068	0.9733570159857904	0.9686944937833036	0.9733570159857904	1.0	0.8807726465364121	1.0	1.0	0.9953374777975134	0.8854351687388987	0.40630550621669625	0.9686944937833036
FBtr0331836	0.8994227353463587	0.4003108348134992	0.30173179396092364	0.8807726465364121	0.4029751332149201	0.9686944937833036	0.9733570159857904	0.9686944937833036	0.9953374777975134	0.8854351687388987	0.9953374777975134	0.9953374777975134	1.0	0.8807726465364121	0.4016429840142096	0.9733570159857904
FBtr0331838	0.9813499111900532	0.5075488454706927	0.4089698046181172	1.0	0.5102131438721137	0.8587921847246892	0.8541296625222025	0.8587921847246892	0.8854351687388987	0.9953374777975134	0.8854351687388987	0.8854351687388987	0.8807726465364121	1.0	0.5088809946714032	0.8541296625222025
T04C10.2b.1	0.5022202486678508	0.6050177619893428	0.5022202486678508	0.5088809946714032	0.9986678507992895	0.3796625222024868	0.375	0.3796625222024868	0.40630550621669625	0.5042184724689165	0.40630550621669625	0.40630550621669625	0.4016429840142096	0.5088809946714032	1.0	0.375
FBtr0076798	0.8727797513321492	0.3736678507992896	0.27508880994671403	0.8541296625222025	0.3763321492007105	0.9953374777975134	1.0	0.9953374777975134	0.9686944937833036	0.8587921847246892	0.9686944937833036	0.9686944937833036	0.9733570159857904	0.8541296625222025	0.375	1.0
