	ENSBSLT00000038178	ENSGWIT00000003909	ENSAPET00000016521	ENSTRUT00000057225	ENSKMAT00000009482	ENSMZET00005004973	ENSTRUT00000037431	ENSACIT00000020615	ENSACIT00000020617	ENSLCRT00005027857	ENSCSET00000027876	ENSAPET00000016544	ENSPNYT00000015953	ENSPNYT00000015957	ENSTRUT00000051579	ENSAPET00000016530	ENSKMAT00000009499	ENSAOCT00000030217	ENSAOCT00000030216	ENSBSLT00000038271	ENSBSLT00000038215	ENSBSLT00000038311	ENSLCRT00005027866	ENSAOCT00000019367	ENSONIT00000003289	ENSAPOT00000024831	ENSSPAT00000026850	ENSMALT00000007258	ENSCSET00000027863	ENSCSET00000027867	ENSHBUT00000013853
ENSBSLT00000038178	1.0	0.7832576249188838	0.8390655418559377	0.5626216742375081	0.7787151200519143	0.8260869565217391	0.5502920181700195	0.7761194029850746	0.7514600908500974	0.5736534717715769	0.737183646982479	0.7482154445165476	0.8247890979883192	0.8014276443867618	0.3964957819597663	0.8170019467878001	0.7611940298507462	0.81765087605451	0.7495133030499675	0.8410123296560675	0.9338092147955872	0.8137573004542504	0.5373134328358209	0.8403634003893575	0.6787800129785854	0.8163530175210902	0.8137573004542504	0.8487994808565866	0.8286826735885788	0.8066190785204412	0.8092147955872809
ENSGWIT00000003909	0.7832576249188838	1.0	0.8598312783906554	0.6307592472420506	0.8059701492537313	0.8890330953926022	0.6528228423101882	0.8001297858533419	0.8234912394548994	0.6651524983776769	0.7475665152498377	0.7689811810512654	0.8883841661258923	0.8656716417910447	0.4990266060999351	0.8870863075924724	0.8332251784555483	0.8870863075924724	0.7689811810512654	0.7598961713173265	0.8494484101232965	0.7871512005191434	0.6333549643088904	0.8598312783906554	0.7066839714471123	0.8825438027255029	0.8857884490590525	0.8526930564568462	0.8371187540558079	0.8643737832576249	0.872160934458144
ENSAPET00000016521	0.8390655418559377	0.8598312783906554	1.0	0.6255678131083712	0.8507462686567164	0.9046073977936404	0.6048020765736535	0.8617780661907852	0.8351719662556781	0.6320571057754705	0.8066190785204412	0.9072031148604802	0.9059052563270604	0.8825438027255029	0.4510058403634004	0.9727449707981829	0.8293316028552887	0.9701492537313432	0.9039584685269304	0.8144062297209604	0.9052563270603504	0.7923426346528228	0.5937702790395847	0.9967553536664504	0.7417261518494485	0.9565217391304348	0.9428942245295264	0.9162881245944192	0.8974691758598313	0.8760545100584036	0.8877352368591823
ENSTRUT00000057225	0.5626216742375081	0.6307592472420506	0.6255678131083712	1.0	0.618429591174562	0.6359506813757301	0.8695652173913043	0.5905256327060351	0.5924724205061648	0.6677482154445166	0.7040882543802726	0.7034393251135627	0.6346528228423102	0.6346528228423102	0.7157689811810513	0.6314081765087606	0.6236210253082414	0.6327060350421804	0.7047371836469825	0.7066839714471123	0.6288124594419209	0.7138221933809215	0.7715768981181051	0.6268656716417911	0.6690460739779364	0.6281635301752109	0.6268656716417911	0.6203763789746918	0.6294613887086308	0.63659961064244	0.618429591174562
ENSKMAT00000009482	0.7787151200519143	0.8059701492537313	0.8507462686567164	0.618429591174562	1.0	0.8228423101881895	0.6878650227125244	0.7826086956521741	0.7650876054510058	0.7047371836469825	0.7443218689162882	0.7598961713173265	0.8228423101881895	0.7994808565866321	0.5340687865022713	0.8293316028552887	0.9727449707981829	0.8306294613887086	0.7605451005840363	0.7547047371836471	0.8449059052563271	0.737183646982479	0.6807268007787152	0.8513951979234263	0.8234912394548994	0.8254380272550292	0.8241401687216093	0.8494484101232965	0.8351719662556781	0.8163530175210902	0.8053212199870214
ENSMZET00005004973	0.8260869565217391	0.8890330953926022	0.9046073977936404	0.6359506813757301	0.8228423101881895	1.0	0.63659961064244	0.8767034393251135	0.9000648929266709	0.6593121349772875	0.7884490590525632	0.8131083711875405	0.9961064243997404	0.9714471122647632	0.4828033744321869	0.9318624269954576	0.8500973393900065	0.9325113562621674	0.8137573004542504	0.8007787151200519	0.8922777417261518	0.8280337443218689	0.6281635301752109	0.9052563270603504	0.7637897469175859	0.9286177806619078	0.926670992861778	0.8870863075924724	0.8786502271252433	0.9059052563270604	0.981181051265412
ENSTRUT00000037431	0.5502920181700195	0.6528228423101882	0.6048020765736535	0.8695652173913043	0.6878650227125244	0.63659961064244	1.0	0.5730045425048671	0.5963659961064244	0.7592472420506164	0.6872160934458144	0.6826735885788449	0.6359506813757301	0.6359506813757301	0.8072680077871512	0.6320571057754705	0.7151200519143414	0.6333549643088904	0.6839714471122648	0.6943543153796237	0.6164828033744322	0.7216093445814407	0.863075924724205	0.6060999351070734	0.755353666450357	0.6262167423750811	0.6301103179753407	0.6138870863075925	0.6125892277741726	0.6398442569759896	0.6190785204412719
ENSACIT00000020615	0.7761194029850746	0.8001297858533419	0.8617780661907852	0.5905256327060351	0.7826086956521741	0.8767034393251135	0.5730045425048671	1.0	0.9688513951979234	0.5937702790395847	0.7670343932511356	0.7936404931862427	0.8767034393251135	0.8767034393251135	0.4192083062946139	0.8390655418559377	0.7618429591174561	0.8403634003893575	0.7942894224529526	0.7741726151849448	0.8423101881894873	0.7534068786502272	0.5593770279039585	0.8624269954574951	0.7339390006489293	0.8338741077222582	0.8338741077222582	0.8468526930564568	0.8351719662556781	0.8137573004542504	0.8591823491239455
ENSACIT00000020617	0.7514600908500974	0.8234912394548994	0.8351719662556781	0.5924724205061648	0.7650876054510058	0.9000648929266709	0.5963659961064244	0.9688513951979234	1.0	0.6171317326411421	0.7417261518494485	0.7670343932511356	0.9000648929266709	0.9000648929266709	0.4425697598961713	0.8624269954574951	0.7923426346528228	0.8637248539909149	0.7683322517845554	0.7495133030499675	0.81765087605451	0.7767683322517845	0.5827384815055159	0.836469824789098	0.7151200519143414	0.8572355613238157	0.8572355613238157	0.8208955223880597	0.8098637248539909	0.8371187540558079	0.8825438027255029
ENSLCRT00005027857	0.5736534717715769	0.6651524983776769	0.6320571057754705	0.6677482154445166	0.7047371836469825	0.6593121349772875	0.7592472420506164	0.5937702790395847	0.6171317326411421	1.0	0.7131732641142116	0.7209604153147307	0.6586632057105776	0.6586632057105776	0.6054510058403634	0.6593121349772875	0.7319922128487995	0.6606099935107074	0.7209604153147307	0.7261518494484102	0.6398442569759896	0.7534068786502272	0.745619727449708	0.6333549643088904	0.7728747566515249	0.6573653471771577	0.6528228423101882	0.6463335496430889	0.6307592472420506	0.6580142764438677	0.6417910447761194
