	ENSDNOT00000035800	ENSMODT00000018646	ENSVURT00010032844	ENSMEUT00000003249	ENSPCAT00000011031	ENSLAFT00000008225	ENSPCIT00000024902	ENSSHAT00000006346	ENSXETT00000036088	ENSXETT00000022984	ENSPCIT00000067680	ENSXETT00000005229
ENSDNOT00000035800	1.0	0.7176470588235294	0.7505882352941177	0.7270588235294118	0.8235294117647058	0.8423529411764706	0.7482352941176471	0.7552941176470588	0.35058823529411764	0.3364705882352941	0.7482352941176471	0.5247058823529411
ENSMODT00000018646	0.7176470588235294	1.0	0.88	0.903529411764706	0.7458823529411764	0.7223529411764706	0.8776470588235294	0.8494117647058823	0.4094117647058824	0.3976470588235295	0.8776470588235294	0.5129411764705882
ENSVURT00010032844	0.7505882352941177	0.88	1.0	0.9317647058823528	0.7341176470588235	0.7647058823529411	0.9529411764705882	0.9058823529411764	0.3858823529411765	0.3788235294117648	0.9529411764705882	0.52
ENSMEUT00000003249	0.7270588235294118	0.903529411764706	0.9317647058823528	1.0	0.7623529411764706	0.7482352941176471	0.9270588235294116	0.903529411764706	0.3929411764705881	0.3858823529411765	0.9270588235294116	0.52
ENSPCAT00000011031	0.8235294117647058	0.7458823529411764	0.7341176470588235	0.7623529411764706	1.0	0.8823529411764706	0.731764705882353	0.7458823529411764	0.36235294117647054	0.348235294117647	0.731764705882353	0.5105882352941177
ENSLAFT00000008225	0.8423529411764706	0.7223529411764706	0.7647058823529411	0.7482352941176471	0.8823529411764706	1.0	0.7552941176470588	0.7482352941176471	0.36	0.348235294117647	0.7552941176470588	0.5129411764705882
ENSPCIT00000024902	0.7482352941176471	0.8776470588235294	0.9529411764705882	0.9270588235294116	0.731764705882353	0.7552941176470588	1.0	0.92	0.3905882352941177	0.3835294117647059	1.0	0.5129411764705882
ENSSHAT00000006346	0.7552941176470588	0.8494117647058823	0.9058823529411764	0.903529411764706	0.7458823529411764	0.7482352941176471	0.92	1.0	0.37176470588235294	0.3647058823529412	0.92	0.5105882352941177
ENSXETT00000036088	0.35058823529411764	0.4094117647058824	0.3858823529411765	0.3929411764705881	0.36235294117647054	0.36	0.3905882352941177	0.37176470588235294	1.0	0.88	0.3905882352941177	0.2988235294117647
ENSXETT00000022984	0.3364705882352941	0.3976470588235295	0.3788235294117648	0.3858823529411765	0.348235294117647	0.348235294117647	0.3835294117647059	0.3647058823529412	0.88	1.0	0.3835294117647059	0.2823529411764706
ENSPCIT00000067680	0.7482352941176471	0.8776470588235294	0.9529411764705882	0.9270588235294116	0.731764705882353	0.7552941176470588	1.0	0.92	0.3905882352941177	0.3835294117647059	1.0	0.5129411764705882
ENSXETT00000005229	0.5247058823529411	0.5129411764705882	0.52	0.52	0.5105882352941177	0.5129411764705882	0.5129411764705882	0.5105882352941177	0.2988235294117647	0.2823529411764706	0.5129411764705882	1.0
