,ENSLACT00000011266,ENSPKIT00000015024,ENSIPUT00000032002,ENSPKIT00000015063,ENSSFOT00015016787,ENSECRT00000029519,ENSAMXT00000030850,ENSEEET00000002020,ENSPKIT00000012803,F46C5.8.1,ENSCHAT00000052604,ENSCHAT00000052607,F46C5.8.2,ENSCHAT00000052626,ENSIPUT00000031990,ENSEEET00000002016,ENSPKIT00000012817,FBtr0347395,ENSSFOT00015013354,ENSSFOT00015013339,ENSDCDT00000040764,ENSPNAT00000030237,ENSSFOT00015016797,ENSPKIT00000012838,ENSPNAT00000030245,ENSDCDT00000040762,ENSAMXT00000036924,FBtr0084814
ENSLACT00000011266,1.0,0.7267605633802817,0.85,0.6316901408450705,0.8690140845070422,0.8436619718309859,0.8690140845070422,0.8450704225352113,0.8669014084507042,0.8126760563380282,0.793661971830986,0.8380281690140845,0.8126760563380282,0.8295774647887324,0.85,0.8690140845070422,0.8436619718309859,0.4521126760563381,0.8633802816901408,0.8633802816901408,0.8338028169014085,0.8450704225352113,0.8690140845070422,0.7943661971830986,0.8112676056338028,0.8647887323943662,0.8690140845070422,0.5690140845070423
ENSPKIT00000015024,0.7267605633802817,1.0,0.7471830985915493,0.8732394366197183,0.7549295774647887,0.706338028169014,0.7654929577464789,0.7549295774647887,0.7528169014084507,0.676056338028169,0.7070422535211267,0.7514084507042254,0.676056338028169,0.7429577464788732,0.7471830985915493,0.7676056338028169,0.7408450704225352,0.3345070422535211,0.7598591549295775,0.7598591549295775,0.747887323943662,0.75,0.7549295774647887,0.6774647887323944,0.7161971830985916,0.7669014084507042,0.7654929577464789,0.45915492957746484
ENSIPUT00000032002,0.85,0.7471830985915493,1.0,0.6845070422535211,0.8880281690140845,0.8211267605633803,0.930281690140845,0.9591549295774648,0.8859154929577465,0.7894366197183098,0.8823943661971831,0.9267605633802817,0.7894366197183098,0.9042253521126761,1.0,0.9267605633802817,0.9161971830985915,0.44436619718309855,0.8866197183098592,0.8866197183098592,0.923943661971831,0.9661971830985916,0.8880281690140845,0.8098591549295775,0.9323943661971831,0.8992957746478873,0.930281690140845,0.5753521126760563
ENSPKIT00000015063,0.6316901408450705,0.8732394366197183,0.6845070422535211,1.0,0.6633802816901408,0.6154929577464788,0.6725352112676056,0.6922535211267605,0.6612676056338028,0.5830985915492958,0.6443661971830986,0.6887323943661972,0.5830985915492958,0.680281690140845,0.6845070422535211,0.6753521126760563,0.678169014084507,0.2330985915492958,0.6676056338028169,0.6676056338028169,0.6852112676056338,0.6873239436619718,0.6633802816901408,0.5859154929577465,0.6535211267605634,0.6746478873239437,0.6725352112676056,0.3640845070422536
ENSSFOT00015016787,0.8690140845070422,0.7549295774647887,0.8880281690140845,0.6633802816901408,1.0,0.85,0.9232394366197183,0.8894366197183099,0.9112676056338028,0.8098591549295775,0.85,0.8943661971830986,0.8098591549295775,0.8859154929577465,0.8880281690140845,0.9211267605633803,0.8802816901408451,0.46197183098591554,0.9169014084507042,0.9169014084507042,0.8859154929577465,0.8943661971830986,1.0,0.8345070422535211,0.8605633802816901,0.9232394366197183,0.9232394366197183,0.5809859154929577
ENSECRT00000029519,0.8436619718309859,0.706338028169014,0.8211267605633803,0.6154929577464788,0.85,1.0,0.8457746478873239,0.8176056338028169,0.8492957746478873,0.8014084507042254,0.7704225352112676,0.8147887323943662,0.8014084507042254,0.8063380281690141,0.8211267605633803,0.8422535211267606,0.8246478873239437,0.4373239436619718,0.8464788732394366,0.8464788732394366,0.8176056338028169,0.819718309859155,0.85,0.780281690140845,0.7859154929577464,0.8492957746478873,0.8457746478873239,0.5542253521126761
ENSAMXT00000030850,0.8690140845070422,0.7654929577464789,0.930281690140845,0.6725352112676056,0.9232394366197183,0.8457746478873239,1.0,0.9288732394366197,0.9176056338028169,0.8211267605633803,0.852112676056338,0.8964788732394366,0.8211267605633803,0.8880281690140845,0.930281690140845,0.9605633802816902,0.8866197183098592,0.4605633802816902,0.9225352112676056,0.9225352112676056,0.9,0.9436619718309859,0.9232394366197183,0.8436619718309859,0.9098591549295775,0.9380281690140845,1.0,0.5795774647887324
ENSEEET00000002020,0.8450704225352113,0.7549295774647887,0.9591549295774648,0.6922535211267605,0.8894366197183099,0.8176056338028169,0.9288732394366197,1.0,0.8922535211267606,0.7901408450704225,0.8922535211267606,0.9366197183098591,0.7901408450704225,0.9140845070422535,0.9591549295774648,0.967605633802817,0.9225352112676056,0.44436619718309855,0.8950704225352113,0.8950704225352113,0.9323943661971831,0.9690140845070423,0.8894366197183099,0.8147887323943662,0.9352112676056338,0.9077464788732394,0.9288732394366197,0.5753521126760563
ENSPKIT00000012803,0.8669014084507042,0.7528169014084507,0.8859154929577465,0.6612676056338028,0.9112676056338028,0.8492957746478873,0.9176056338028169,0.8922535211267606,1.0,0.8035211267605634,0.8443661971830986,0.8887323943661972,0.8035211267605634,0.8802816901408451,0.8859154929577465,0.923943661971831,0.967605633802817,0.44999999999999996,0.926056338028169,0.926056338028169,0.8838028169014085,0.8908450704225352,0.9112676056338028,0.9119718309859155,0.8570422535211267,0.9204225352112676,0.9176056338028169,0.5690140845070423
F46C5.8.1,0.8126760563380282,0.676056338028169,0.7894366197183098,0.5830985915492958,0.8098591549295775,0.8014084507042254,0.8211267605633803,0.7901408450704225,0.8035211267605634,1.0,0.7338028169014085,0.778169014084507,1.0,0.7697183098591549,0.7894366197183098,0.8147887323943662,0.7795774647887324,0.44788732394366204,0.8133802816901409,0.8133802816901409,0.780281690140845,0.7950704225352113,0.8098591549295775,0.7359154929577465,0.7654929577464789,0.8112676056338028,0.8211267605633803,0.5661971830985916
