,FBtr0302597,FBtr0071132,FBtr0309322,FBtr0301947,FBtr0344137,FBtr0078649,FBtr0078653,FBtr0309320,FBtr0078651,FBtr0078650,FBtr0309321,FBtr0078654,FBtr0308654,FBtr0309319,FBtr0078652
FBtr0302597,1.0,0.44160359991818365,0.9038658212313356,0.9973409695234199,0.44160359991818365,0.995500102270403,1.0,0.8995704643076293,0.995500102270403,0.9973409695234199,0.9069339333196973,0.995500102270403,0.5234199222744937,0.9161382695847822,0.908979341378605
FBtr0071132,0.44160359991818365,1.0,0.5003068112088361,0.44078543669462056,1.0,0.43894456944160365,0.44160359991818365,0.49601145428512994,0.43894456944160365,0.44078543669462056,0.5033749232971978,0.43894456944160365,0.40233176518715486,0.5125792595622827,0.3524238085498057
FBtr0309322,0.9038658212313356,0.5003068112088361,1.0,0.9065248517079157,0.5003068112088361,0.9038658212313356,0.9038658212313356,0.9912047453466967,0.9038658212313356,0.9065248517079157,0.969114338310493,0.9038658212313356,0.5821231335651462,0.9783186745755779,0.8181632235631008
FBtr0301947,0.9973409695234199,0.44078543669462056,0.9065248517079157,1.0,0.44078543669462056,0.9973409695234199,0.9973409695234199,0.9022294947842094,0.9973409695234199,1.0,0.9095929637962774,0.9973409695234199,0.5226017590509306,0.9187973000613623,0.9116383718551851
FBtr0344137,0.44160359991818365,1.0,0.5003068112088361,0.44078543669462056,1.0,0.43894456944160365,0.44160359991818365,0.49601145428512994,0.43894456944160365,0.44078543669462056,0.5033749232971978,0.43894456944160365,0.40233176518715486,0.5125792595622827,0.3524238085498057
FBtr0078649,0.995500102270403,0.43894456944160365,0.9038658212313356,0.9973409695234199,0.43894456944160365,1.0,0.995500102270403,0.8995704643076293,1.0,0.9973409695234199,0.9069339333196973,1.0,0.5207608917979137,0.9161382695847822,0.908979341378605
FBtr0078653,1.0,0.44160359991818365,0.9038658212313356,0.9973409695234199,0.44160359991818365,0.995500102270403,1.0,0.8995704643076293,0.995500102270403,0.9973409695234199,0.9069339333196973,0.995500102270403,0.5234199222744937,0.9161382695847822,0.908979341378605
FBtr0309320,0.8995704643076293,0.49601145428512994,0.9912047453466967,0.9022294947842094,0.49601145428512994,0.8995704643076293,0.8995704643076293,1.0,0.8995704643076293,0.9022294947842094,0.9648189813867867,0.8995704643076293,0.5778277766414399,0.9740233176518716,0.8138678666393946
FBtr0078651,0.995500102270403,0.43894456944160365,0.9038658212313356,0.9973409695234199,0.43894456944160365,1.0,0.995500102270403,0.8995704643076293,1.0,0.9973409695234199,0.9069339333196973,1.0,0.5207608917979137,0.9161382695847822,0.908979341378605
FBtr0078650,0.9973409695234199,0.44078543669462056,0.9065248517079157,1.0,0.44078543669462056,0.9973409695234199,0.9973409695234199,0.9022294947842094,0.9973409695234199,1.0,0.9095929637962774,0.9973409695234199,0.5226017590509306,0.9187973000613623,0.9116383718551851
FBtr0309321,0.9069339333196973,0.5033749232971978,0.969114338310493,0.9095929637962774,0.5033749232971978,0.9069339333196973,0.9069339333196973,0.9648189813867867,0.9069339333196973,0.9095929637962774,1.0,0.9069339333196973,0.5851912456535079,0.9813867866639394,0.8212313356514624
FBtr0078654,0.995500102270403,0.43894456944160365,0.9038658212313356,0.9973409695234199,0.43894456944160365,1.0,0.995500102270403,0.8995704643076293,1.0,0.9973409695234199,0.9069339333196973,1.0,0.5207608917979137,0.9161382695847822,0.908979341378605
FBtr0308654,0.5234199222744937,0.40233176518715486,0.5821231335651462,0.5226017590509306,0.40233176518715486,0.5207608917979137,0.5234199222744937,0.5778277766414399,0.5207608917979137,0.5226017590509306,0.5851912456535079,0.5207608917979137,1.0,0.5943955819185928,0.4342401309061158
FBtr0309319,0.9161382695847822,0.5125792595622827,0.9783186745755779,0.9187973000613623,0.5125792595622827,0.9161382695847822,0.9161382695847822,0.9740233176518716,0.9161382695847822,0.9187973000613623,0.9813867866639394,0.9161382695847822,0.5943955819185928,1.0,0.8304356719165473
FBtr0078652,0.908979341378605,0.3524238085498057,0.8181632235631008,0.9116383718551851,0.3524238085498057,0.908979341378605,0.908979341378605,0.8138678666393946,0.908979341378605,0.9116383718551851,0.8212313356514624,0.908979341378605,0.4342401309061158,0.8304356719165473,1.0
