,ENSMVIT00005008475,ENSNPET00000022129,ENSNMET00000015192,ENSNMET00000015190,ENSAOWT00000010373,ENSCJPT00005034490,ENSCJPT00005034491,ENSGALT00000091572,ENSAOWT00000010322,ENSNSUT00000015596,ENSPVIT00000023386,ENSSMRT00000009344,ENSSMRT00000009385,ENSCCET00000017447,ENSPVIT00000023389,ENSAHAT00000008703,ENSARWT00000027305,ENSNPET00000022121,ENSARWT00000027273,ENSNPET00000022124,ENSAOWT00000010393,ENSACAT00000025747,ENSSCAT00000019219,ENSMGAT00000016939,ENSDNVT00000022093,ENSGALT00000082498,ENSDNVT00000022098,ENSGALT00000108313,ENSCJPT00005034488,ENSARWT00000027296,ENSDNVT00000022117,ENSGALT00000095393,ENSSMRT00000009378,ENSNMET00000015189,ENSSMRT00000009356,ENSPVIT00000023395,ENSPVIT00000023392,ENSDNVT00000022104,ENSAHAT00000008707,ENSNPET00000022127,ENSARWT00000027307,ENSNPET00000022146,ENSNPET00000022137,ENSAHAT00000008695,ENSNPET00000022111,ENSSCAT00000019222,ENSAOWT00000009947,ENSAOWT00000010385
ENSMVIT00005008475,1.0,0.5516965001335827,0.3956719209190489,0.5789473684210527,0.4109003473149879,0.5842906759283997,0.8394336094042212,0.8413037670317927,0.4004808976756613,0.8359604595244456,0.5589099652685012,0.5359337429869089,0.39727491317125296,0.8453112476623029,0.5677264226556238,0.39727491317125296,0.4181138124499064,0.5268501202244189,0.40368688218006943,0.5524979962596848,0.4181138124499064,0.8191290408763024,0.8450440822869356,0.5773443761688485,0.5794816991717874,0.5864279989313385,0.40662570130911035,0.5776115415442159,0.575474218541277,0.4197168047021106,0.8426395939086294,0.40609137055837563,0.5679935880309912,0.8426395939086294,0.5591771306438685,0.8228693561314454,0.4058242051830083,0.5882981565589099,0.40609137055837563,0.5356665776115416,0.8755009350788138,0.3788405022709057,0.39246593641464067,0.8912636922254876,0.5188351589633984,0.7985573069730163,0.8912636922254876,0.4197168047021106
ENSNPET00000022129,0.5516965001335827,1.0,0.6737910766764628,0.8453112476623029,0.6339834357467272,0.8867218808442426,0.6248998129842372,0.6265028052364413,0.6219609938551963,0.5661234304034197,0.811915575741384,0.7862676997061181,0.6478760352658296,0.6246326476088699,0.8602725086828747,0.6711194229227893,0.6502805236441357,0.9222548757681005,0.6273043013625434,0.9420251135452845,0.649746192893401,0.6083355597114614,0.6088698904621961,0.8431739246593641,0.8554635319262623,0.892332353726957,0.7202778519903821,0.8439754207854662,0.8383649479027518,0.6828746994389527,0.6329147742452578,0.7146673791076676,0.8578680203045685,0.6273043013625434,0.8095110873630778,0.6091370558375635,0.6994389527117285,0.9038204648677531,0.7194763558642799,0.9706118087095912,0.607266898209992,0.612610205717339,0.6273043013625434,0.6160833555971146,0.9019503072401817,0.6088698904621961,0.6160833555971146,0.682340368688218
ENSNMET00000015192,0.3956719209190489,0.6737910766764628,1.0,0.6540208388992786,0.85065455516965,0.69222548757681,0.4095645204381513,0.4095645204381513,0.8386321132781192,0.3908629441624365,0.6211594977290943,0.5971146139460326,0.8763024312049158,0.40929735506278386,0.6695164306705851,0.8974084958589367,0.9305370024044883,0.6537536735239113,0.8434410900347314,0.6291744589901149,0.9305370024044883,0.4074271974352124,0.39246593641464067,0.6486775313919316,0.6414640662570131,0.6986374565856265,0.9457654288004275,0.6502805236441357,0.6438685546353192,0.8990114881111408,0.40903018968741645,0.9548490515629174,0.668714934544483,0.4095645204381513,0.6203580016029923,0.4079615281859471,0.9254608602725087,0.6898209991985039,0.9457654288004275,0.7021106064654021,0.383649479027518,0.8509217205450174,0.8314186481432007,0.392733101790008,0.6337162703713599,0.3756345177664975,0.392733101790008,0.8990114881111408
ENSNMET00000015190,0.5789473684210527,0.8453112476623029,0.6540208388992786,1.0,0.6932941490782795,0.9337429869088966,0.6596313117819931,0.6615014694095646,0.6812717071867486,0.6134117018434411,0.9305370024044883,0.9056906224953246,0.7061180870959124,0.6534865081485439,0.8848517232166712,0.7301629708789741,0.6134117018434411,0.921186214266631,0.686080683943361,0.8966069997328346,0.6134117018434411,0.6291744589901149,0.6355864279989314,0.9874432273577345,0.9730162970878974,0.9420251135452845,0.6828746994389527,0.990114881111408,0.9820999198503874,0.6460058776382581,0.6537536735239113,0.6916911568260753,0.884050227090569,0.6673791076676463,0.9289340101522843,0.6321132781191557,0.6623029655356666,0.9259951910232433,0.6828746994389527,0.8736307774512423,0.6278386321132782,0.5733368955383382,0.6743254074271975,0.6371894202511355,0.9011488111140796,0.5490248463799091,0.6371894202511355,0.6460058776382581
ENSAOWT00000010373,0.4109003473149879,0.6339834357467272,0.85065455516965,0.6932941490782795,1.0,0.6403954047555437,0.3740315255142934,0.3740315255142934,0.9879775581084691,0.41170184344108995,0.6743254074271975,0.6500133582687684,0.9193160566390596,0.3740315255142934,0.6286401282393802,0.9524445631846112,0.9179802297622228,0.7095912369756879,0.9917178733636121,0.6852791878172588,0.9190488912636923,0.3740315255142934,0.3740315255142934,0.6916911568260753,0.6997061180870959,0.6454715468875234,0.8982099919850387,0.693026983702912,0.687683676195565,0.9505744055570398,0.3740315255142934,0.8915308576008549,0.6283729628640128,0.3740315255142934,0.673256745925728,0.3740315255142934,0.8746994389527117,0.6521506812717072,0.9040876302431204,0.6620358001602992,0.39887790542345714,0.8682874699438953,0.9545818861875501,0.4074271974352124,0.6895538338231365,0.3908629441624365,0.4074271974352124,0.9516430670585092
ENSCJPT00005034490,0.5842906759283997,0.8867218808442426,0.69222548757681,0.9337429869088966,0.6403954047555437,1.0,0.6761955650547689,0.6716537536735239,0.6283729628640128,0.621693828479829,0.8797755810846914,0.8546620358001603,0.6572268234036869,0.6601656425327278,0.9281325140261822,0.6772642265562383,0.6561581619022174,0.8666844776916911,0.6331819396206252,0.8421052631578947,0.6561581619022174,0.6369222548757681,0.6414640662570131,0.9353459791611007,0.9190488912636923,0.9858402351055303,0.7258883248730964,0.9374833021640395,0.9516430670585092,0.6887523376970345,0.6609671386588298,0.7341704515094843,0.9262623563986108,0.6684477691691156,0.87790542345712,0.6387924125033395,0.7077210793481165,0.9674058242051831,0.7256211594977291,0.9150414106331819,0.6350520972481967,0.6107400480897676,0.6222281592305637,0.644402885386054,0.8466470745391397,0.5554368153887256,0.644402885386054,0.6887523376970345
ENSCJPT00005034491,0.8394336094042212,0.6248998129842372,0.4095645204381513,0.6596313117819931,0.3740315255142934,0.6761955650547689,1.0,0.9951910232433877,0.3636120758749666,0.8901950307240182,0.629975955116217,0.6059310713331553,0.40849585893668183,0.9834357467272241,0.6387924125033395,0.4106331819396206,0.3812449906492119,0.6000534330750734,0.3668180603793748,0.6257013091103393,0.3812449906492119,0.9601923590702645,0.934811648410366,0.6615014694095646,0.6521506812717072,0.6716537536735239,0.4194496393267433,0.6628372962864013,0.6673791076676463,0.382847982901416,0.9845044082286936,0.4199839700774779,0.6379909163772375,0.9922522041143468,0.6291744589901149,0.9617953513224686,0.41838097782527384,0.6609671386588298,0.4194496393267433,0.6088698904621961,0.9283996794015495,0.3419716804702111,0.35559711461394605,0.8925995191023244,0.5920384718140529,0.8487843975420786,0.8925995191023244,0.382847982901416
ENSGALT00000091572,0.8413037670317927,0.6265028052364413,0.4095645204381513,0.6615014694095646,0.3740315255142934,0.6716537536735239,0.9951910232433877,1.0,0.3636120758749666,0.8904621960993855,0.6310446166176863,0.6078012289607266,0.40849585893668183,0.9847715736040609,0.639861074004809,0.4106331819396206,0.3812449906492119,0.6016564253272776,0.3668180603793748,0.6273043013625434,0.3812449906492119,0.9623296820732034,0.9369489714133048,0.6639059577878706,0.6532193427731766,0.6761955650547689,0.4194496393267433,0.6673791076676463,0.6628372962864013,0.382847982901416,0.9858402351055303,0.4199839700774779,0.639861074004809,0.9938551963665508,0.6310446166176863,0.9631311781993054,0.41838097782527384,0.6620358001602992,0.4194496393267433,0.6104728827144003,0.9292011755276516,0.3419716804702111,0.35559711461394605,0.8934010152284264,0.5936414640662571,0.85065455516965,0.8934010152284264,0.382847982901416
ENSAOWT00000010322,0.4004808976756613,0.6219609938551963,0.8386321132781192,0.6812717071867486,0.9879775581084691,0.6283729628640128,0.3636120758749666,0.3636120758749666,1.0,0.40128239380176334,0.6623029655356666,0.6379909163772375,0.9072936147475287,0.3636120758749666,0.6166176863478493,0.9404221212930804,0.9059577878706919,0.6975687950841571,0.9866417312316323,0.6748597381779321,0.9070264493721614,0.3636120758749666,0.3636120758749666,0.6796687149345445,0.687683676195565,0.6334491049959925,0.8861875500935079,0.6810045418113813,0.6756612343040342,0.938551963665509,0.3636120758749666,0.879508415709324,0.616350520972482,0.3636120758749666,0.6612343040341971,0.3636120758749666,0.8626769970611808,0.6401282393801764,0.8920651883515897,0.6500133582687684,0.3884584557841304,0.8562650280523644,0.9425594442960192,0.39700774779588566,0.696767298958055,0.3804434945231099,0.39700774779588566,0.9396206251669783
ENSNSUT00000015596,0.8359604595244456,0.5661234304034197,0.3908629441624365,0.6134117018434411,0.41170184344108995,0.621693828479829,0.8901950307240182,0.8904621960993855,0.40128239380176334,1.0,0.6232968207320331,0.5965802831952979,0.39193160566390595,0.887790542345712,0.6321132781191557,0.39219877103927336,0.41891530857600856,0.566390595778787,0.40448837830617146,0.5669249265295218,0.41891530857600856,0.8982099919850387,0.888592038471814,0.6128773710927063,0.6128773710927063,0.6219609938551963,0.4010152284263959,0.6131445364680738,0.6128773710927063,0.42051830082821273,0.8904621960993855,0.40128239380176334,0.6286401282393802,0.8907293614747529,0.6198236708522575,0.9006144803633449,0.40128239380176334,0.621693828479829,0.4010152284263959,0.5752070531659097,0.9217205450173658,0.38017632914774246,0.3938017632914774,0.8883248730964467,0.5583756345177665,0.8356932941490782,0.8883248730964467,0.42051830082821273
