	ENSCHAT00000063168	ENSCHAT00000063154	ENSCHAT00000063163	ENSCHAT00000028780	ENSXCOT00000017501	ENSCHAT00000063177	ENSDCDT00000068390	ENSHBUT00000022517	ENSXMAT00000037106	ENSCHAT00000063204	ENSMZET00005022154	ENSDCDT00000068394
ENSCHAT00000063168	1.0	0.8945470932852636	0.6349707075259126	0.7611536728255971	0.636773321315908	0.9553853086976116	0.7611536728255971	0.4736367733213159	0.6376746282109058	0.6480396575033799	0.6489409643983777	0.6849932401982876
ENSCHAT00000063154	0.8945470932852636	1.0	0.5295178008111762	0.6804867057232988	0.5633168093735917	0.8499324019828751	0.6750788643533123	0.4736367733213159	0.5642181162685894	0.5754844524560613	0.5831455610635421	0.5989184317260027
ENSCHAT00000063163	0.6349707075259126	0.5295178008111762	1.0	0.5962145110410094	0.6016223524109959	0.6795853988283009	0.6268589454709329	0.4326273095989184	0.6025236593059937	0.5520504731861199	0.5047318611987381	0.6318161333934205
ENSCHAT00000028780	0.7611536728255971	0.6804867057232988	0.5962145110410094	1.0	0.6967102298332583	0.7377196935556557	0.7945020279405137	0.4691302388463272	0.6971608832807571	0.7057232987832357	0.7106804867057233	0.6976115367282559
ENSXCOT00000017501	0.636773321315908	0.5633168093735917	0.6016223524109959	0.6967102298332583	1.0	0.6358720144209103	0.6931050022532672	0.5254619197836864	0.9558359621451104	0.7165389815232086	0.6611086074808472	0.6863452005407842
ENSCHAT00000063177	0.9553853086976116	0.8499324019828751	0.6795853988283009	0.7377196935556557	0.6358720144209103	1.0	0.7404236142406491	0.5182514646237044	0.636773321315908	0.6255069851284363	0.6354213609734114	0.6642631816133393
ENSDCDT00000068390	0.7611536728255971	0.6750788643533123	0.6268589454709329	0.7945020279405137	0.6931050022532672	0.7404236142406491	1.0	0.4799459215863001	0.6935556557007662	0.6894997746732763	0.6881478143307797	0.7990085624155024
ENSHBUT00000022517	0.4736367733213159	0.4736367733213159	0.4326273095989184	0.4691302388463272	0.5254619197836864	0.5182514646237044	0.4799459215863001	1.0	0.5308697611536728	0.4425416854438937	0.3956737269040108	0.47724200090130703
ENSXMAT00000037106	0.6376746282109058	0.5642181162685894	0.6025236593059937	0.6971608832807571	0.9558359621451104	0.636773321315908	0.6935556557007662	0.5308697611536728	1.0	0.7165389815232086	0.6611086074808472	0.6863452005407842
ENSCHAT00000063204	0.6480396575033799	0.5754844524560613	0.5520504731861199	0.7057232987832357	0.7165389815232086	0.6255069851284363	0.6894997746732763	0.4425416854438937	0.7165389815232086	1.0	0.7814330779630464	0.708427219468229
ENSMZET00005022154	0.6489409643983777	0.5831455610635421	0.5047318611987381	0.7106804867057233	0.6611086074808472	0.6354213609734114	0.6881478143307797	0.3956737269040108	0.6611086074808472	0.7814330779630464	1.0	0.6579540333483551
ENSDCDT00000068394	0.6849932401982876	0.5989184317260027	0.6318161333934205	0.6976115367282559	0.6863452005407842	0.6642631816133393	0.7990085624155024	0.47724200090130703	0.6863452005407842	0.708427219468229	0.6579540333483551	1.0
