,ENSMOCT00000031311,ENSVURT00010014965,ENSMODT00000086070,ENSMODT00000013640,ENSMODT00000086678,ENSPCIT00000013705,ENSMAUT00000029571,ENSPCIT00000013708,ENSVURT00010014978,ENSSHAT00000020698,ENSMODT00000074347,ENSVURT00010014974,ENSLCOT00000011745,ENSVURT00010014987,ENSPCIT00000013712
ENSMOCT00000031311,1.0,0.26525666446353824,0.2650363516192994,0.2696629213483146,0.3223176911213923,0.32275831680987,0.9660718219872219,0.26679885437320994,0.321656752588676,0.2626129103326724,0.2967614011896893,0.29698171403392815,0.37761621502533593,0.34545053976646845,0.29852390394359984
ENSVURT00010014965,0.26525666446353824,1.0,0.9627671293236396,0.9550561797752809,0.4265256664463538,0.4355584930601454,0.26635822868473236,0.9856796651244768,0.43996474994492174,0.9673936990526548,0.9310420797532496,0.9682749504296101,0.35051773518396123,0.44348975545274283,0.9539546155540868
ENSMODT00000086070,0.2650363516192994,0.9627671293236396,1.0,0.9922890504516413,0.43996474994492174,0.42674597929059266,0.2656972901520158,0.9610046265697291,0.4265256664463538,0.9530733641771315,0.9682749504296101,0.9310420797532496,0.34743335536461784,0.4309319233311302,0.929279576999339
ENSMODT00000013640,0.2696629213483146,0.9550561797752809,0.9922890504516413,1.0,0.43225380039656314,0.41903502974223406,0.27032385988103114,0.9532936770213704,0.4188147168979952,0.9455827274730116,0.9605640008812514,0.923331130204891,0.3397224058162591,0.42322097378277146,0.9215686274509803
ENSMODT00000086678,0.3223176911213923,0.4265256664463538,0.43996474994492174,0.43225380039656314,1.0,0.9867812293456708,0.32297862965410884,0.4274069178233091,0.9865609165014321,0.42366159947124915,0.47168979951531176,0.4582507160167437,0.846441947565543,0.9543952412425645,0.4591319673936991
ENSPCIT00000013705,0.32275831680987,0.4355584930601454,0.42674597929059266,0.41903502974223406,0.9867812293456708,1.0,0.32341925534258653,0.4406256884776383,0.9955937431152236,0.42828816920026436,0.45847102886098257,0.4672835426305353,0.8495263273848865,0.9629874421678783,0.4723507380480282
ENSMAUT00000029571,0.9660718219872219,0.26635822868473236,0.2656972901520158,0.27032385988103114,0.32297862965410884,0.32341925534258653,1.0,0.2670191672174488,0.32275831680987,0.2630535360211501,0.29742233972240584,0.29808327825512226,0.3784974664022913,0.34655210398766245,0.2987442167878387
ENSPCIT00000013708,0.26679885437320994,0.9856796651244768,0.9610046265697291,0.9532936770213704,0.4274069178233091,0.4406256884776383,0.2670191672174488,1.0,0.4362194315928618,0.9662921348314607,0.929279576999339,0.9539546155540868,0.3509583608724389,0.4401850627891606,0.9682749504296101
ENSVURT00010014978,0.321656752588676,0.43996474994492174,0.4265256664463538,0.4188147168979952,0.9865609165014321,0.9955937431152236,0.32275831680987,0.4362194315928618,1.0,0.42872879488874194,0.4582507160167437,0.47168979951531176,0.8495263273848865,0.9669530733641771,0.4679444811632518
ENSSHAT00000020698,0.2626129103326724,0.9673936990526548,0.9530733641771315,0.9455827274730116,0.42366159947124915,0.42828816920026436,0.2630535360211501,0.9662921348314607,0.42872879488874194,1.0,0.9213483146067416,0.9356686494822648,0.3487552324300507,0.43291473892927956,0.9345670852610707
ENSMODT00000074347,0.2967614011896893,0.9310420797532496,0.9682749504296101,0.9605640008812514,0.47168979951531176,0.45847102886098257,0.29742233972240584,0.929279576999339,0.4582507160167437,0.9213483146067416,1.0,0.9627671293236396,0.37915840493500763,0.4626569729015202,0.9610046265697291
ENSVURT00010014974,0.29698171403392815,0.9682749504296101,0.9310420797532496,0.923331130204891,0.4582507160167437,0.4672835426305353,0.29808327825512226,0.9539546155540868,0.47168979951531176,0.9356686494822648,0.9627671293236396,1.0,0.38224278475435125,0.47521480502313285,0.9856796651244768
ENSLCOT00000011745,0.37761621502533593,0.35051773518396123,0.34743335536461784,0.3397224058162591,0.846441947565543,0.8495263273848865,0.3784974664022913,0.3509583608724389,0.8495263273848865,0.3487552324300507,0.37915840493500763,0.38224278475435125,1.0,0.873320114562679,0.38268341044282883
ENSVURT00010014987,0.34545053976646845,0.44348975545274283,0.4309319233311302,0.42322097378277146,0.9543952412425645,0.9629874421678783,0.34655210398766245,0.4401850627891606,0.9669530733641771,0.43291473892927956,0.4626569729015202,0.47521480502313285,0.873320114562679,1.0,0.4719101123595506
ENSPCIT00000013712,0.29852390394359984,0.9539546155540868,0.929279576999339,0.9215686274509803,0.4591319673936991,0.4723507380480282,0.2987442167878387,0.9682749504296101,0.4679444811632518,0.9345670852610707,0.9610046265697291,0.9856796651244768,0.38268341044282883,0.4719101123595506,1.0
