,ENSCHAT00000010004,ENSCMIT00000016853,ENSAMXT00000035698,ENSDCDT00000064352,ENSDCDT00000064354,ENSCHAT00000009629,ENSDCDT00000064215,ENSCMIT00000016834,ENSCHAT00000010209,ENSCHAT00000009196,ENSCMIT00000016860,ENSECRT00000018306,ENSDCDT00000064346,ENSCMIT00000016803,ENSDCDT00000064221,ENSLOCT00000010680,ENSCHAT00000010273,ENSCHAT00000010417,ENSCHAT00000010625,ENSCHAT00000010332,ENSAMXT00000018209
ENSCHAT00000010004,1.0,0.6533665835411472,0.74214463840399,0.7536159600997506,0.7246882793017456,0.8389027431421446,0.7446384039900249,0.6802992518703241,0.8785536159600997,0.81571072319202,0.7002493765586035,0.6623441396508728,0.7371571072319202,0.6618453865336659,0.7521197007481297,0.7301745635910224,0.8625935162094763,0.870573566084788,0.8381546134663341,0.8932668329177057,0.7738154613466334
ENSCMIT00000016853,0.6533665835411472,1.0,0.6987531172069825,0.7443890274314214,0.6865336658354114,0.6800498753117207,0.6798004987531172,0.9369077306733167,0.6937655860349127,0.654364089775561,0.8725685785536159,0.6206982543640898,0.7139650872817955,0.8576059850374065,0.7197007481296758,0.7443890274314214,0.6920199501246883,0.7254364089775561,0.6331670822942643,0.6985037406483791,0.7184538653366583
ENSAMXT00000035698,0.74214463840399,0.6987531172069825,1.0,0.8002493765586035,0.7860349127182045,0.7276807980049875,0.8418952618453865,0.7406483790523691,0.7329177057356608,0.7039900249376558,0.7541147132169576,0.7,0.8007481296758104,0.7049875311720698,0.7862842892768079,0.7935162094763092,0.8319201995012468,0.7788029925187032,0.7399002493765586,0.814713216957606,0.9543640897755611
ENSDCDT00000064352,0.7536159600997506,0.7443890274314214,0.8002493765586035,1.0,0.9234413965087281,0.7790523690773067,0.8905236907730674,0.7274314214463841,0.8049875311720698,0.7563591022443891,0.7618453865336658,0.6892768079800499,0.9506234413965087,0.7556109725685786,0.9281795511221945,0.7688279301745636,0.8032418952618454,0.8319201995012468,0.7316708229426434,0.800498753117207,0.8119700748129676
ENSDCDT00000064354,0.7246882793017456,0.6865336658354114,0.7860349127182045,0.9234413965087281,1.0,0.7114713216957606,0.886783042394015,0.698004987531172,0.7331670822942643,0.6887780548628429,0.7324189526184539,0.6670822942643392,0.8875311720698255,0.6977556109725686,0.8955112219451371,0.7366583541147133,0.7887780548628429,0.7643391521197007,0.7027431421446384,0.771571072319202,0.7835411471321696
ENSCHAT00000009629,0.8389027431421446,0.6800498753117207,0.7276807980049875,0.7790523690773067,0.7114713216957606,1.0,0.7089775561097257,0.6763092269326684,0.8925187032418953,0.8910224438902743,0.7192019950124688,0.6640897755610973,0.7543640897755611,0.7039900249376558,0.798503740648379,0.7234413965087282,0.8216957605985037,0.9359102244389027,0.8291770573566085,0.8538653366583541,0.7593516209476309
ENSDCDT00000064215,0.7446384039900249,0.6798004987531172,0.8418952618453865,0.8905236907730674,0.886783042394015,0.7089775561097257,1.0,0.7052369077306733,0.7548628428927681,0.686284289276808,0.744139650872818,0.6690773067331671,0.8935162094763093,0.6975062344139651,0.8750623441396509,0.7456359102244389,0.801995012468828,0.7591022443890274,0.7204488778054863,0.784788029925187,0.7962593516209476
ENSCMIT00000016834,0.6802992518703241,0.9369077306733167,0.7406483790523691,0.7274314214463841,0.698004987531172,0.6763092269326684,0.7052369077306733,1.0,0.6768079800498753,0.6506234413965087,0.914214463840399,0.6683291770573566,0.7236907730673316,0.8339152119700748,0.7229426433915211,0.7925187032418952,0.7394014962593516,0.7216957605985037,0.6780548628428927,0.7458852867830424,0.7603491271820448
ENSCHAT00000010209,0.8785536159600997,0.6937655860349127,0.7329177057356608,0.8049875311720698,0.7331670822942643,0.8925187032418953,0.7548628428927681,0.6768079800498753,1.0,0.8693266832917705,0.7144638403990025,0.6428927680798004,0.7725685785536159,0.7094763092269327,0.7690773067331671,0.7251870324189527,0.8369077306733167,0.9296758104738154,0.8074812967581048,0.8675810473815462,0.7645885286783043
ENSCHAT00000009196,0.81571072319202,0.654364089775561,0.7039900249376558,0.7563591022443891,0.6887780548628429,0.8910224438902743,0.686284289276808,0.6506234413965087,0.8693266832917705,1.0,0.6952618453865337,0.6466334164588529,0.7316708229426434,0.6875311720698254,0.7276807980049875,0.699501246882793,0.798503740648379,0.9002493765586035,0.8119700748129676,0.8306733167082294,0.7356608478802993
ENSCMIT00000016860,0.7002493765586035,0.8725685785536159,0.7541147132169576,0.7618453865336658,0.7324189526184539,0.7192019950124688,0.744139650872818,0.914214463840399,0.7144638403990025,0.6952618453865337,1.0,0.7201995012468828,0.7483790523690773,0.9067331670822942,0.7571072319201995,0.7905236907730673,0.7541147132169576,0.74214463840399,0.7319201995012469,0.7605985037406484,0.7738154613466334
ENSECRT00000018306,0.6623441396508728,0.6206982543640898,0.7,0.6892768079800499,0.6670822942643392,0.6640897755610973,0.6690773067331671,0.6683291770573566,0.6428927680798004,0.6466334164588529,0.7201995012468828,1.0,0.68428927680798,0.6783042394014963,0.6640897755610973,0.7276807980049875,0.6962593516209477,0.6678304239401496,0.7054862842892768,0.6870324189526185,0.7079800498753117
ENSDCDT00000064346,0.7371571072319202,0.7139650872817955,0.8007481296758104,0.9506234413965087,0.8875311720698255,0.7543640897755611,0.8935162094763093,0.7236907730673316,0.7725685785536159,0.7316708229426434,0.7483790523690773,0.68428927680798,1.0,0.7249376558603491,0.8912718204488778,0.7680798004987531,0.8052369077306734,0.8072319201995013,0.7339152119700748,0.8064837905236908,0.8154613466334164
ENSCMIT00000016803,0.6618453865336659,0.8576059850374065,0.7049875311720698,0.7556109725685786,0.6977556109725686,0.7039900249376558,0.6975062344139651,0.8339152119700748,0.7094763092269327,0.6875311720698254,0.9067331670822942,0.6783042394014963,0.7249376558603491,1.0,0.7306733167082294,0.7336658354114713,0.6967581047381546,0.7344139650872819,0.6907730673316709,0.7032418952618454,0.7246882793017456
ENSDCDT00000064221,0.7521197007481297,0.7197007481296758,0.7862842892768079,0.9281795511221945,0.8955112219451371,0.798503740648379,0.8750623441396509,0.7229426433915211,0.7690773067331671,0.7276807980049875,0.7571072319201995,0.6640897755610973,0.8912718204488778,0.7306733167082294,1.0,0.7668329177057357,0.7870324189526184,0.8032418952618454,0.7301745635910224,0.8002493765586035,0.8112219451371571
ENSLOCT00000010680,0.7301745635910224,0.7443890274314214,0.7935162094763092,0.7688279301745636,0.7366583541147133,0.7234413965087282,0.7456359102244389,0.7925187032418952,0.7251870324189527,0.699501246882793,0.7905236907730673,0.7276807980049875,0.7680798004987531,0.7336658354114713,0.7668329177057357,1.0,0.785785536159601,0.7718204488778054,0.7314214463840399,0.7997506234413965,0.8214463840399002
ENSCHAT00000010273,0.8625935162094763,0.6920199501246883,0.8319201995012468,0.8032418952618454,0.7887780548628429,0.8216957605985037,0.801995012468828,0.7394014962593516,0.8369077306733167,0.798503740648379,0.7541147132169576,0.6962593516209477,0.8052369077306734,0.6967581047381546,0.7870324189526184,0.785785536159601,1.0,0.885785536159601,0.8688279301745636,0.9678304239401496,0.8331670822942644
ENSCHAT00000010417,0.870573566084788,0.7254364089775561,0.7788029925187032,0.8319201995012468,0.7643391521197007,0.9359102244389027,0.7591022443890274,0.7216957605985037,0.9296758104738154,0.9002493765586035,0.74214463840399,0.6678304239401496,0.8072319201995013,0.7344139650872819,0.8032418952618454,0.7718204488778054,0.885785536159601,1.0,0.829426433915212,0.9179551122194514,0.8104738154613467
ENSCHAT00000010625,0.8381546134663341,0.6331670822942643,0.7399002493765586,0.7316708229426434,0.7027431421446384,0.8291770573566085,0.7204488778054863,0.6780548628428927,0.8074812967581048,0.8119700748129676,0.7319201995012469,0.7054862842892768,0.7339152119700748,0.6907730673316709,0.7301745635910224,0.7314214463840399,0.8688279301745636,0.829426433915212,1.0,0.899501246882793,0.771571072319202
ENSCHAT00000010332,0.8932668329177057,0.6985037406483791,0.814713216957606,0.800498753117207,0.771571072319202,0.8538653366583541,0.784788029925187,0.7458852867830424,0.8675810473815462,0.8306733167082294,0.7605985037406484,0.6870324189526185,0.8064837905236908,0.7032418952618454,0.8002493765586035,0.7997506234413965,0.9678304239401496,0.9179551122194514,0.899501246882793,1.0,0.8463840399002494
ENSAMXT00000018209,0.7738154613466334,0.7184538653366583,0.9543640897755611,0.8119700748129676,0.7835411471321696,0.7593516209476309,0.7962593516209476,0.7603491271820448,0.7645885286783043,0.7356608478802993,0.7738154613466334,0.7079800498753117,0.8154613466334164,0.7246882793017456,0.8112219451371571,0.8214463840399002,0.8331670822942644,0.8104738154613467,0.771571072319202,0.8463840399002494,1.0
