,ENSAMXT00000000700,ENSCHAT00000036016,ENSDCDT00000043973,ENSDCDT00000043971,ENSCHAT00000036171,ENSCHAT00000036057,ENSCHAT00000036161,ENSDCDT00000043354,ENSCHAT00000036089,ENSCHAT00000036107,ENSDCDT00000043938,ENSCHAT00000036198,ENSCHAT00000036075,ENSCHAT00000036145,ENSDCDT00000043837,ENSDCDT00000043940,ENSCHAT00000036126
ENSAMXT00000000700,1.0,0.8347695766204571,0.7171225177969277,0.7411015361558636,0.7886849007118771,0.7759460472086924,0.7396028475084301,0.8145372798801049,0.781566129636568,0.6800299737729487,0.7838141626077183,0.7066316972648932,0.833645560134882,0.7433495691270139,0.7823154739602848,0.7519670288497564,0.7411015361558636
ENSCHAT00000036016,0.8347695766204571,1.0,0.7396028475084301,0.7463469464218808,0.9074559760209816,0.9366804046459348,0.864743349569127,0.8340202322967404,0.938928437617085,0.8006744098913451,0.7894342450355939,0.8467590857999251,0.9763956538029225,0.8905957287373548,0.8044211315099288,0.7748220307231173,0.8954664668415137
ENSDCDT00000043973,0.7171225177969277,0.7396028475084301,1.0,0.803671787186212,0.667291120269764,0.6807793180966654,0.6223304608467591,0.860621955788685,0.6867740726863995,0.5668789808917197,0.8591232671412514,0.8066691644810791,0.720494567253653,0.6466841513675534,0.8774822030723117,0.8403896590483327,0.6470588235294118
ENSDCDT00000043971,0.7411015361558636,0.7463469464218808,0.803671787186212,1.0,0.8081678531285126,0.6875234170101161,0.6976395653802923,0.8718621206444361,0.6935181715998502,0.7077557137504683,0.8831022855001873,0.6691644810790558,0.7332334207568377,0.6721618583739228,0.9104533533158486,0.8643686774072686,0.6538029224428625
ENSCHAT00000036171,0.7886849007118771,0.9074559760209816,0.667291120269764,0.8081678531285126,1.0,0.8673660547021357,0.8643686774072686,0.7692019482952417,0.8696140876732859,0.8594979393031098,0.7396028475084301,0.7841888347695766,0.9010865492693892,0.8430123641813413,0.7396028475084301,0.7025103034844511,0.8179093293368302
ENSCHAT00000036057,0.7759460472086924,0.9366804046459348,0.6807793180966654,0.6875234170101161,0.8673660547021357,1.0,0.9093293368302735,0.7751967028849757,0.8988385162982391,0.7373548145372799,0.744473585612589,0.8066691644810791,0.9130760584488572,0.8505058074185088,0.7455976020981641,0.7159985013113526,0.9505432746346947
ENSCHAT00000036161,0.7396028475084301,0.864743349569127,0.6223304608467591,0.6976395653802923,0.8643686774072686,0.9093293368302735,1.0,0.7362307980517048,0.8081678531285126,0.7635818658673661,0.7167478456350693,0.7227426002248033,0.8883476957662045,0.8010490820532035,0.7066316972648932,0.6575496440614462,0.8681153990258523
ENSDCDT00000043354,0.8145372798801049,0.8340202322967404,0.860621955788685,0.8718621206444361,0.7692019482952417,0.7751967028849757,0.7362307980517048,1.0,0.7811914574747096,0.6687898089171974,0.9183214687148745,0.710378418883477,0.8209067066316973,0.760584488572499,0.9614087673285875,0.8995878606219558,0.741476208317722
ENSCHAT00000036089,0.781566129636568,0.938928437617085,0.6867740726863995,0.6935181715998502,0.8696140876732859,0.8988385162982391,0.8081678531285126,0.7811914574747096,1.0,0.8385162982390408,0.750468340202323,0.8089171974522293,0.9153240914200075,0.9516672911202697,0.7515923566878981,0.7647058823529411,0.8493817909329336
ENSCHAT00000036107,0.6800299737729487,0.8006744098913451,0.5668789808917197,0.7077557137504683,0.8594979393031098,0.7373548145372799,0.7635818658673661,0.6687898089171974,0.8385162982390408,1.0,0.6167103784188834,0.6541775946047209,0.7838141626077183,0.8119145747470963,0.6391907081303859,0.6448107905582615,0.6961408767328587
ENSDCDT00000043938,0.7838141626077183,0.7894342450355939,0.8591232671412514,0.8831022855001873,0.7396028475084301,0.744473585612589,0.7167478456350693,0.9183214687148745,0.750468340202323,0.6167103784188834,1.0,0.7201198950917946,0.8070438366429374,0.710378418883477,0.956912701386287,0.9198201573623079,0.7107530910453354
ENSCHAT00000036198,0.7066316972648932,0.8467590857999251,0.8066691644810791,0.6691644810790558,0.7841888347695766,0.8066691644810791,0.7227426002248033,0.710378418883477,0.8089171974522293,0.6541775946047209,0.7201198950917946,1.0,0.8298988385162982,0.7673285874859498,0.7272386661671038,0.6916448107905583,0.7572124391157737
ENSCHAT00000036075,0.833645560134882,0.9763956538029225,0.720494567253653,0.7332334207568377,0.9010865492693892,0.9130760584488572,0.8883476957662045,0.8209067066316973,0.9153240914200075,0.7838141626077183,0.8070438366429374,0.8298988385162982,1.0,0.873735481453728,0.7913076058448857,0.7557137504683402,0.8718621206444361
ENSCHAT00000036145,0.7433495691270139,0.8905957287373548,0.6466841513675534,0.6721618583739228,0.8430123641813413,0.8505058074185088,0.8010490820532035,0.760584488572499,0.9516672911202697,0.8119145747470963,0.710378418883477,0.7673285874859498,0.873735481453728,1.0,0.7309853877856876,0.7718246534282502,0.8010490820532035
ENSDCDT00000043837,0.7823154739602848,0.8044211315099288,0.8774822030723117,0.9104533533158486,0.7396028475084301,0.7455976020981641,0.7066316972648932,0.9614087673285875,0.7515923566878981,0.6391907081303859,0.956912701386287,0.7272386661671038,0.7913076058448857,0.7309853877856876,1.0,0.9381790932933683,0.7118771075309105
ENSDCDT00000043940,0.7519670288497564,0.7748220307231173,0.8403896590483327,0.8643686774072686,0.7025103034844511,0.7159985013113526,0.6575496440614462,0.8995878606219558,0.7647058823529411,0.6448107905582615,0.9198201573623079,0.6916448107905583,0.7557137504683402,0.7718246534282502,0.9381790932933683,1.0,0.6822780067440989
ENSCHAT00000036126,0.7411015361558636,0.8954664668415137,0.6470588235294118,0.6538029224428625,0.8179093293368302,0.9505432746346947,0.8681153990258523,0.741476208317722,0.8493817909329336,0.6961408767328587,0.7107530910453354,0.7572124391157737,0.8718621206444361,0.8010490820532035,0.7118771075309105,0.6822780067440989,1.0
